attempt_name,artifact_slug,feature_set_id,dimension,proxy_expected_value,timestamp_basis,source_evidence,claim_boundary
u42_bal_rf,u42_bal,us100_technical42_no_external,feature_ready_count,7805,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,us100_technical42_no_external,model_ok_count,7805,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,us100_technical42_no_external,long_count,2846,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,us100_technical42_no_external,short_count,367,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,us100_technical42_no_external,flat_count,4592,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,us100_technical42_no_external,feature_ready_count,7805,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,us100_technical42_no_external,model_ok_count,7805,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,us100_technical42_no_external,long_count,3235,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,us100_technical42_no_external,short_count,173,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,us100_technical42_no_external,flat_count,4397,feature_rows_intersect_mt5_feature_ready_cycle_bar_time,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336N/timestamp_aligned_proxy_mt5_difference.csv,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
