run_id,split,model_id,label_id,policy_id,threshold_id,exit_mode,max_hold_m5,entry_timestamp,exit_timestamp,held_m5,side,score,threshold,entry_open,exit_open,net_profit,cost_per_trade,claim_boundary
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-06T16:45:00+00:00,2025-01-06T17:05:00+00:00,4,long,0.001251600213,-0.001214469784,21547.5,21581.5,3.1,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-06T17:15:00+00:00,2025-01-06T17:35:00+00:00,4,long,0.008585835618,-0.001214469784,21611.0,21617.0,0.3,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-06T17:45:00+00:00,2025-01-06T18:10:00+00:00,4,long,0.01112033998,-0.001214469784,21628.37,21639.62,0.825,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-07T18:10:00+00:00,2025-01-07T18:15:00+00:00,1,long,-0.001169589165,-0.001214469784,21300.51,21276.88,-2.663,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-08T16:35:00+00:00,2025-01-08T16:40:00+00:00,1,long,0.005763756138,-0.001214469784,21136.03,21065.66,-7.337,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-08T18:00:00+00:00,2025-01-08T18:05:00+00:00,1,long,0.00171378951,-0.001214469784,21121.91,21081.91,-4.3,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-08T18:15:00+00:00,2025-01-08T18:20:00+00:00,1,long,0.003164326741,-0.001214469784,21100.41,21100.91,-0.25,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-08T18:45:00+00:00,2025-01-08T19:00:00+00:00,3,long,-0.00116205981,-0.001214469784,21174.28,21149.91,-2.737,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-08T20:45:00+00:00,2025-01-08T20:50:00+00:00,1,long,-0.000967538454,-0.001214469784,21141.78,21107.53,-3.725,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-13T17:10:00+00:00,2025-01-13T17:15:00+00:00,1,long,-0.000300183689,-0.001214469784,20583.83,20555.33,-3.15,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-13T17:40:00+00:00,2025-01-13T17:45:00+00:00,1,long,-0.001045282425,-0.001214469784,20612.33,20638.08,2.275,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-13T19:45:00+00:00,2025-01-13T19:50:00+00:00,1,long,-0.00092827087,-0.001214469784,20607.08,20623.45,1.337,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-13T20:05:00+00:00,2025-01-13T20:10:00+00:00,1,long,0.00136706848,-0.001214469784,20669.2,20662.2,-1.0,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-13T22:00:00+00:00,2025-01-14T16:40:00+00:00,2,long,-0.000972370176,-0.001214469784,20688.45,20898.52,20.707,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-14T16:45:00+00:00,2025-01-14T16:55:00+00:00,2,long,0.008169068834,-0.001214469784,20896.77,20792.77,-10.7,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-14T17:15:00+00:00,2025-01-14T17:20:00+00:00,1,long,0.001290801571,-0.001214469784,20866.52,20860.52,-0.9,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-14T20:45:00+00:00,2025-01-14T20:50:00+00:00,1,long,0.002774367005,-0.001214469784,20763.64,20777.89,1.125,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-15T16:35:00+00:00,2025-01-15T16:55:00+00:00,4,long,0.020438081462,-0.001214469784,21054.85,21106.35,4.85,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-15T17:00:00+00:00,2025-01-15T17:20:00+00:00,4,long,0.022678703052,-0.001214469784,21117.73,21195.85,7.512,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-15T17:25:00+00:00,2025-01-15T17:45:00+00:00,4,long,0.027987138474,-0.001214469784,21188.73,21159.23,-3.25,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-15T17:50:00+00:00,2025-01-15T17:55:00+00:00,1,long,0.002874121942,-0.001214469784,21142.48,21156.98,1.15,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-15T18:20:00+00:00,2025-01-15T18:35:00+00:00,3,long,0.003271372688,-0.001214469784,21136.85,21074.23,-6.562,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-15T19:15:00+00:00,2025-01-15T19:25:00+00:00,2,long,-0.001140349253,-0.001214469784,21101.48,21095.73,-0.875,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-15T19:30:00+00:00,2025-01-15T19:35:00+00:00,1,long,0.000311499977,-0.001214469784,21115.73,21128.1,0.937,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-16T18:30:00+00:00,2025-01-16T18:40:00+00:00,2,long,0.00418629197,-0.001214469784,21200.95,21160.2,-4.375,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-16T19:10:00+00:00,2025-01-16T19:15:00+00:00,1,long,-0.000591098251,-0.001214469784,21197.32,21194.32,-0.6,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-17T16:50:00+00:00,2025-01-17T16:55:00+00:00,1,long,0.004061600771,-0.001214469784,21335.41,21320.16,-1.825,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-17T17:05:00+00:00,2025-01-17T17:25:00+00:00,4,long,7.6188904e-05,-0.001214469784,21341.53,21318.41,-2.612,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-17T17:30:00+00:00,2025-01-17T18:05:00+00:00,4,long,0.001369375421,-0.001214469784,21326.41,21382.28,5.287,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-17T18:40:00+00:00,2025-01-17T18:50:00+00:00,1,long,0.010619319248,-0.001214469784,21416.03,21389.78,-2.925,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-21T17:20:00+00:00,2025-01-21T17:30:00+00:00,2,long,0.010159340638,-0.001214469784,21416.6,21451.47,3.187,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-21T17:45:00+00:00,2025-01-21T17:50:00+00:00,1,long,0.000372303494,-0.001214469784,21448.47,21425.72,-2.575,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-21T18:25:00+00:00,2025-01-21T18:30:00+00:00,1,long,0.002044020973,-0.001214469784,21442.72,21442.97,-0.275,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-21T18:35:00+00:00,2025-01-21T18:40:00+00:00,1,long,-0.000709251697,-0.001214469784,21452.47,21423.47,-3.2,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-21T19:00:00+00:00,2025-01-21T19:05:00+00:00,1,long,0.00404479258,-0.001214469784,21487.47,21486.6,-0.387,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-22T16:50:00+00:00,2025-01-22T17:20:00+00:00,4,long,0.001718931441,-0.001214469784,21802.92,21838.42,3.25,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-22T17:30:00+00:00,2025-01-22T18:00:00+00:00,4,long,0.006925748691,-0.001214469784,21829.05,21810.8,-2.125,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-22T18:05:00+00:00,2025-01-22T18:10:00+00:00,1,long,0.009378336072,-0.001214469784,21826.42,21840.55,1.113,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-22T18:15:00+00:00,2025-01-22T18:30:00+00:00,1,long,0.004895963753,-0.001214469784,21822.17,21868.05,4.288,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-23T17:15:00+00:00,2025-01-23T17:20:00+00:00,1,long,0.002801635549,-0.001214469784,21722.13,21702.38,-2.275,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-23T17:35:00+00:00,2025-01-23T18:00:00+00:00,2,long,0.002499136539,-0.001214469784,21740.63,21751.88,0.825,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-24T16:55:00+00:00,2025-01-24T17:05:00+00:00,2,long,-0.000992367928,-0.001214469784,21895.08,21851.33,-4.675,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,validation,h6_move3__rf4_l120_n64,h6_move3,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,weak_or_opp,4,2025-01-24T18:10:00+00:00,2025-01-24T18:15:00+00:00,1,long,0.003342279921,-0.001214469784,21824.83,21818.08,-0.975,0.3,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
