thesis_id,source_artifact,feature_family,bar_time_server,timestamp_utc,row_index,atr_14_over_atr_50,historical_vol_5_over_20,return_1_over_atr_14,adx_14,di_spread_14
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 19:35:00,2026-04-14T19:35:00Z,34,1.081357837,0.7512027025,-0.6432538629,50.32483292,27.98224258
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 19:40:00,2026-04-14T19:40:00Z,35,1.066347361,0.7662270069,0.3276040852,50.6666069,24.91675186
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 19:55:00,2026-04-14T19:55:00Z,36,1.029920936,0.9182163477,-0.8300299644,51.90441895,24.07963562
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:00:00,2026-04-14T20:00:00Z,37,1.025259495,0.8401146531,-0.2915743291,50.89712906,17.5598793
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:05:00,2026-04-14T20:05:00Z,38,1.007440925,0.8098423481,0.12218979,50.12704468,18.40492249
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:10:00,2026-04-14T20:10:00Z,39,1.001906395,0.7631151676,-0.1504318267,49.18923569,16.24128151
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:15:00,2026-04-14T20:15:00Z,40,0.9847735763,0.8073252439,0.6165739894,48.31841278,15.44505692
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:20:00,2026-04-14T20:20:00Z,41,1.018333673,0.9496713281,1.365633011,48.46212006,23.63096809
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:25:00,2026-04-14T20:25:00Z,42,0.9999188185,0.8240466714,0.2880289555,48.82804489,25.63117027
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:30:00,2026-04-14T20:30:00Z,43,0.9929028153,1.070005178,-0.6782047153,48.57293701,21.46232224
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:40:00,2026-04-14T20:40:00Z,44,0.9699876308,1.167508602,0.3005563915,48.31365585,21.37155724
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:45:00,2026-04-14T20:45:00Z,45,0.9546635151,0.8048688173,0.2342233956,48.4761734,22.49457359
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 20:55:00,2026-04-14T20:55:00Z,46,0.9297311902,0.6239979267,-0.4565195441,47.81861877,16.3501339
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:00:00,2026-04-14T21:00:00Z,47,0.9063416123,0.4532125592,0.07891780138,47.05138397,15.74187088
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:05:00,2026-04-14T21:05:00Z,48,0.8869906068,0.4005269706,-0.06513787061,46.48806381,16.47853088
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:15:00,2026-04-14T21:15:00Z,49,0.8920117617,0.6613745093,-1.105331182,42.83673859,4.910160542
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:20:00,2026-04-14T21:20:00Z,50,0.9586195946,0.9153730273,-1.478741527,41.06610107,-9.383926392
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:25:00,2026-04-14T21:25:00Z,51,0.9991860986,0.7882884145,-1.007020116,40.0654335,-13.8778553
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:30:00,2026-04-14T21:30:00Z,52,1.038557768,1.194308639,0.8358756304,39.29528427,-13.62924671
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:35:00,2026-04-14T21:35:00Z,53,1.034953952,1.389516473,0.5592641234,37.91531372,-9.338425636
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:40:00,2026-04-14T21:40:00Z,54,1.012297869,1.368368268,0.3567146659,36.22974014,-6.721651077
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 21:45:00,2026-04-14T21:45:00Z,55,1.046464562,1.144311666,-0.9154590964,35.4024353,-11.65723038
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:00:00,2026-04-14T22:00:00Z,56,0.9990854859,0.8319254518,0.2506497502,33.46961594,-10.37593365
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:05:00,2026-04-14T22:05:00Z,57,1.023329258,1.060621142,1.158951163,31.21134567,-0.8544363976
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:10:00,2026-04-14T22:10:00Z,58,1.01138103,0.6744410396,0.684279263,29.54456902,3.786206722
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:15:00,2026-04-14T22:15:00Z,59,1.02165699,0.5162451863,0.4180903733,28.89272881,10.39931107
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:25:00,2026-04-14T22:25:00Z,60,1.009919643,0.3659172654,0.7395674586,28.54214859,14.9631567
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:30:00,2026-04-14T22:30:00Z,61,0.9795891643,0.2974372208,0.1998844296,28.7549324,15.81575394
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:35:00,2026-04-14T22:35:00Z,62,1.005085349,0.8392342925,-0.9091821313,27.9926281,9.060811043
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:40:00,2026-04-14T22:40:00Z,63,1.036901236,0.8810914755,0.7920886278,26.70316315,4.754749298
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:45:00,2026-04-14T22:45:00Z,64,1.043881297,0.9740643501,-0.7176940441,25.50580215,4.368980885
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 22:55:00,2026-04-14T22:55:00Z,65,1.066319823,0.9001336694,-0.5813692808,23.25844002,3.396709442
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.14 23:00:00,2026-04-14T23:00:00Z,66,1.115120888,1.330633044,1.730035186,23.04770279,7.431292534
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 16:35:00,2026-04-15T16:35:00Z,67,1.219425321,1.320343375,-0.2251581997,23.15023804,18.83247375
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 16:40:00,2026-04-15T16:40:00Z,68,1.287922382,1.404939651,1.610885024,25.48555374,20.72079277
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 16:45:00,2026-04-15T16:45:00Z,69,1.425684094,1.854760766,-2.538021803,25.38663101,8.772737503
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 16:50:00,2026-04-15T16:50:00Z,70,1.499342203,1.857684731,1.76311183,25.29477692,7.375508308
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 16:55:00,2026-04-15T16:55:00Z,71,1.502889991,1.834258556,0.2887664139,25.77212524,9.927243233
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:00:00,2026-04-15T17:00:00Z,72,1.485208154,1.813817859,0.8604855537,26.55856133,11.4447794
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:05:00,2026-04-15T17:05:00Z,73,1.490597486,1.730503082,0.2035139799,27.81535912,14.11708546
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:10:00,2026-04-15T17:10:00Z,74,1.469504833,0.8889834881,-0.2673513591,28.98238564,13.2092123
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:15:00,2026-04-15T17:15:00Z,75,1.466662407,0.5445737243,0.8282495737,30.43902779,14.94242477
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:20:00,2026-04-15T17:20:00Z,76,1.470517635,0.7366790771,-0.5862787366,32.2321701,17.41873741
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:25:00,2026-04-15T17:25:00Z,77,1.514757395,0.9473845959,1.51990211,34.37650299,19.97145653
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:30:00,2026-04-15T17:30:00Z,78,1.469352126,0.946295917,0.409522444,36.44863892,20.15157127
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:35:00,2026-04-15T17:35:00Z,79,1.451197267,0.887070179,0.1091784835,38.73286438,23.54838181
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:40:00,2026-04-15T17:40:00Z,80,1.470150828,1.022890925,-0.8164919615,39.38669968,16.79404068
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:45:00,2026-04-15T17:45:00Z,81,1.469052792,0.9842733145,1.085987329,39.99382782,15.36865807
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:50:00,2026-04-15T17:50:00Z,82,1.443050265,0.7660422325,0.5423756838,40.9233017,17.77078819
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 17:55:00,2026-04-15T17:55:00Z,83,1.397874713,0.7669480443,0.02521183901,41.9238205,18.52203369
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:00:00,2026-04-15T18:00:00Z,84,1.361601949,0.7701907158,0.01731702685,43.03895569,19.6992321
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:05:00,2026-04-15T18:05:00Z,85,1.343744874,0.4967545271,0.2535922229,43.7142334,17.40759468
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:10:00,2026-04-15T18:10:00Z,86,1.346309781,0.453425169,-0.6374571323,43.10736847,12.05996037
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:15:00,2026-04-15T18:15:00Z,87,1.358472466,0.6480264068,1.135891914,43.01831055,14.45756435
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:20:00,2026-04-15T18:20:00Z,88,1.315042615,0.66150105,0.07875456661,43.04901505,14.91614532
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:25:00,2026-04-15T18:25:00Z,89,1.277277231,0.8458675146,0.01813792437,43.20781326,15.45694542
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:35:00,2026-04-15T18:35:00Z,90,1.23628819,0.9252026677,-0.7970762253,42.37729645,10.12938213
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:40:00,2026-04-15T18:40:00Z,91,1.209441662,0.5543721318,0.3180228174,41.30625153,9.655390739
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:45:00,2026-04-15T18:45:00Z,92,1.21652925,0.7684646249,0.9117866158,41.17498016,15.26979542
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:50:00,2026-04-15T18:50:00Z,93,1.190824866,0.7776448727,0.2142311931,41.23289871,16.14716148
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 18:55:00,2026-04-15T18:55:00Z,94,1.161967635,0.8145681024,-0.230891332,41.28668594,15.46388531
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:00:00,2026-04-15T19:00:00Z,95,1.150223494,0.6084207296,-0.2231258005,40.32215881,10.66667175
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:05:00,2026-04-15T19:05:00Z,96,1.131119847,0.7086043358,0.2588387132,39.42652512,10.1067276
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:10:00,2026-04-15T19:10:00Z,97,1.128384829,0.5389504433,0.6834048629,39.27170944,14.48222256
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:15:00,2026-04-15T19:15:00Z,98,1.093146443,0.5471678972,-0.08635496348,39.12794876,14.02884102
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:25:00,2026-04-15T19:25:00Z,99,1.075159192,0.6315762997,0.2089216411,40.3819046,21.2710743
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:30:00,2026-04-15T19:30:00Z,100,1.084137321,1.165838003,-1.147906184,39.46360016,12.50703907
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:35:00,2026-04-15T19:35:00Z,101,1.1053195,1.114716649,-0.7986797094,37.04635239,2.778482437
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:40:00,2026-04-15T19:40:00Z,102,1.097205758,1.10494411,-0.2542671561,34.80176163,2.599719524
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:50:00,2026-04-15T19:50:00Z,103,1.156807303,1.015550375,0.3214763999,33.3761673,-15.2458868
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 19:55:00,2026-04-15T19:55:00Z,104,1.201271415,1.06976521,-0.9977163076,32.51726913,-10.63662148
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:00:00,2026-04-15T20:00:00Z,105,1.237328291,1.30742991,0.6012360454,32.13896561,-12.93154621
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:10:00,2026-04-15T20:10:00Z,106,1.209618688,0.9236449003,0.4000474215,29.48191071,-3.811699629
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:15:00,2026-04-15T20:15:00Z,107,1.182818294,0.9641100764,-0.07305572182,27.92756844,-3.637644768
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:20:00,2026-04-15T20:20:00Z,108,1.147993326,0.4232569933,0.2089339346,26.30495644,-2.426680803
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:25:00,2026-04-15T20:25:00Z,109,1.117769122,0.4211451709,0.03932340816,25.01413727,-3.807534218
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:30:00,2026-04-15T20:30:00Z,110,1.110975504,0.3028928041,0.3856236339,23.57296371,2.375602245
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:35:00,2026-04-15T20:35:00Z,111,1.105179191,0.4837212861,0.8743442893,22.64047241,5.122866631
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:45:00,2026-04-15T20:45:00Z,112,1.086194515,0.7730124593,-0.697886765,20.63850021,0.6201715469
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:50:00,2026-04-15T20:50:00Z,113,1.065733671,0.8115635514,0.4462890029,19.24983978,0.5902994275
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 20:55:00,2026-04-15T20:55:00Z,114,1.054669142,0.8102761507,0.4731528163,18.55647469,4.834350586
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:05:00,2026-04-15T21:05:00Z,115,1.14085269,0.8075438142,0.5990417004,17.69204903,9.050564766
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:10:00,2026-04-15T21:10:00Z,116,1.126249075,0.6711329222,0.5319053531,17.78734589,8.528914452
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:15:00,2026-04-15T21:15:00Z,117,1.141892672,0.7549746037,0.8163661361,18.69301224,14.41968918
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:20:00,2026-04-15T21:20:00Z,118,1.128406525,0.8027524948,-0.08452732861,19.74874496,15.58107948
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:25:00,2026-04-15T21:25:00Z,119,1.104198456,0.6785230637,0.09658438712,20.40595818,13.31700039
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:30:00,2026-04-15T21:30:00Z,120,1.086274385,0.6578320265,0.197206676,21.21317482,14.38350201
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:35:00,2026-04-15T21:35:00Z,121,1.088948965,0.9702866077,1.059423923,22.60066986,19.57562828
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:40:00,2026-04-15T21:40:00Z,122,1.076892614,0.8889140487,0.05959400535,24.20244217,22.04099083
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:45:00,2026-04-15T21:45:00Z,123,1.052814484,0.924138248,-0.17395702,25.48381042,20.14000511
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:50:00,2026-04-15T21:50:00Z,124,1.032734513,0.9311945438,0.5883639455,26.88059425,21.58851051
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 21:55:00,2026-04-15T21:55:00Z,125,1.011959672,0.9269119501,0.5291638374,28.51613998,24.92413521
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:00:00,2026-04-15T22:00:00Z,126,1.004067779,0.5791759491,0.2182207108,30.35456276,27.98720741
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:05:00,2026-04-15T22:05:00Z,127,0.9917420745,0.5558730364,0.2330690324,31.86797523,25.56258392
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:10:00,2026-04-15T22:10:00Z,128,0.9746886492,0.333878696,0.5800340176,33.56261826,28.62068939
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:15:00,2026-04-15T22:15:00Z,129,0.9809436798,0.8752190471,-0.7437363267,34.70091629,24.42863274
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:20:00,2026-04-15T22:20:00Z,130,0.9566171765,0.878195405,0.4906431139,35.75790405,23.49134827
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:25:00,2026-04-15T22:25:00Z,131,0.9449759126,0.9840239286,0.273480922,36.98736191,25.51836395
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:30:00,2026-04-15T22:30:00Z,132,0.9370583296,1.075671673,0.7591318488,38.42019272,28.30467415
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:35:00,2026-04-15T22:35:00Z,133,0.9349987507,1.070084453,0.6052425504,40.02977371,31.03868484
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:40:00,2026-04-15T22:40:00Z,134,0.9334363341,0.8526698351,-0.4371745586,41.67575836,31.66255188
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:45:00,2026-04-15T22:45:00Z,135,0.9242697358,0.9134896994,-0.1726423949,42.45360565,26.59000587
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:50:00,2026-04-15T22:50:00Z,136,0.9238087535,0.9256283641,0.0494691655,43.23826599,25.64127541
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 22:55:00,2026-04-15T22:55:00Z,137,0.9445382953,0.9873256683,0.8062185049,44.35170746,28.82160187
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.15 23:00:00,2026-04-15T23:00:00Z,138,0.953827858,0.9535918832,0.4636529386,45.62532425,30.43810081
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.16 16:35:00,2026-04-16T16:35:00Z,139,1.472625732,1.718526006,-1.975791693,11.55467606,-10.34109783
pv_c56_volatility_cost_shape_sentry,c56_plain,volatility_cost_shape,2026.04.16 16:40:00,2026-04-16T16:40:00Z,140,1.528174639,1.695361853,-1.226824403,12.90948582,-11.5050087
