branch_name,branch_id,attempt_name,dimension,old_proxy_expected_value,mt5_runtime_probe_value,branch_specific_scout_value_numeric,branch_specific_scout_value_text,old_proxy_minus_mt5_runtime,old_proxy_minus_branch_specific_scout,old_proxy_use,scout_use,selection_use,forward_pass_fail_use,branch_variation_status,claim_boundary
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,trades_per_day,7.1928666667,1.97152245345,1.97152245345,,5.22134421325,5.22134421325,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,underwater_stretch,0.4871820681,39,39,,-38.5128179319,-38.5128179319,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,curve_pocket,-65.4966666667,-34.86,-34.86,,-30.6366666667,-30.6366666667,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,expectancy,0.59,1.90987012987,1.90987012987,,-1.31987012987,-1.31987012987,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,long_short_attribution,100.8,"{""long_net_profit"": 158.14, ""short_net_profit"": -11.079999999999998}",,"{""long_net_profit"": 158.14, ""short_net_profit"": -11.079999999999998}",,,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,lot_normalized_result,1008,19.0987012987,19.0987012987,,988.901298701,988.901298701,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,max_drawdown,113.475,70.4,53.23,,43.075,60.245,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,net_profit,100.8,147.06,147.06,,-46.26,-46.26,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,profit_factor,1.2366666667,1.67202851529,1.67202851529,,-0.435361848586,-0.435361848586,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,recovery_factor,1.1783333333,2.09,2.76272778508,,-0.9116666667,-1.58439445178,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,session_hour_regime,-74.01,available_in_regime_direction_slice_matrix,,available_in_repaired_regime_direction_slice_matrix,,,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,spread_slippage_stress,-348.2,70.06,108.56,,-418.26,-456.76,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,trades_per_day,7.1928666667,2.02465078061,2.02465078061,,5.16821588609,5.16821588609,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_plain_rf,underwater_stretch,0.4871820681,23,23,,-22.5128179319,-22.5128179319,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,curve_pocket,-65.4966666667,-79.99,-79.99,,14.4933333333,14.4933333333,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,expectancy,0.59,0.20880866426,0.20880866426,,0.38119133574,0.38119133574,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,long_short_attribution,100.8,"{""long_net_profit"": 112.8, ""short_net_profit"": -54.96000000000001}",,"{""long_net_profit"": 112.8, ""short_net_profit"": -54.96000000000001}",,,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,lot_normalized_result,1008,2.0880866426,2.0880866426,,1005.91191336,1005.91191336,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,max_drawdown,113.475,143.61,133.91,,-30.135,-20.435,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,net_profit,100.8,57.84,57.84,,42.96,42.96,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,profit_factor,1.2366666667,1.08069196429,1.08069196429,,0.155974702414,0.155974702414,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,recovery_factor,1.1783333333,0.4,0.431931894556,,0.7783333333,0.746401438744,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,session_hour_regime,-74.01,available_in_regime_direction_slice_matrix,,available_in_repaired_regime_direction_slice_matrix,,,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,spread_slippage_stress,-348.2,-219.16,-80.66,,-129.04,-267.54,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,trades_per_day,7.1928666667,7.20129987362,7.20129987362,,-0.0084332069234,-0.0084332069234,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_bal_rf,underwater_stretch,0.4871820681,194,194,,-193.512817932,-193.512817932,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,curve_pocket,-65.4966666667,-62.79,-62.79,,-2.7066666667,-2.7066666667,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,expectancy,0.59,1.00327137546,1.00327137546,,-0.413271375465,-0.413271375465,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,long_short_attribution,100.8,"{""long_net_profit"": 229.53, ""short_net_profit"": 40.35}",,"{""long_net_profit"": 229.53, ""short_net_profit"": 40.35}",,,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,lot_normalized_result,1008,10.0327137546,10.0327137546,,997.967286245,997.967286245,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,max_drawdown,113.475,77.96,68.57,,35.515,44.905,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,net_profit,100.8,269.88,269.88,,-169.08,-169.08,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,profit_factor,1.2366666667,1.48787895222,1.48787895222,,-0.251212285521,-0.251212285521,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,recovery_factor,1.1783333333,3.46,3.9358319965,,-2.2816666667,-2.7574986632,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,session_hour_regime,-74.01,available_in_regime_direction_slice_matrix,,available_in_repaired_regime_direction_slice_matrix,,,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,spread_slippage_stress,-348.2,0.88,135.38,,-349.08,-483.58,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,trades_per_day,7.1928666667,6.99395143089,6.99395143089,,0.198915235807,0.198915235807,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,m48_plain_rf,underwater_stretch,0.4871820681,51,51,,-50.5128179319,-50.5128179319,blocked_repeated_aggregate_context_only,diagnostic_only_pending_run335S_review,blocked,blocked,runtime_value_shared_by_attempt_across_branches,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
