ledger_row_id,stage_id,run_id,work_family,evidence_scope,kpi_scope,status,judgment,claim_boundary,path,notes,decision,run_key,family,question,metric_scope,primary_artifact,report_path,next_action,run_number,date,parent_run_id,next_run_id,rows,gate_passes,gate_total,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,view,tier,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor
run337DB_review_objective_feature_contract_pivot_training_without_db_v1__training_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DB_review_objective_feature_contract_pivot_training_without_db_v1,result_judgment_model_validation_performance_attribution_artifact_lineage,DA training reviewed for release disposition,model_validation_control_cost_rank_review,completed_stage337DB_objective_feature_training_review_cost_shape_blocks_no_selection_no_mt5,onnx_rank_signal_and_controls_clear_but_cost_shape_blocks_runtime_probe,research_development_only_stage337DB_objective_feature_contract_pivot_training_review_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DB_objective_feature_contract_pivot_training_review.md,next_action=run337DC_design_cost_shape_two_stage_handoff_repair_without_db_v1;goal_achieve_not_claimed,stage337DB_open_run337DC_design_cost_shape_two_stage_handoff_repair,run337DB_review_objective_feature_contract_pivot_training_without_db_v1__training_review,result_judgment_model_validation_performance_attribution_artifact_lineage,why did objective feature pivot training not release to MT5 probe,target_family_control_cost_rank_release,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DB_objective_feature_contract_pivot_training_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DB_objective_feature_contract_pivot_training_review.md,run337DC_design_cost_shape_two_stage_handoff_repair_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DC_design_cost_shape_two_stage_handoff_repair_without_db_v1__cost_shape_two_stage_design,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DC_design_cost_shape_two_stage_handoff_repair_without_db_v1,experiment_design_data_integrity_model_validation_artifact_lineage,DB cost shape failure converted into DD materialization design,design_contract_no_training,completed_stage337DC_cost_shape_two_stage_handoff_repair_design_no_training_no_selection,cost_shape_repair_design_ready_no_runtime_release,research_development_only_stage337DC_cost_shape_two_stage_handoff_repair_design_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DC_cost_shape_two_stage_handoff_repair_design.md,next_action=run337DD_materialize_cost_shape_two_stage_handoff_repair_inputs_without_db_v1;goal_achieve_not_claimed,stage337DC_open_run337DD_materialize_cost_shape_two_stage_handoff_repair_inputs,run337DC_design_cost_shape_two_stage_handoff_repair_without_db_v1__cost_shape_two_stage_design,experiment_design_data_integrity_model_validation_artifact_lineage,how should cost-shape failure be repaired without overfit tuning,design_contract_firewall_queue,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DC_cost_shape_two_stage_handoff_repair_design.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DC_cost_shape_two_stage_handoff_repair_design.md,run337DD_materialize_cost_shape_two_stage_handoff_repair_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DD_materialize_cost_shape_two_stage_handoff_repair_inputs_without_db_v1__two_stage_inputs,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DD_materialize_cost_shape_two_stage_handoff_repair_inputs_without_db_v1,experiment_execution_data_integrity_model_validation_artifact_lineage,DC design materialized into point-cost and two-stage inputs,input_contract_no_training,completed_stage337DD_cost_shape_two_stage_handoff_inputs_materialized_no_training_no_selection,cost_identity_and_two_stage_inputs_materialized_training_review_required,research_development_only_stage337DD_cost_shape_two_stage_handoff_input_materialization_without_db_no_model_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DD_cost_shape_two_stage_handoff_inputs.md,next_action=run337DE_train_cost_shape_two_stage_handoff_candidates_without_db_v1;goal_achieve_not_claimed,stage337DD_open_run337DE_train_cost_shape_two_stage_handoff_candidates,run337DD_materialize_cost_shape_two_stage_handoff_repair_inputs_without_db_v1__two_stage_inputs,experiment_execution_data_integrity_model_validation_artifact_lineage,can cost-shape two-stage handoff inputs be materialized with raw cost identity,point_cost_identity_stage1_stage2_labels,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DD_cost_shape_two_stage_handoff_inputs.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DD_cost_shape_two_stage_handoff_inputs.md,run337DE_train_cost_shape_two_stage_handoff_candidates_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DE_train_cost_shape_two_stage_handoff_candidates_without_db_v1__two_stage_training,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DE_train_cost_shape_two_stage_handoff_candidates_without_db_v1,model_validation_performance_attribution_runtime_parity_artifact_lineage,DD inputs trained into two-stage cost-shape candidates,model_metrics_pair_proxy_cost_no_mt5,completed_stage337DE_cost_shape_two_stage_handoff_candidates_trained_review_required_no_selection_no_mt5,guarded_two_stage_cost_shape_candidates_trained_review_required,research_development_only_stage337DE_cost_shape_two_stage_handoff_training_without_db_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DE_cost_shape_two_stage_handoff_training.md,next_action=run337DF_review_cost_shape_two_stage_handoff_training_without_db_v1;goal_achieve_not_claimed,stage337DE_open_run337DF_review_cost_shape_two_stage_handoff_training,run337DE_train_cost_shape_two_stage_handoff_candidates_without_db_v1__two_stage_training,model_validation_performance_attribution_runtime_parity_artifact_lineage,can two-stage cost-shape labels train candidates without runtime release,onnx_parity_model_metrics_pair_cost_curve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DE_cost_shape_two_stage_handoff_training.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DE_cost_shape_two_stage_handoff_training.md,run337DF_review_cost_shape_two_stage_handoff_training_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DF_review_cost_shape_two_stage_handoff_training_without_db_v1__two_stage_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DF_review_cost_shape_two_stage_handoff_training_without_db_v1,model_validation_performance_attribution_result_judgment_artifact_lineage,DE two-stage training reviewed without selection,pair_validation_oos_divergence,completed_stage337DF_two_stage_training_review_validation_cost_shape_blocks_no_selection_no_mt5,onnx_clear_stage1_signal_present_but_validation_pair_cost_shape_blocks_runtime_probe,research_development_only_stage337DF_cost_shape_two_stage_handoff_training_review_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DF_cost_shape_two_stage_handoff_training_review.md,next_action=run337DG_design_validation_pocket_cost_shape_repair_without_db_v1;goal_achieve_not_claimed,stage337DF_open_run337DG_design_validation_pocket_cost_shape_repair,run337DF_review_cost_shape_two_stage_handoff_training_without_db_v1__two_stage_review,model_validation_performance_attribution_result_judgment_artifact_lineage,does two-stage training survive validation enough for runtime probe,pair_cost_curve_rank_onnx_release_blockers,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DF_cost_shape_two_stage_handoff_training_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DF_cost_shape_two_stage_handoff_training_review.md,run337DG_design_validation_pocket_cost_shape_repair_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DG_design_validation_pocket_cost_shape_repair_without_db_v1__repair_design,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DG_design_validation_pocket_cost_shape_repair_without_db_v1,experiment_design_data_integrity_model_validation_artifact_lineage,DF validation/OOS divergence converted to repair design,validation_pf_floor_oos_quarantine_slice_design,completed_stage337DG_validation_pocket_cost_shape_repair_design_no_training_no_selection,validation_oos_divergence_converted_to_no_overfit_repair_design,research_development_only_stage337DG_validation_pocket_cost_shape_repair_design_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DG_validation_pocket_cost_shape_repair_design.md,next_action=run337DH_materialize_validation_pocket_cost_shape_repair_inputs_without_db_v1;goal_achieve_not_claimed,stage337DG_open_run337DH_materialize_validation_pocket_cost_shape_repair_inputs,run337DG_design_validation_pocket_cost_shape_repair_without_db_v1__repair_design,experiment_design_data_integrity_model_validation_artifact_lineage,how to repair validation-thin OOS-positive cost-shape pocket without overfitting,validation_pf_floor_oos_quarantine_slice_contracts,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DG_validation_pocket_cost_shape_repair_design.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DG_validation_pocket_cost_shape_repair_design.md,run337DH_materialize_validation_pocket_cost_shape_repair_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DH_materialize_validation_pocket_cost_shape_repair_inputs_without_db_v1__repair_inputs,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DH_materialize_validation_pocket_cost_shape_repair_inputs_without_db_v1,experiment_execution_data_integrity_model_validation_artifact_lineage,DG design materialized into repair input artifacts,validation_floor_slice_quarantine_surface,completed_stage337DH_validation_pocket_cost_shape_repair_inputs_materialized_no_training_no_selection,repair_inputs_materialized_for_validation_floor_slice_oos_quarantine_review,research_development_only_stage337DH_validation_pocket_cost_shape_repair_inputs_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DH_validation_pocket_cost_shape_repair_inputs.md,next_action=run337DI_review_validation_pocket_cost_shape_repair_inputs_without_db_v1;goal_achieve_not_claimed,stage337DH_open_run337DI_review_validation_pocket_cost_shape_repair_inputs,run337DH_materialize_validation_pocket_cost_shape_repair_inputs_without_db_v1__repair_inputs,experiment_execution_data_integrity_model_validation_artifact_lineage,can validation pocket repair inputs be materialized without OOS selection,floor_frame_slice_pockets_oos_quarantine_surface,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DH_validation_pocket_cost_shape_repair_inputs.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DH_validation_pocket_cost_shape_repair_inputs.md,run337DI_review_validation_pocket_cost_shape_repair_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DI_review_validation_pocket_cost_shape_repair_inputs_without_db_v1__input_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DI_review_validation_pocket_cost_shape_repair_inputs_without_db_v1,model_validation_performance_attribution_result_judgment_artifact_lineage,DH repair inputs reviewed,label_oracle_surface_isolation,completed_stage337DI_validation_pocket_inputs_review_surface_isolation_blocks_release,inputs_usable_but_label_oracle_and_isolated_oos_surface_require_prediction_tape,research_development_only_stage337DI_validation_pocket_input_review_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DI_validation_pocket_cost_shape_repair_inputs_review.md,next_action=run337DJ_materialize_pair_prediction_tape_and_surface_attribution_without_db_v1;goal_achieve_not_claimed,stage337DI_open_run337DJ_materialize_pair_prediction_tape_and_surface_attribution,run337DI_review_validation_pocket_cost_shape_repair_inputs_without_db_v1__input_review,model_validation_performance_attribution_result_judgment_artifact_lineage,"are DH inputs usable for repair, or blocked by label oracle/surface isolation",floor_oracle_oos_quarantine_surface_flags,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DI_validation_pocket_cost_shape_repair_inputs_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DI_validation_pocket_cost_shape_repair_inputs_review.md,run337DJ_materialize_pair_prediction_tape_and_surface_attribution_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DJ_materialize_pair_prediction_tape_and_surface_attribution_without_db_v1__prediction_tape,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DJ_materialize_pair_prediction_tape_and_surface_attribution_without_db_v1,experiment_execution_data_integrity_model_validation_artifact_lineage,frozen DE prediction tape materialized,pair_replay_slice_surface_blockers,completed_stage337DJ_pair_prediction_tape_surface_attribution_materialized_no_training_no_selection,frozen_prediction_replay_materialized_surface_isolation_review_required,research_development_only_stage337DJ_pair_prediction_tape_surface_attribution_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DJ_pair_prediction_tape_surface_attribution.md,next_action=run337DK_review_pair_prediction_tape_surface_attribution_without_db_v1;goal_achieve_not_claimed,stage337DJ_open_run337DK_review_pair_prediction_tape_surface_attribution,run337DJ_materialize_pair_prediction_tape_and_surface_attribution_without_db_v1__prediction_tape,experiment_execution_data_integrity_model_validation_artifact_lineage,do frozen prediction rows reproduce DE pair scorecard and explain surface isolation,replay_parity_prediction_slices_release_blockers,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DJ_pair_prediction_tape_surface_attribution.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DJ_pair_prediction_tape_surface_attribution.md,run337DK_review_pair_prediction_tape_surface_attribution_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DK_review_pair_prediction_tape_surface_attribution_without_db_v1__prediction_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DK_review_pair_prediction_tape_surface_attribution_without_db_v1,model_validation_performance_attribution_result_judgment_artifact_lineage,DJ prediction tape reviewed,replay_identity_validation_edge_surface_isolation,completed_stage337DK_prediction_tape_review_surface_and_validation_blocks_release,frozen_replay_valid_but_validation_edge_and_surface_isolation_block_release,research_development_only_stage337DK_pair_prediction_tape_surface_review_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DK_pair_prediction_tape_surface_review.md,next_action=run337DL_design_prediction_surface_validation_edge_repair_without_db_v1;goal_achieve_not_claimed,stage337DK_open_run337DL_design_prediction_surface_validation_edge_repair,run337DK_review_pair_prediction_tape_surface_attribution_without_db_v1__prediction_review,model_validation_performance_attribution_result_judgment_artifact_lineage,does frozen prediction tape release or require repair design,replay_curve_surface_slice_failure_memory,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DK_pair_prediction_tape_surface_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DK_pair_prediction_tape_surface_review.md,run337DL_design_prediction_surface_validation_edge_repair_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DL_design_prediction_surface_validation_edge_repair_without_db_v1__repair_design,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DL_design_prediction_surface_validation_edge_repair_without_db_v1,experiment_design_model_validation_performance_attribution_result_judgment,DK blockers converted to DM contracts,design_coverage_no_execution,completed_stage337DL_prediction_surface_validation_edge_repair_design_no_training_no_selection,repair_design_ready_for_validation_edge_surface_deconcentration_materialization,research_development_only_stage337DL_prediction_surface_validation_edge_repair_design_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DL_prediction_surface_validation_edge_repair_design.md,next_action=run337DM_materialize_prediction_surface_validation_edge_repair_inputs_without_db_v1;goal_achieve_not_claimed,stage337DL_open_run337DM_materialize_prediction_surface_validation_edge_repair_inputs,run337DL_design_prediction_surface_validation_edge_repair_without_db_v1__repair_design,experiment_design_model_validation_performance_attribution_result_judgment,how should validation-edge and surface-isolation blockers be repaired without OOS retune,contract_coverage_guardrails_runtime_firewall,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DL_prediction_surface_validation_edge_repair_design.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DL_prediction_surface_validation_edge_repair_design.md,run337DM_materialize_prediction_surface_validation_edge_repair_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DM_materialize_prediction_surface_validation_edge_repair_inputs_without_db_v1__input_materialization,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DM_materialize_prediction_surface_validation_edge_repair_inputs_without_db_v1,experiment_execution_data_integrity_model_validation_artifact_lineage,DL contracts materialized into repair inputs,input_completeness_no_execution,completed_stage337DM_prediction_surface_validation_edge_repair_inputs_materialized_no_training_no_selection,repair_inputs_materialized_review_required_before_training,research_development_only_stage337DM_prediction_surface_validation_edge_repair_inputs_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DM_prediction_surface_validation_edge_repair_inputs.md,next_action=run337DN_review_prediction_surface_validation_edge_repair_inputs_without_db_v1;goal_achieve_not_claimed,stage337DM_open_run337DN_review_prediction_surface_validation_edge_repair_inputs,run337DM_materialize_prediction_surface_validation_edge_repair_inputs_without_db_v1__input_materialization,experiment_execution_data_integrity_model_validation_artifact_lineage,are validation-edge and surface repair inputs materialized safely before training,input_rows_surface_controls_label_boundary,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DM_prediction_surface_validation_edge_repair_inputs.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DM_prediction_surface_validation_edge_repair_inputs.md,run337DN_review_prediction_surface_validation_edge_repair_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DN_review_prediction_surface_validation_edge_repair_inputs_without_db_v1__input_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DN_review_prediction_surface_validation_edge_repair_inputs_without_db_v1,data_integrity_model_validation_performance_attribution_result_judgment,DM repair inputs reviewed,input_safety_training_eligibility_no_execution,completed_stage337DN_repair_inputs_review_guarded_training_eligible_no_selection_no_mt5,inputs_safe_for_guarded_training_experiment_but_no_selection_release_or_mt5,research_development_only_stage337DN_prediction_surface_validation_edge_repair_input_review_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DN_repair_input_review.md,next_action=run337DO_train_guarded_prediction_surface_validation_edge_repair_candidates_without_db_v1;goal_achieve_not_claimed,stage337DN_open_run337DO_train_guarded_prediction_surface_validation_edge_repair_candidates,run337DN_review_prediction_surface_validation_edge_repair_inputs_without_db_v1__input_review,data_integrity_model_validation_performance_attribution_result_judgment,are DM repair inputs safe enough to open guarded training,label_boundary_selection_firewall_surface_controls,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DN_repair_input_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DN_repair_input_review.md,run337DO_train_guarded_prediction_surface_validation_edge_repair_candidates_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DO_train_guarded_prediction_surface_validation_edge_repair_candidates_without_db_v1__guarded_training,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DO_train_guarded_prediction_surface_validation_edge_repair_candidates_without_db_v1,model_training_model_validation_performance_attribution_runtime_parity,guarded candidates trained and ONNX exported,proxy_scorecard_control_surface_onnx,completed_stage337DO_guarded_prediction_surface_validation_edge_training_onnx_materialized_review_required_no_selection_no_mt5,guarded_candidates_trained_onnx_parity_review_required_no_selection,research_development_only_stage337DO_guarded_prediction_surface_validation_edge_training_without_db_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DO_guarded_training.md,next_action=run337DP_review_guarded_prediction_surface_validation_edge_training_without_db_v1;goal_achieve_not_claimed,stage337DO_open_run337DP_review_guarded_prediction_surface_validation_edge_training,run337DO_train_guarded_prediction_surface_validation_edge_repair_candidates_without_db_v1__guarded_training,model_training_model_validation_performance_attribution_runtime_parity,do guarded repair inputs produce ONNX candidates worth review without selection,trained_models_onnx_parity_proxy_pf_controls_surface,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DO_guarded_training.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DO_guarded_training.md,run337DP_review_guarded_prediction_surface_validation_edge_training_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DP_review_guarded_prediction_surface_validation_edge_training_without_db_v1__guarded_training_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DP_review_guarded_prediction_surface_validation_edge_training_without_db_v1,model_validation_performance_attribution_result_judgment,guarded training outputs reviewed,proxy_scorecard_control_surface_onnx,completed_stage337DP_guarded_training_review_validation_support_and_shifted_control_blocks_release_no_selection_no_mt5,onnx_clear_but_validation_pf_floor_and_shifted_control_blocks_release,research_development_only_stage337DP_guarded_prediction_surface_validation_edge_training_review_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DP_guarded_training_review.md,next_action=run337DQ_design_validation_support_and_control_residual_repair_without_db_v1;goal_achieve_not_claimed,stage337DP_open_run337DQ_design_validation_support_and_control_residual_repair,run337DP_review_guarded_prediction_surface_validation_edge_training_without_db_v1__guarded_training_review,model_validation_performance_attribution_result_judgment,do DO candidates survive validation/control review without selection,validation_pf_oos_gap_controls_surface_onnx,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DP_guarded_training_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DP_guarded_training_review.md,run337DQ_design_validation_support_and_control_residual_repair_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337DQ_design_validation_support_and_control_residual_repair_without_db_v1__repair_design,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337DQ_design_validation_support_and_control_residual_repair_without_db_v1,experiment_design_model_validation_performance_attribution_result_judgment,validation/control repair design materialized,design_contracts_from_DP_review,completed_stage337DQ_validation_support_control_residual_repair_design_no_training_no_selection,repair_design_ready_for_row_level_tape_materialization_no_selection,research_development_only_stage337DQ_validation_support_control_residual_repair_design_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DQ_validation_support_control_residual_repair_design.md,next_action=run337DR_materialize_validation_support_control_residual_repair_inputs_without_db_v1;goal_achieve_not_claimed,stage337DQ_open_run337DR_materialize_validation_support_control_residual_repair_inputs,run337DQ_design_validation_support_and_control_residual_repair_without_db_v1__repair_design,experiment_design_model_validation_performance_attribution_result_judgment,how to inspect validation weakness and shifted control residual without selecting winners,design_rows_quarantine_rows_tape_contracts,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DQ_validation_support_control_residual_repair_design.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337DQ_validation_support_control_residual_repair_design.md,run337DR_materialize_validation_support_control_residual_repair_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
