artifact_slug,candidate_id,feature_set_id,model_id,view_id,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown,total_trade_count,max_underwater_trade_count,max_underwater_start,max_underwater_end,chunk_type,chunk_id,start_time,end_time,claim_boundary
c56_plain,core56_no_top3_weight_features__l2_plain_c025,core56_no_top3_weight_features,l2_plain_c025,raw_forward,24,100.475,141.44,40.965,3.4527035274,4.1864583333,0.625,13.275,24,8,2026-05-20 19:45:00,2026-05-22 17:40:00,thirds,third_3,2026-05-15 21:20:00,2026-05-22 17:40:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,core56_no_top3_weight_features,l2_plain_c025,raw_forward,20,-25.5,45.035,70.535,0.6384773517,-1.275,0.45,33.075,20,4,2026-04-27 18:00:00,2026-04-29 17:35:00,rolling_worst_net,rolling_20_start_2,2026-04-15 16:35:00,2026-04-29 17:35:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,23,-4.035,72.625,76.66,0.9473649883,-0.1754347826,0.4347826087,39.15,23,8,2026-04-28 17:45:00,2026-04-30 18:45:00,thirds,third_1,2026-04-14 16:35:00,2026-04-30 18:45:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,23,99.885,139.37,39.485,3.5296948208,4.342826087,0.7826086957,19.45,23,3,2026-05-07 17:55:00,2026-05-07 22:45:00,thirds,third_2,2026-04-30 18:50:00,2026-05-14 18:55:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,22,47.215,121.84,74.625,1.6326968174,2.1461363636,0.5909090909,43.05,22,12,2026-05-15 17:35:00,2026-05-19 18:55:00,thirds,third_3,2026-05-15 16:35:00,2026-05-22 17:55:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,20,-29.01,47.65,76.66,0.6215757892,-1.4505,0.35,39.15,20,5,2026-04-28 17:45:00,2026-04-29 17:35:00,rolling_worst_net,rolling_20_start_1,2026-04-14 16:35:00,2026-04-29 17:35:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,99,11.115,167.055,155.94,1.0712774144,0.1122727273,0.5151515152,47.185,99,62,2026-04-16 10:05:00,2026-04-24 17:35:00,thirds,third_1,2026-04-14 07:00:00,2026-04-28 20:50:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,99,-7.94,207.92,215.86,0.9632168998,-0.0802020202,0.5252525253,94.45,99,93,2026-04-29 14:40:00,2026-05-12 17:55:00,thirds,third_2,2026-04-29 07:05:00,2026-05-12 17:55:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,99,100.645,353.405,252.76,1.3981840481,1.0166161616,0.5757575758,51.2,99,24,2026-05-20 19:20:00,2026-05-22 18:00:00,thirds,third_3,2026-05-12 18:00:00,2026-05-22 18:00:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,20,-73.4,34.675,108.075,0.3208420079,-3.67,0.35,73.4,20,20,2026-04-29 14:40:00,2026-05-01 10:50:00,rolling_worst_net,rolling_20_start_106,2026-04-29 13:40:00,2026-05-01 10:50:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,24,59.79,121.425,61.635,1.9700657094,2.49125,0.5416666667,31.325,24,7,2026-04-27 18:00:00,2026-04-30 19:50:00,thirds,third_1,2026-04-14 16:55:00,2026-05-01 17:35:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,24,111.135,130.86,19.725,6.6342205323,4.630625,0.7916666667,8.835,24,3,2026-05-15 17:50:00,2026-05-15 20:00:00,thirds,third_2,2026-05-04 16:35:00,2026-05-15 20:00:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,22,64.825,118.99,54.165,2.1968060556,2.9465909091,0.5909090909,14.275,22,8,2026-05-20 19:45:00,2026-05-22 17:40:00,thirds,third_3,2026-05-15 20:05:00,2026-05-22 17:40:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,20,25.69,87.325,61.635,1.4168086315,1.2845,0.45,31.325,20,7,2026-04-27 18:00:00,2026-04-30 19:50:00,rolling_worst_net,rolling_20_start_3,2026-04-16 16:40:00,2026-04-30 19:50:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,100,-17.85,178.055,195.905,0.9088844083,-0.1785,0.5,52.625,100,64,2026-04-16 10:05:00,2026-04-24 17:50:00,thirds,third_1,2026-04-14 07:00:00,2026-04-28 19:50:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,100,33.215,208.15,174.935,1.1898705233,0.33215,0.53,58.725,100,62,2026-04-30 16:55:00,2026-05-08 15:30:00,thirds,third_2,2026-04-29 07:05:00,2026-05-12 19:20:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,99,108.045,378.46,270.415,1.3995525396,1.0913636364,0.6262626263,57.22,99,45,2026-05-15 11:20:00,2026-05-20 16:45:00,thirds,third_3,2026-05-12 19:25:00,2026-05-22 18:00:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,20,-51.775,18.3,70.075,0.2611487692,-2.58875,0.25,56.075,20,20,2026-04-27 15:45:00,2026-04-29 15:45:00,rolling_worst_net,rolling_20_start_89,2026-04-27 14:45:00,2026-04-29 15:45:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,old_session_parity,21,-30.345,58.9,89.245,0.6599809513,-1.445,0.5238095238,54.285,21,19,2026-04-16 17:40:00,2026-04-30 19:45:00,thirds,third_1,2026-04-14 16:45:00,2026-04-30 19:45:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,old_session_parity,21,78.05,125.645,47.595,2.6398781385,3.7166666667,0.7619047619,25.085,21,4,2026-05-12 21:05:00,2026-05-13 18:50:00,thirds,third_2,2026-05-01 16:35:00,2026-05-15 17:35:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,old_session_parity,20,36.325,96.815,60.49,1.6005124814,1.81625,0.5,20.575,20,6,2026-05-20 19:45:00,2026-05-22 17:40:00,thirds,third_3,2026-05-15 18:10:00,2026-05-22 17:40:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,old_session_parity,20,-48.695,40.55,89.245,0.4543671914,-2.43475,0.5,54.285,20,20,2026-04-16 17:40:00,2026-05-01 17:35:00,rolling_worst_net,rolling_20_start_3,2026-04-16 16:40:00,2026-05-01 17:35:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,raw_forward,102,33.765,190.18,156.415,1.2158680433,0.3310294118,0.5294117647,34.225,102,18,2026-04-27 08:00:00,2026-04-28 17:50:00,thirds,third_1,2026-04-14 07:00:00,2026-04-28 17:50:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,raw_forward,102,-30.225,203.925,234.15,0.8709160794,-0.2963235294,0.5098039216,108.7,102,100,2026-04-28 21:05:00,2026-05-12 17:35:00,thirds,third_2,2026-04-28 17:55:00,2026-05-12 17:35:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,raw_forward,102,89.7,402.11,312.41,1.2871226913,0.8794117647,0.5588235294,53.335,102,38,2026-05-15 08:00:00,2026-05-19 19:25:00,thirds,third_3,2026-05-12 17:55:00,2026-05-22 17:45:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,raw_forward,20,-90.5,21.525,112.025,0.1921446106,-4.525,0.35,94.825,20,17,2026-04-28 16:30:00,2026-04-30 09:05:00,rolling_worst_net,rolling_20_start_98,2026-04-28 11:20:00,2026-04-30 09:05:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,old_session_parity,24,63.265,108.975,45.71,2.3840516298,2.6360416667,0.5833333333,16.935,24,7,2026-04-20 17:35:00,2026-04-23 21:20:00,thirds,third_1,2026-04-14 16:35:00,2026-04-30 19:50:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,old_session_parity,24,65.485,128.195,62.71,2.0442513156,2.7285416667,0.75,29.375,24,5,2026-05-12 18:20:00,2026-05-13 18:40:00,thirds,third_2,2026-05-01 16:35:00,2026-05-15 20:00:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,old_session_parity,23,18.15,105.725,87.575,1.2072509278,0.7891304348,0.5217391304,40.725,23,9,2026-05-18 19:05:00,2026-05-19 22:25:00,thirds,third_3,2026-05-15 20:05:00,2026-05-22 18:40:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,old_session_parity,20,-23.185,84.725,107.91,0.7851450283,-1.15925,0.5,51.26,20,11,2026-05-15 17:35:00,2026-05-19 17:40:00,rolling_worst_net,rolling_20_start_37,2026-05-11 17:40:00,2026-05-19 17:40:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,raw_forward,108,48.275,209.68,161.405,1.2990923453,0.4469907407,0.537037037,37.925,108,39,2026-04-20 17:00:00,2026-04-24 13:25:00,thirds,third_1,2026-04-14 07:00:00,2026-04-28 15:35:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,raw_forward,108,63.665,267.365,203.7,1.3125429553,0.5894907407,0.5648148148,70.9,108,69,2026-04-28 17:45:00,2026-05-07 09:05:00,thirds,third_2,2026-04-28 15:40:00,2026-05-12 14:30:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,raw_forward,106,13.335,332.455,319.12,1.0417867887,0.1258018868,0.5754716981,85.91,106,54,2026-05-15 08:00:00,2026-05-20 20:45:00,thirds,third_3,2026-05-12 14:35:00,2026-05-22 17:45:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,raw_forward,20,-71.325,30.85,102.175,0.3019329582,-3.56625,0.4,71.325,20,20,2026-04-28 13:25:00,2026-04-30 09:05:00,rolling_worst_net,rolling_20_start_106,2026-04-28 12:25:00,2026-04-30 09:05:00,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
