artifact_slug,candidate_id,view_id,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown,total_trade_count,max_underwater_trade_count,max_underwater_start,max_underwater_end,axis,bucket,claim_boundary
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,12,81.11,89.66,8.55,10.4865497076,6.7591666667,0.75,7.475,12,2,2026-05-15 18:40:00,2026-05-19 18:55:00,hour,17,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,1,-14.735,0,14.735,0.0,-14.735,0.0,14.735,1,1,2026-05-12 23:00:00,2026-05-12 23:00:00,hour,22,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,3,1.85,18.475,16.625,1.1112781955,0.6166666667,0.3333333333,16.625,3,2,2026-05-15 20:50:00,2026-05-18 20:20:00,hour,19,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,27,-12.475,25.325,37.8,0.669973545,-0.462037037,0.5185185185,18.75,27,19,2026-04-27 08:00:00,2026-05-22 08:05:00,hour,7,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,28,-11.575,35.65,47.225,0.7548967708,-0.4133928571,0.4285714286,24.25,28,20,2026-04-27 09:35:00,2026-05-22 09:15:00,hour,8,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,27,47.92,71.745,23.825,3.0113326338,1.7748148148,0.6296296296,11.075,27,2,2026-05-21 10:20:00,2026-05-22 10:20:00,hour,9,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,28,4.89,59.485,54.595,1.0895686418,0.1746428571,0.5357142857,27.47,28,26,2026-04-16 11:15:00,2026-05-22 11:25:00,hour,10,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,24,16.26,46.725,30.465,1.533727228,0.6775,0.625,15.285,24,6,2026-05-14 12:25:00,2026-05-22 12:35:00,hour,11,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,24,23.6,45.61,22.01,2.072239891,0.9833333333,0.5416666667,7.25,24,8,2026-05-04 14:30:00,2026-05-15 14:10:00,hour,13,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,27,-31.315,52.475,83.79,0.6262680511,-1.1598148148,0.5185185185,47.99,27,21,2026-04-23 15:45:00,2026-05-22 15:50:00,hour,14,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,18,-20.4,45.675,66.075,0.6912599319,-1.1333333333,0.5,55.85,18,17,2026-04-16 16:50:00,2026-05-22 16:55:00,hour,15,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,21,43.675,110.625,66.95,1.6523525019,2.0797619048,0.5714285714,41.275,21,5,2026-05-15 17:50:00,2026-05-21 17:55:00,hour,16,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,25,-10.06,46.6,56.66,0.8224497,-0.4024,0.6,25.385,25,2,2026-05-21 13:35:00,2026-05-22 13:40:00,hour,12,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,14,11.925,71.125,59.2,1.2014358108,0.8517857143,0.6428571429,28.8,14,8,2026-04-20 18:05:00,2026-05-12 18:00:00,hour,17,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,10,13.775,30.55,16.775,1.8211624441,1.3775,0.6,8.65,10,5,2026-04-20 19:25:00,2026-05-06 19:10:00,hour,18,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,8,49.95,54.525,4.575,11.9180327869,6.24375,0.875,4.575,8,1,2026-05-15 20:00:00,2026-05-15 20:00:00,hour,19,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,7,-16.225,12.075,28.3,0.4266784452,-2.3178571429,0.2857142857,21.9,7,7,2026-04-21 21:45:00,2026-05-21 21:20:00,hour,20,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,4,10.45,24.525,14.075,1.7424511545,2.6125,0.5,11.45,4,1,2026-04-21 23:45:00,2026-04-21 23:45:00,hour,22,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,6,12.425,31.95,19.525,1.6363636364,2.0708333333,0.5,10.975,6,1,2026-05-21 22:50:00,2026-05-21 22:50:00,hour,21,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,1,-9.41,0,9.41,0.0,-9.41,0.0,9.41,1,1,2026-05-08 01:05:00,2026-05-08 01:05:00,hour,23,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,26,131.74,171.425,39.685,4.3196421822,5.0669230769,0.6923076923,21.425,26,5,2026-04-28 17:35:00,2026-05-04 17:35:00,hour,16,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,13,58.685,72.625,13.94,5.2098278336,4.5142307692,0.7692307692,6.05,13,1,2026-04-20 18:45:00,2026-04-20 18:45:00,hour,17,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,10,-6.975,16.975,23.95,0.7087682672,-0.6975,0.6,15.3,10,2,2026-05-20 19:45:00,2026-05-21 19:45:00,hour,18,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,6,49.325,53.9,4.575,11.781420765,8.2208333333,0.8333333333,4.575,6,1,2026-05-15 20:00:00,2026-05-15 20:00:00,hour,19,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,8,-21.775,12.075,33.85,0.3567208272,-2.721875,0.25,27.45,8,8,2026-04-21 21:45:00,2026-05-21 21:20:00,hour,20,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,1,12.325,12.325,0,,12.325,1.0,0.0,1,0,,,hour,22,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,6,12.425,31.95,19.525,1.6363636364,2.0708333333,0.5,10.975,6,1,2026-05-21 22:50:00,2026-05-21 22:50:00,hour,21,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,29,3.55,38.675,35.125,1.1010676157,0.1224137931,0.6206896552,14.125,29,10,2026-04-30 08:00:00,2026-05-13 08:00:00,hour,7,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,29,-15.8,35.275,51.075,0.6906510034,-0.5448275862,0.4827586207,23.975,29,20,2026-04-27 09:05:00,2026-05-22 09:05:00,hour,8,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,29,15.32,66.92,51.6,1.2968992248,0.5282758621,0.4827586207,15.725,29,2,2026-05-21 10:10:00,2026-05-22 10:10:00,hour,9,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,29,2.3,58.185,55.885,1.0411559452,0.0793103448,0.4827586207,28.485,29,27,2026-04-16 11:15:00,2026-05-22 11:15:00,hour,10,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,28,23.935,60.275,36.34,1.6586406164,0.8548214286,0.5357142857,11.35,28,1,2026-05-22 12:20:00,2026-05-22 12:20:00,hour,11,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,29,-29.985,45.215,75.2,0.6012632979,-1.0339655172,0.4482758621,34.61,29,15,2026-05-04 13:25:00,2026-05-22 13:25:00,hour,12,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,26,17.85,48.21,30.36,1.587944664,0.6865384615,0.5384615385,17.31,26,7,2026-05-12 14:50:00,2026-05-22 14:30:00,hour,13,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,23,25.44,75.75,50.31,1.5056648778,1.1060869565,0.5652173913,28.085,23,9,2026-05-11 15:35:00,2026-05-22 15:35:00,hour,14,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,15,-4.175,47.875,52.05,0.9197886647,-0.2783333333,0.4,33.75,15,14,2026-04-16 16:50:00,2026-05-22 16:40:00,hour,15,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,25,28.2,123.87,95.67,1.2947632487,1.128,0.64,52.575,25,14,2026-04-28 17:50:00,2026-05-19 17:10:00,hour,16,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,5,-15.635,21.625,37.26,0.5803811057,-3.127,0.4,26.185,5,5,2026-04-21 23:45:00,2026-05-19 23:05:00,hour,22,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,5,-28.925,0,28.925,0.0,-5.785,0.0,28.925,5,5,2026-04-23 21:20:00,2026-05-21 21:15:00,hour,20,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,11,69.75,91.125,21.375,4.2631578947,6.3409090909,0.8181818182,21.375,11,4,2026-04-30 18:05:00,2026-05-11 18:40:00,hour,17,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,8,22.385,31.425,9.04,3.4762168142,2.798125,0.75,9.04,8,2,2026-05-15 19:10:00,2026-05-18 19:35:00,hour,18,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,7,20.69,30.015,9.325,3.218766756,2.9557142857,0.8571428571,9.325,7,2,2026-05-15 20:15:00,2026-05-18 20:40:00,hour,19,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,2,-43.385,0,43.385,0.0,-21.6925,0.0,43.385,2,2,2026-04-30 01:15:00,2026-05-18 01:35:00,hour,23,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,5,-0.475,19.575,20.05,0.9763092269,-0.095,0.4,10.975,5,1,2026-05-21 22:50:00,2026-05-21 22:50:00,hour,21,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,1,2.2,2.2,0,,2.2,1.0,0.0,1,0,,,hour,1,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,28,72.64,156.36,83.72,1.867654085,2.5942857143,0.6428571429,61.86,28,18,2026-04-16 17:40:00,2026-05-12 17:35:00,hour,16,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,5,-28.925,0,28.925,0.0,-5.785,0.0,28.925,5,5,2026-04-23 21:20:00,2026-05-21 21:15:00,hour,20,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,11,41.3,63.935,22.635,2.8246079081,3.7545454545,0.8181818182,11.46,11,3,2026-04-30 18:40:00,2026-05-11 18:40:00,hour,17,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,7,0.31,18.25,17.94,1.0172798216,0.0442857143,0.5714285714,17.94,7,3,2026-05-15 19:10:00,2026-05-20 19:45:00,hour,18,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,5,13.915,23.24,9.325,2.4922252011,2.783,0.8,9.325,5,2,2026-05-15 20:15:00,2026-05-18 20:40:00,hour,19,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,5,-0.475,19.575,20.05,0.9763092269,-0.095,0.4,10.975,5,1,2026-05-21 22:50:00,2026-05-21 22:50:00,hour,21,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,1,-14.735,0,14.735,0.0,-14.735,0.0,14.735,1,1,2026-05-12 23:00:00,2026-05-12 23:00:00,hour,22,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,28,0.05,35.175,35.125,1.0014234875,0.0017857143,0.6071428571,14.125,28,10,2026-04-30 08:00:00,2026-05-13 08:00:00,hour,7,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,29,-14.275,36.8,51.075,0.7205090553,-0.4922413793,0.4827586207,22.45,29,20,2026-04-27 09:05:00,2026-05-22 09:05:00,hour,8,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,29,13.82,72.97,59.15,1.2336432798,0.4765517241,0.4827586207,15.725,29,2,2026-05-21 10:10:00,2026-05-22 10:10:00,hour,9,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,29,-3.86,55.41,59.27,0.934874304,-0.1331034483,0.4827586207,31.87,29,27,2026-04-16 11:15:00,2026-05-22 11:15:00,hour,10,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,28,1.86,42.925,41.065,1.045294046,0.0664285714,0.5357142857,27.16,28,7,2026-05-13 12:20:00,2026-05-22 12:20:00,hour,11,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,28,-4.925,45.7,50.625,0.9027160494,-0.1758928571,0.5357142857,16.45,28,2,2026-05-21 13:30:00,2026-05-22 13:25:00,hour,12,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,28,31.6,63.1,31.5,2.0031746032,1.1285714286,0.5714285714,13.75,28,14,2026-04-28 14:30:00,2026-05-15 14:10:00,hour,13,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,27,-17.04,60.7,77.74,0.7808078209,-0.6311111111,0.5925925926,49.2,27,13,2026-05-06 15:35:00,2026-05-22 15:35:00,hour,14,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,20,35.05,63.025,27.975,2.2529043789,1.7525,0.6,15.025,20,9,2026-04-30 16:40:00,2026-05-15 16:20:00,hour,15,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,23,38.775,110.635,71.86,1.5395908711,1.6858695652,0.6956521739,38.285,23,6,2026-05-15 17:25:00,2026-05-22 17:45:00,hour,16,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,16,-8.575,62.95,71.525,0.880111849,-0.5359375,0.6875,41.55,16,7,2026-05-12 18:20:00,2026-05-21 18:55:00,hour,17,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,12,16.985,35.8,18.815,1.9027371778,1.4154166667,0.5,8.315,12,3,2026-05-15 19:35:00,2026-05-19 19:00:00,hour,18,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,7,39.025,48.375,9.35,5.1737967914,5.575,0.7142857143,7.9,7,2,2026-05-15 20:40:00,2026-05-18 20:30:00,hour,19,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
