run_id,parent_run_id,attempt_name,candidate_id,artifact_slug,feature_set_id,model_id,trade_index,direction,open_time,close_time,hold_bars,volume,open_price,close_price,net_profit,gross_profit,commission,swap,mfe_points,mae_points,realized_over_mfe_points,session_slice,hour,month,volatility_regime,adx_bucket,trend_regime,vix_regime,vix_change_regime,usd_regime,usd_change_regime,rate_regime,rate_change_regime,spread_regime,spread_points_median_in_trade,db_source,source_run_id,stage330_reference_boundary,view_id
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,11,buy,2026-04-22 16:40:00,2026-04-22 17:40:00,12.0,0.1,26717.3,26878.2,16.09,16.09,0.0,0.0,167.15,22.6,0.096261,early,16,2026-04,vol_mid,adx_20_25,downtrend,vix_low,vix_change_up,usdx_low,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,12,sell,2026-04-23 20:10:00,2026-04-23 21:05:00,11.0,0.1,26830.85,26784.95,4.59,4.59,0.0,0.0,272.25,12.75,0.01686,mid,20,2026-04,vol_high,adx_lt20,range_or_weak_trend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,13,buy,2026-04-23 21:05:00,2026-04-24 16:35:00,234.0,0.1,26784.95,27100.9,31.17,31.6,0.0,-0.43,457.95,67.25,0.068064,late,21,2026-04,vol_high,adx_gt25,downtrend,vix_mid,vix_change_down,usdx_mid,usdx_change_down,us10yr_mid,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,14,buy,2026-04-24 16:45:00,2026-04-24 17:45:00,12.0,0.1,27096.0,27132.15,3.62,3.62,0.0,0.0,50.9,85.85,0.07112,early,16,2026-04,vol_low,adx_20_25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,15,buy,2026-04-24 17:50:00,2026-04-24 18:50:00,12.0,0.1,27141.75,27252.15,11.04,11.04,0.0,0.0,155.65,14.85,0.070928,early,17,2026-04,vol_high,adx_20_25,downtrend,vix_low,vix_change_down,usdx_low,usdx_change_up,us10yr_high,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,16,buy,2026-04-24 18:55:00,2026-04-24 19:55:00,12.0,0.1,27274.25,27277.4,0.32,0.32,0.0,0.0,35.9,34.35,0.008914,mid,18,2026-04,vol_mid,adx_gt25,downtrend,vix_mid,vix_change_down,usdx_low,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,17,buy,2026-04-27 17:00:00,2026-04-27 18:00:00,12.0,0.1,27288.8,27253.95,-3.49,-3.49,0.0,0.0,7.15,81.1,-0.488112,early,17,2026-04,vol_mid,adx_gt25,downtrend,vix_low,vix_change_down,usdx_high,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,18,buy,2026-04-28 16:40:00,2026-04-28 17:40:00,12.0,0.1,27056.05,26960.45,-9.56,-9.56,0.0,0.0,83.4,125.35,-0.114628,early,16,2026-04,vol_low,adx_gt25,downtrend,vix_low,vix_change_up,usdx_low,usdx_change_down,us10yr_high,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,19,sell,2026-04-28 17:45:00,2026-04-28 18:45:00,12.0,0.1,26989.7,26926.3,6.34,6.34,0.0,0.0,89.75,18.15,0.070641,early,17,2026-04,vol_high,adx_20_25,downtrend,vix_low,vix_change_down,usdx_high,usdx_change_down,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,20,sell,2026-04-28 18:50:00,2026-04-28 19:50:00,12.0,0.1,26911.7,26946.3,-3.46,-3.46,0.0,0.0,4.5,63.0,-0.768889,mid,18,2026-04,vol_high,adx_gt25,downtrend,vix_high,vix_change_up,usdx_low,usdx_change_flat,us10yr_high,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,21,sell,2026-04-28 19:55:00,2026-04-28 21:05:00,14.0,0.1,26976.95,27015.3,-3.84,-3.84,0.0,0.0,43.25,56.0,-0.088786,mid,19,2026-04,vol_low,adx_gt25,downtrend,vix_low,vix_change_down,usdx_mid,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,22,sell,2026-04-29 16:35:00,2026-04-29 17:35:00,12.0,0.1,27037.45,27176.05,-13.86,-13.86,0.0,0.0,23.25,141.25,-0.596129,early,16,2026-04,vol_low,adx_20_25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,23,sell,2026-04-29 18:55:00,2026-04-29 19:55:00,12.0,0.1,27108.95,27094.8,1.42,1.42,0.0,0.0,65.5,54.25,0.021679,mid,18,2026-04,vol_mid,adx_lt20,range_or_weak_trend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,24,sell,2026-04-30 16:35:00,2026-04-30 17:35:00,12.0,0.1,27236.95,27112.05,12.49,12.49,0.0,0.0,182.0,27.25,0.068626,early,16,2026-04,vol_high,adx_gt25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_high,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,25,buy,2026-04-30 17:45:00,2026-04-30 18:45:00,12.0,0.1,27138.8,27252.8,11.4,11.4,0.0,0.0,187.9,3.85,0.060671,early,17,2026-04,vol_high,adx_gt25,downtrend,vix_low,vix_change_down,usdx_low,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,26,buy,2026-04-30 18:50:00,2026-04-30 19:55:00,13.0,0.1,27265.05,27263.95,-0.11,-0.11,0.0,0.0,61.4,16.6,-0.001792,mid,18,2026-04,vol_high,adx_20_25,downtrend,vix_mid,vix_change_down,usdx_mid,usdx_change_up,us10yr_low,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,27,buy,2026-05-01 16:40:00,2026-05-01 17:40:00,12.0,0.1,27662.85,27687.75,2.49,2.49,0.0,0.0,136.4,19.1,0.018255,early,16,2026-05,vol_high,adx_gt25,downtrend,vix_low,vix_change_down,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,28,buy,2026-05-04 16:35:00,2026-05-04 17:35:00,12.0,0.1,27729.55,27792.45,6.29,6.29,0.0,0.0,84.4,19.6,0.074526,early,16,2026-05,vol_low,adx_lt20,range_or_weak_trend,vix_low,vix_change_down,usdx_low,usdx_change_down,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,29,sell,2026-05-04 18:20:00,2026-05-04 19:20:00,12.0,0.1,27683.95,27613.8,7.02,7.02,0.0,0.0,167.65,8.0,0.041873,early,18,2026-05,vol_mid,adx_lt20,range_or_weak_trend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,30,buy,2026-05-05 16:35:00,2026-05-05 17:35:00,12.0,0.1,27927.45,28028.1,10.07,10.07,0.0,0.0,108.15,5.6,0.093111,early,16,2026-05,vol_low,adx_gt25,downtrend,vix_low,vix_change_down,usdx_low,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,31,buy,2026-05-06 16:35:00,2026-05-06 17:35:00,12.0,0.1,28350.05,28390.35,4.03,4.03,0.0,0.0,60.4,60.35,0.066722,early,16,2026-05,vol_mid,adx_gt25,downtrend,vix_high,vix_change_flat,usdx_mid,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,32,buy,2026-05-06 17:40:00,2026-05-06 18:40:00,12.0,0.1,28405.55,28458.45,5.29,5.29,0.0,0.0,85.15,2.35,0.062126,early,17,2026-05,vol_high,adx_gt25,downtrend,vix_mid,vix_change_flat,usdx_low,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,33,sell,2026-05-07 20:30:00,2026-05-07 21:00:00,6.0,0.1,28516.0,28604.35,-8.84,-8.84,0.0,0.0,18.25,93.25,-0.484384,late,20,2026-05,vol_high,adx_gt25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,34,buy,2026-05-07 21:00:00,2026-05-07 22:00:00,12.0,0.1,28604.35,28551.75,-5.26,-5.26,0.0,0.0,19.65,114.6,-0.267684,late,21,2026-05,vol_high,adx_gt25,downtrend,vix_low,vix_change_down,usdx_high,usdx_change_down,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,35,buy,2026-05-08 16:35:00,2026-05-08 17:35:00,12.0,0.1,28871.25,29023.9,15.27,15.27,0.0,0.0,199.9,21.85,0.076388,early,16,2026-05,vol_mid,adx_lt20,range_or_weak_trend,vix_low,vix_change_down,usdx_low,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,36,buy,2026-05-11 16:35:00,2026-05-11 17:35:00,12.0,0.1,29339.05,29226.85,-11.22,-11.22,0.0,0.0,0.0,180.1,,early,16,2026-05,vol_high,adx_20_25,downtrend,vix_high,vix_change_up,usdx_low,usdx_change_up,us10yr_high,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_bal_sp,core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,37,buy,2026-05-11 17:40:00,2026-05-11 18:40:00,12.0,0.1,29268.8,29335.95,6.72,6.72,0.0,0.0,82.65,11.6,0.081307,early,17,2026-05,vol_high,adx_20_25,downtrend,vix_mid,vix_change_down,usdx_low,usdx_change_down,us10yr_low,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
