queue_id,source_run_id,candidate_id,candidate_alias,candidate_role,test_id,test_type,feature_family,materialization_boundary,model_materialization_type,metric_read,decision_class,decision_priority,decision_reason,next_check,feature_order_status,manifest_contract_hash_match,manifest_diagnostic_hash_match,recomputed_hash_match,feature_count_match,added_feature_policy,feature_count,feature_order_hash,recomputed_feature_order_hash,added_feature,variant_feature_index,feature_order,path_availability,source_chart_available,net_profit,profit_factor,report_equity_drawdown_percent,trade_count,recovery_factor,worst_month,worst_month_net,negative_month_count,positive_month_ratio,weakest_chron_segment,weakest_chron_net,weakest_session_report,weakest_session_net,weakest_hour_report,weakest_hour_net,weakest_weekday,weakest_weekday_net,weak_flags,worst_negative_slice_axis,worst_negative_slice_bucket,worst_negative_slice_net,source_feature_file,feature_file,model_file,runtime_contract_boundary,claim_boundary
run267N_02_s264_aih_abl_trend_strength_direction,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),trend_strength_direction,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,hold_or_weak_watch,hold_due_to_time_slice_fragility,HOLD,약한 월 또는 음수 월 수가 불편해 현재 Adapter(어댑터) 큐에서는 대기한다.,revisit_after_broader_period_pressure,matched,true,true,true,true,proxy_added_feature_appended,4,333af9f9e8d6630863ae3b077f9bbc44b3a93a20f8fbdc8924e58a1c7797b5ac,333af9f9e8d6630863ae3b077f9bbc44b3a93a20f8fbdc8924e58a1c7797b5ac,stage267n_abl_trend_strength_direction_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_abl_trend_strength_direction_score,available,true,176.35,1.127146,25.47,340,0.91,2024-07,-74.27,6,0.5,chron_mid,-65.88,session_07_12_report_time,-75.57,12,-45.59,Monday,-114.07,negative_month_count_ge_6;chron_segment_negative,weekday,Monday,-114.07,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_02_s264_aih_abl_trend_strength_direction/features/s264_aih_abl_trend_strength_direction.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_02_s264_aih_abl_trend_strength_direction/models/s264_aih_abl_trend_strength_direction_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_03_s264_aih_rep_trend_strength_adx,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),trend_strength(추세 강도),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,hold_or_weak_watch,hold_due_to_time_slice_fragility,HOLD,약한 월 또는 음수 월 수가 불편해 현재 Adapter(어댑터) 큐에서는 대기한다.,revisit_after_broader_period_pressure,matched,true,true,true,true,proxy_added_feature_appended,4,87c4f67bf20f9731ec15ce00994066e569c3b5e9255b1907d56598336949db88,87c4f67bf20f9731ec15ce00994066e569c3b5e9255b1907d56598336949db88,stage267n_rep_trend_strength_adx_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_rep_trend_strength_adx_score,available,true,176.35,1.127146,25.47,340,0.91,2024-07,-74.27,6,0.5,chron_mid,-65.88,session_07_12_report_time,-75.57,12,-45.59,Monday,-114.07,negative_month_count_ge_6;chron_segment_negative,weekday,Monday,-114.07,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_03_s264_aih_rep_trend_strength_adx/features/s264_aih_rep_trend_strength_adx.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_03_s264_aih_rep_trend_strength_adx/models/s264_aih_rep_trend_strength_adx_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_07_s264_lc_abl_trend_strength_direction,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),trend_strength_direction,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,hold_or_weak_watch,hold_due_to_time_slice_fragility,HOLD,약한 월 또는 음수 월 수가 불편해 현재 Adapter(어댑터) 큐에서는 대기한다.,revisit_after_broader_period_pressure,matched,true,true,true,true,proxy_added_feature_appended,4,dfbe203aa16d6e4f2b162bf48dedb8a6e355fe688c4c5df40533f56f86006da0,dfbe203aa16d6e4f2b162bf48dedb8a6e355fe688c4c5df40533f56f86006da0,stage267n_abl_trend_strength_direction_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267n_abl_trend_strength_direction_score,available,true,162.73,1.120192,26.15,337,0.83,2024-07,-73.06,6,0.5,chron_mid,-106.09,session_07_12_report_time,-74.36,12,-44.38,Monday,-117.52,negative_month_count_ge_6;chron_segment_negative,weekday,Monday,-117.52,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_07_s264_lc_abl_trend_strength_direction/features/s264_lc_abl_trend_strength_direction.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_07_s264_lc_abl_trend_strength_direction/models/s264_lc_abl_trend_strength_direction_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_08_s264_lc_rep_trend_strength_adx,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),trend_strength(추세 강도),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,hold_or_weak_watch,hold_due_to_time_slice_fragility,HOLD,약한 월 또는 음수 월 수가 불편해 현재 Adapter(어댑터) 큐에서는 대기한다.,revisit_after_broader_period_pressure,matched,true,true,true,true,proxy_added_feature_appended,4,44ef5295218d0a3aa9a9d4864b8584fb36c52f7f7f14ec6425cc196ee653fbb1,44ef5295218d0a3aa9a9d4864b8584fb36c52f7f7f14ec6425cc196ee653fbb1,stage267n_rep_trend_strength_adx_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267n_rep_trend_strength_adx_score,available,true,162.73,1.120192,26.15,337,0.83,2024-07,-73.06,6,0.5,chron_mid,-106.09,session_07_12_report_time,-74.36,12,-44.38,Monday,-117.52,negative_month_count_ge_6;chron_segment_negative,weekday,Monday,-117.52,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_08_s264_lc_rep_trend_strength_adx/features/s264_lc_rep_trend_strength_adx.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_08_s264_lc_rep_trend_strength_adx/models/s264_lc_rep_trend_strength_adx_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_12_s262_lih_abl_trend_strength_direction,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),trend_strength_direction,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,hold_or_weak_watch,hold_due_to_time_slice_fragility,HOLD,약한 월 또는 음수 월 수가 불편해 현재 Adapter(어댑터) 큐에서는 대기한다.,revisit_after_broader_period_pressure,matched,true,true,true,true,proxy_added_feature_appended,4,4ac2d42a4e5704b6a11e909e70dcbc9fdecba0e7cc03c6ff1f1bc4fdbbdcd8b1,4ac2d42a4e5704b6a11e909e70dcbc9fdecba0e7cc03c6ff1f1bc4fdbbdcd8b1,stage267n_abl_trend_strength_direction_score,3,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267n_abl_trend_strength_direction_score,available,true,140.02,1.102977,27.5,339,0.68,2024-07,-83.19,7,0.416667,chron_mid,-135.85,session_07_12_report_time,-73.15,12,-43.75,Monday,-115.45,negative_month_count_ge_6;chron_segment_negative,chron_segment,chron_mid,-135.85,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/features/s262_lih_abl_trend_strength_direction.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/models/s262_lih_abl_trend_strength_direction_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_13_s262_lih_rep_trend_strength_adx,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),trend_strength(추세 강도),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,hold_or_weak_watch,hold_due_to_time_slice_fragility,HOLD,약한 월 또는 음수 월 수가 불편해 현재 Adapter(어댑터) 큐에서는 대기한다.,revisit_after_broader_period_pressure,matched,true,true,true,true,proxy_added_feature_appended,4,caa17801b03611d106d3368b17e56ce7ac564966a6111392d678ac7baf24fb87,caa17801b03611d106d3368b17e56ce7ac564966a6111392d678ac7baf24fb87,stage267n_rep_trend_strength_adx_score,3,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267n_rep_trend_strength_adx_score,available,true,140.02,1.102977,27.5,339,0.68,2024-07,-83.19,7,0.416667,chron_mid,-135.85,session_07_12_report_time,-73.15,12,-43.75,Monday,-115.45,negative_month_count_ge_6;chron_segment_negative,chron_segment,chron_mid,-135.85,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/features/s262_lih_rep_trend_strength_adx.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/models/s262_lih_rep_trend_strength_adx_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_11_s262_lih_abl_ma_trend,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,feature_category_ablation(피처 범주 제거),moving_average_trend,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,hold_or_weak_watch,hold_due_to_time_slice_fragility,HOLD,약한 월 또는 음수 월 수가 불편해 현재 Adapter(어댑터) 큐에서는 대기한다.,revisit_after_broader_period_pressure,matched,true,true,true,true,proxy_added_feature_appended,4,2fec533a0761d674ddfe69e75ba3a3f72ba4a74574ebda2c911f04ef53f11a52,2fec533a0761d674ddfe69e75ba3a3f72ba4a74574ebda2c911f04ef53f11a52,stage267n_abl_ma_trend_score,3,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267n_abl_ma_trend_score,available,true,98.52,1.066627,31.12,345,0.4,2024-07,-102.83,6,0.5,chron_mid,-98.98,session_07_12_report_time,-75.83,12,-48.62,Monday,-122.02,severe_month_le_-100;severe_weekday_le_-120;negative_month_count_ge_6;chron_segment_negative,weekday,Monday,-122.02,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_11_s262_lih_abl_ma_trend/features/s262_lih_abl_ma_trend.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_11_s262_lih_abl_ma_trend/models/s262_lih_abl_ma_trend_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_01_s264_aih_abl_volatility_bandwidth,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),volatility_bandwidth,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,strong_curve_clue,adapter_design_p0_internal_feature_order_confirmed,P0,volatility/ATR(변동성/ATR) 축이 두 핵심 후보에서 반복되어 내부 Adapter(어댑터) 설계 후보로 보낸다.,run267Q_materialize_internal_volatility_axis_adapter_variants,matched,true,true,true,true,proxy_added_feature_appended,4,bc91bdf1a10eeeaf3d799304aed032755ce564ba16c372edfbbbdb2127b93751,bc91bdf1a10eeeaf3d799304aed032755ce564ba16c372edfbbbdb2127b93751,stage267n_abl_volatility_bandwidth_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_abl_volatility_bandwidth_score,available,true,412.57,1.349864,15.9,314,3.43,2024-06,-32.73,4,0.666667,chron_mid,35.88,session_07_12_report_time,-91.41,12,-44.98,Monday,-96.81,,weekday,Monday,-96.81,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_01_s264_aih_abl_volatility_bandwidth/features/s264_aih_abl_volatility_bandwidth.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_01_s264_aih_abl_volatility_bandwidth/models/s264_aih_abl_volatility_bandwidth_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_04_s264_aih_rep_volatility_atr,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),volatility_risk(변동성 위험),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,strong_curve_clue,adapter_design_p0_internal_feature_order_confirmed,P0,volatility/ATR(변동성/ATR) 축이 두 핵심 후보에서 반복되어 내부 Adapter(어댑터) 설계 후보로 보낸다.,run267Q_materialize_internal_volatility_axis_adapter_variants,matched,true,true,true,true,proxy_added_feature_appended,4,ef54790c4852477bab905cef024ec8db5a29cb1c40583d090814f84f5428428b,ef54790c4852477bab905cef024ec8db5a29cb1c40583d090814f84f5428428b,stage267n_rep_volatility_atr_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_rep_volatility_atr_score,available,true,412.57,1.349864,15.9,314,3.43,2024-06,-32.73,4,0.666667,chron_mid,35.88,session_07_12_report_time,-91.41,12,-44.98,Monday,-96.81,,weekday,Monday,-96.81,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_04_s264_aih_rep_volatility_atr/features/s264_aih_rep_volatility_atr.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_04_s264_aih_rep_volatility_atr/models/s264_aih_rep_volatility_atr_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_15_s264_aia_abl_volatility_bandwidth,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),volatility_bandwidth,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,strong_curve_clue,adapter_design_p0_internal_feature_order_confirmed,P0,volatility/ATR(변동성/ATR) 축이 두 핵심 후보에서 반복되어 내부 Adapter(어댑터) 설계 후보로 보낸다.,run267Q_materialize_internal_volatility_axis_adapter_variants,matched,true,true,true,true,proxy_added_feature_appended,4,b4f1c63cbd59d0f917c15e861d47ed3dfb6a0cd5ed2eb79cbe1d18705ec447ab,b4f1c63cbd59d0f917c15e861d47ed3dfb6a0cd5ed2eb79cbe1d18705ec447ab,stage267n_abl_volatility_bandwidth_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor;stage267n_abl_volatility_bandwidth_score,available,true,408.29,1.347088,15.85,315,3.42,2024-06,-32.37,4,0.666667,chron_mid,41.42,session_07_12_report_time,-90.49,12,-44.98,Monday,-95.7,,weekday,Monday,-95.7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aia/run267n_15_s264_aia_abl_volatility_bandwidth/features/s264_aia_abl_volatility_bandwidth.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aia/run267n_15_s264_aia_abl_volatility_bandwidth/models/s264_aia_abl_volatility_bandwidth_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_19_s264_aia_rep_volatility_atr,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),volatility_risk(변동성 위험),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,strong_curve_clue,adapter_design_p0_internal_feature_order_confirmed,P0,volatility/ATR(변동성/ATR) 축이 두 핵심 후보에서 반복되어 내부 Adapter(어댑터) 설계 후보로 보낸다.,run267Q_materialize_internal_volatility_axis_adapter_variants,matched,true,true,true,true,proxy_added_feature_appended,4,edc24374603e4ad480588bfe82748f95d7e9b94e47e743424713a8835f4462c9,edc24374603e4ad480588bfe82748f95d7e9b94e47e743424713a8835f4462c9,stage267n_rep_volatility_atr_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor;stage267n_rep_volatility_atr_score,available,true,408.29,1.347088,15.85,315,3.42,2024-06,-32.37,4,0.666667,chron_mid,41.42,session_07_12_report_time,-90.49,12,-44.98,Monday,-95.7,,weekday,Monday,-95.7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aia/run267n_19_s264_aia_rep_volatility_atr/features/s264_aia_rep_volatility_atr.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aia/run267n_19_s264_aia_rep_volatility_atr/models/s264_aia_rep_volatility_atr_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_21_s258_stc_abl_volatility_bandwidth,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),volatility_bandwidth,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,strong_curve_clue,adapter_design_p1_stress_watch,P1,stress challenger(압박 도전자) 단서는 있지만 후보 전체 안정성은 약해 P1 watch(P1 관찰)로 둔다.,run267Q_include_as_stress_watch_if_capacity_allows,matched,true,true,true,true,proxy_added_feature_appended,4,b3cb484278a8d5b7338aa7d44875e4d66097e4acb402687916253b92ce56249d,b3cb484278a8d5b7338aa7d44875e4d66097e4acb402687916253b92ce56249d,stage267n_abl_volatility_bandwidth_score,3,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control;stage267n_abl_volatility_bandwidth_score,available,true,442.13,1.331409,19.33,335,2.85,2024-06,-46.68,4,0.666667,chron_mid,-16.02,session_07_12_report_time,-93.19,12,-46.76,Monday,-91.8,chron_segment_negative,session_report,session_07_12_report_time,-93.19,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s258_stc/run267n_21_s258_stc_abl_volatility_bandwidth/features/s258_stc_abl_volatility_bandwidth.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s258_stc/run267n_21_s258_stc_abl_volatility_bandwidth/models/s258_stc_abl_volatility_bandwidth_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_09_s264_lc_rep_volatility_atr,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),volatility_risk(변동성 위험),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,strong_curve_clue,adapter_design_p1_control_or_salvage_watch,P1,control/salvage(통제/회수) 단서로는 의미가 있지만 후보군 실패 기억 때문에 P0로 올리지 않는다.,run267Q_include_as_control_watch_if_direct_gate_contrast_passes,matched,true,true,true,true,proxy_added_feature_appended,4,98f9c96ec080b3e4d49354efab8a100eba81774e723da69c73809ce2a919cfc3,98f9c96ec080b3e4d49354efab8a100eba81774e723da69c73809ce2a919cfc3,stage267n_rep_volatility_atr_score,3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267n_rep_volatility_atr_score,available,true,396.18,1.339745,16.81,312,3.12,2024-06,-32.37,4,0.666667,chron_mid,28.87,session_07_12_report_time,-89.28,12,-44.35,Monday,-95.23,,weekday,Monday,-95.23,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_09_s264_lc_rep_volatility_atr/features/s264_lc_rep_volatility_atr.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_09_s264_lc_rep_volatility_atr/models/s264_lc_rep_volatility_atr_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267N_14_s262_lih_rep_volatility_atr,run267O_stage267_pool_wide_balance_timeslice_trade_quality_review_v1,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),volatility_risk(변동성 위험),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",context_proxy_score_table_extension_v1,strong_curve_clue,adapter_design_p1_control_or_salvage_watch,P1,control/salvage(통제/회수) 단서로는 의미가 있지만 후보군 실패 기억 때문에 P0로 올리지 않는다.,run267Q_include_as_control_watch_if_direct_gate_contrast_passes,matched,true,true,true,true,proxy_added_feature_appended,4,f01012d2b2134139e80d0f648af5095e22b9a7280f85715249d0117a00d8eb3a,f01012d2b2134139e80d0f648af5095e22b9a7280f85715249d0117a00d8eb3a,stage267n_rep_volatility_atr_score,3,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267n_rep_volatility_atr_score,available,true,380.99,1.327002,18.05,313,2.79,2024-06,-32.37,4,0.666667,chron_mid,-15.66,session_07_12_report_time,-89.28,12,-44.35,Monday,-96.28,chron_segment_negative,weekday,Monday,-96.28,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_14_s262_lih_rep_volatility_atr/features/s262_lih_rep_volatility_atr.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_14_s262_lih_rep_volatility_atr/models/s262_lih_rep_volatility_atr_model.csv,research_only_execution_pending_no_selected_candidate_no_onnx,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
