stage_id,run_id,parent_run_id,run_date,status,judgment,decision,next_run_id,primary_artifact,report_path,gate_passes,gate_total,claim_boundary,view,tier,metric_scope,candidate_model_id,net_profit,profit_factor,drawdown,recovery_factor,trade_count,result_status,sample_rows,feature_count,matched_rows,expectancy,attempt_count,source_package_run_id,ledger_row_id,subrun_id,record_view,tier_scope,kpi_scope,scoreboard_lane,path,primary_kpi,guardrail_kpi,external_verification_status,notes,date
344_directional_long_quality__supply_surface_probe,run344D_execute_directional_long_supply_quality_surface_mt5_probe_without_db_v1,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,2026-06-01,completed_stage344D_directional_long_quality_surface_mt5_probe_executed_review_required_no_selection,mt5_directional_long_quality_surface_probe_outputs_available_review_required_no_selection,stage344D_open_run344E_review_directional_long_quality_surface_probe,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344D/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344D_directional_long_quality_surface_mt5_probe.md,9,9,research_development_directional_long_quality_surface_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344D_execute_directional_long_supply_quality_surface_mt5_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,runtime_probe(MT5 런타임 탐침),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344D_directional_long_quality_surface_mt5_probe.md,missing_required,missing_required,missing_required(필수 누락),Tier B(티어 B)는 이번 MT5 probe(MT5 탐침) 범위 밖이므로 missing_required(필수 누락)로 기록한다.,
344_directional_long_quality__supply_surface_probe,run344D_execute_directional_long_supply_quality_surface_mt5_probe_without_db_v1,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,2026-06-01,completed_stage344D_directional_long_quality_surface_mt5_probe_executed_review_required_no_selection,mt5_directional_long_quality_surface_probe_outputs_available_review_required_no_selection,stage344D_open_run344E_review_directional_long_quality_surface_probe,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344D/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344D_directional_long_quality_surface_mt5_probe.md,9,9,research_development_directional_long_quality_surface_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26.0,same_as_tier_a_until_tier_b_available,,,69924.0,7.18,12.0,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344D_execute_directional_long_supply_quality_surface_mt5_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,runtime_probe(MT5 런타임 탐침),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344D_directional_long_quality_surface_mt5_probe.md,net_profit=186.67;pf=4.11;trades=26,drawdown=89.31;long_short=6/20,completed(완료),Tier B(티어 B)가 없으므로 combined(합산)은 Tier A(티어 A)와 같은 경계로 기록한다.,
344_directional_long_quality__supply_surface_probe,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,run344D_execute_directional_long_supply_quality_surface_mt5_probe_without_db_v1,2026-06-01,completed_stage344E_directional_long_quality_surface_reviewed_positive_probe_candidate_no_selection,directional_long_quality_surface_positive_mt5_probe_s07_promotion_candidate_not_operating,stage344E_open_run344F_s07_trend_confirmed_forward_cost_stability_validation_design,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344E/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344E_directional_long_quality_surface_mt5_probe_review.md,9,9,research_development_review_only_directional_long_quality_surface_mt5_probe_promotion_candidate_not_operating_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_probe_review,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,directional_long_quality_surface_positive_mt5_probe_s07_promotion_candidate_not_operating,,,69924,7.18,12,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,mt5_probe_review,review(검토),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344E_directional_long_quality_surface_mt5_probe_review.md,net_profit=186.67;pf=4.11;trades=26,drawdown=89.31;long_short=6/20,completed(완료),"Promotion candidate only(승격 후보만), no selection(선정 없음), no operating claim(운영 주장 없음).",2026-06-01
344_directional_long_quality__supply_surface_probe,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,run344D_execute_directional_long_supply_quality_surface_mt5_probe_without_db_v1,2026-06-01,completed_stage344E_directional_long_quality_surface_reviewed_positive_probe_candidate_no_selection,directional_long_quality_surface_positive_mt5_probe_s07_promotion_candidate_not_operating,stage344E_open_run344F_s07_trend_confirmed_forward_cost_stability_validation_design,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344E/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344E_directional_long_quality_surface_mt5_probe_review.md,9,9,research_development_review_only_directional_long_quality_surface_mt5_probe_promotion_candidate_not_operating_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,review(검토),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344E_directional_long_quality_surface_mt5_probe_review.md,missing_required,missing_required,missing_required(필수 누락),Tier B(티어 B)는 이번 MT5 review(검토) 범위 밖이므로 필수 누락으로 기록.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,run344D_execute_directional_long_supply_quality_surface_mt5_probe_without_db_v1,2026-06-01,completed_stage344E_directional_long_quality_surface_reviewed_positive_probe_candidate_no_selection,directional_long_quality_surface_positive_mt5_probe_s07_promotion_candidate_not_operating,stage344E_open_run344F_s07_trend_confirmed_forward_cost_stability_validation_design,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344E/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344E_directional_long_quality_surface_mt5_probe_review.md,9,9,research_development_review_only_directional_long_quality_surface_mt5_probe_promotion_candidate_not_operating_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,same_as_tier_a_until_tier_b_available,,,69924,7.18,12,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,review(검토),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344E_directional_long_quality_surface_mt5_probe_review.md,net_profit=186.67;pf=4.11;trades=26,drawdown=89.31;long_short=6/20,completed(완료),Tier B(티어 B)가 없으므로 combined(합산)는 Tier A와 같은 경계로 기록.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,2026-06-01,completed_stage344F_s07_forward_cost_stability_validation_design_ready_no_selection,s07_validation_design_ready_for_cost_session_regime_package_no_operating_claim,stage344F_open_run344G_materialize_s07_forward_cost_stability_validation_package,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344F/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344F_s07_forward_cost_stability_validation_design.md,9,9,research_development_design_only_s07_forward_cost_stability_validation_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,validation_design_no_new_kpi,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,s07_validation_design_ready_for_cost_session_regime_package_no_operating_claim,,,,7.18,5,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,validation_design_no_new_kpi,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344F_s07_forward_cost_stability_validation_design.md,reference_net=186.67;reference_pf=4.11;validation_surfaces=5,"design_only_no_new_mt5_kpi(설계 전용, 새 MT5 KPI 없음)",out_of_scope_by_claim(주장 범위 밖),Design only(설계 전용); opens run344G materialization(344G 물질화 개방).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,2026-06-01,completed_stage344F_s07_forward_cost_stability_validation_design_ready_no_selection,s07_validation_design_ready_for_cost_session_regime_package_no_operating_claim,stage344F_open_run344G_materialize_s07_forward_cost_stability_validation_package,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344F/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344F_s07_forward_cost_stability_validation_design.md,9,9,research_development_design_only_s07_forward_cost_stability_validation_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344F_s07_forward_cost_stability_validation_design.md,missing_required,missing_required,missing_required(필수 누락),Tier B(티어 B)는 이번 design(설계) 범위 밖이므로 필수 누락으로 기록.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,run344E_review_directional_long_quality_surface_mt5_probe_without_db_v1,2026-06-01,completed_stage344F_s07_forward_cost_stability_validation_design_ready_no_selection,s07_validation_design_ready_for_cost_session_regime_package_no_operating_claim,stage344F_open_run344G_materialize_s07_forward_cost_stability_validation_package,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344F/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344F_s07_forward_cost_stability_validation_design.md,9,9,research_development_design_only_s07_forward_cost_stability_validation_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,same_as_tier_a_until_tier_b_available,,,,7.18,5,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344F_s07_forward_cost_stability_validation_design.md,reference_net=186.67;reference_pf=4.11;validation_surfaces=5,"design_only_no_new_mt5_kpi(설계 전용, 새 MT5 KPI 없음)",out_of_scope_by_claim(주장 범위 밖),Combined(합산)는 Tier B(티어 B) 부재로 Tier A와 같은 설계 경계.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,2026-06-01,completed_stage344G_s07_forward_cost_stability_validation_package_materialized_no_selection,s07_validation_package_ready_for_mt5_probe_and_attribution_no_operating_claim,stage344G_open_run344H_execute_s07_forward_cost_stability_validation_mt5_probe,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344G/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344G_s07_forward_cost_stability_validation_package.md,9,9,research_development_s07_forward_cost_stability_validation_package_only_no_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,runtime_package_no_mt5_kpi,logreg_balanced_c025_s07_trend_confirmed_long_only,,,,,,s07_validation_package_ready_for_mt5_probe_and_attribution_no_operating_claim,5827,,17481,,3,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,runtime_package_no_mt5_kpi,runtime_probe_package(런타임 탐침 패키지),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344G_s07_forward_cost_stability_validation_package.md,attempts=3;expected_rows=17481,common_sync_missing=0;set_rows=3;ini_rows=3,pending_mt5_runtime_probe(MT5 런타임 탐침 대기),Package only(패키지 전용); opens run344H MT5 runtime probe(344H MT5 런타임 탐침 개방).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,2026-06-01,completed_stage344G_s07_forward_cost_stability_validation_package_materialized_no_selection,s07_validation_package_ready_for_mt5_probe_and_attribution_no_operating_claim,stage344G_open_run344H_execute_s07_forward_cost_stability_validation_mt5_probe,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344G/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344G_s07_forward_cost_stability_validation_package.md,9,9,research_development_s07_forward_cost_stability_validation_package_only_no_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,runtime_probe_package(런타임 탐침 패키지),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344G_s07_forward_cost_stability_validation_package.md,missing_required,missing_required,missing_required(필수 누락),Tier B(티어 B)는 이번 package(패키지) 범위 밖이므로 필수 누락으로 기록.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344F_design_s07_trend_confirmed_forward_cost_stability_validation_without_db_v1,2026-06-01,completed_stage344G_s07_forward_cost_stability_validation_package_materialized_no_selection,s07_validation_package_ready_for_mt5_probe_and_attribution_no_operating_claim,stage344G_open_run344H_execute_s07_forward_cost_stability_validation_mt5_probe,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344G/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344G_s07_forward_cost_stability_validation_package.md,9,9,research_development_s07_forward_cost_stability_validation_package_only_no_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,,,,,,same_as_tier_a_until_tier_b_available,5827,,17481,,3,run344C_materialize_directional_long_supply_quality_surface_package_without_db_v1,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,runtime_probe_package(런타임 탐침 패키지),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344G_s07_forward_cost_stability_validation_package.md,attempts=3;expected_rows=17481,common_sync_missing=0;set_rows=3;ini_rows=3,pending_mt5_runtime_probe(MT5 런타임 탐침 대기),Combined(합산)는 Tier B(티어 B) 부재로 Tier A와 같은 패키지 경계.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,2026-06-01,completed_stage344H_s07_forward_cost_stability_validation_mt5_probe_executed_review_required_no_selection,mt5_s07_forward_cost_stability_validation_outputs_available_review_required_no_selection,stage344H_open_run344I_review_s07_forward_cost_stability_validation_probe,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344H/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344H_s07_forward_cost_stability_validation_mt5_probe.md,9,9,research_development_s07_forward_cost_stability_validation_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,mt5_s07_forward_cost_stability_validation_outputs_available_review_required_no_selection,,,17481,7.18,3,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe,runtime_probe(MT5 런타임 탐침),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344H_s07_forward_cost_stability_validation_mt5_probe.md,net_profit=186.67;pf=4.11;trades=26,drawdown=89.31;long_short=6/20,completed(완료),"MT5 runtime probe complete(런타임 탐침 완료), review required(검토 필요), no selection(선정 없음).",2026-06-01
344_directional_long_quality__supply_surface_probe,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,2026-06-01,completed_stage344H_s07_forward_cost_stability_validation_mt5_probe_executed_review_required_no_selection,mt5_s07_forward_cost_stability_validation_outputs_available_review_required_no_selection,stage344H_open_run344I_review_s07_forward_cost_stability_validation_probe,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344H/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344H_s07_forward_cost_stability_validation_mt5_probe.md,9,9,research_development_s07_forward_cost_stability_validation_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,runtime_probe(MT5 런타임 탐침),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344H_s07_forward_cost_stability_validation_mt5_probe.md,missing_required,missing_required,missing_required(필수 누락),Tier B(티어 B)는 이번 MT5 probe(탐침) 범위 밖.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,2026-06-01,completed_stage344H_s07_forward_cost_stability_validation_mt5_probe_executed_review_required_no_selection,mt5_s07_forward_cost_stability_validation_outputs_available_review_required_no_selection,stage344H_open_run344I_review_s07_forward_cost_stability_validation_probe,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344H/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344H_s07_forward_cost_stability_validation_mt5_probe.md,9,9,research_development_s07_forward_cost_stability_validation_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,same_as_tier_a_until_tier_b_available,,,17481,7.18,3,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,runtime_probe(MT5 런타임 탐침),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344H_s07_forward_cost_stability_validation_mt5_probe.md,net_profit=186.67;pf=4.11;trades=26,drawdown=89.31;long_short=6/20,completed(완료),Tier B(티어 B)가 없으므로 combined(합산)는 Tier A와 같은 경계.,2026-06-01
344_directional_long_quality__supply_surface_probe,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,2026-06-01,completed_stage344I_s07_forward_cost_stability_validation_reviewed_positive_moderate_cost_no_selection,s07_survives_moderate_cost_overlay_and_exact_runtime_parity_heavy_cost_and_session_pnl_still_unresolved_no_operating_claim,stage344I_open_run344J_deal_level_cost_session_forward_replay_validation_design,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344I/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344I_s07_forward_cost_stability_validation_review.md,9,9,research_development_review_only_s07_forward_cost_stability_validation_positive_moderate_cost_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,review_cost_session_regime,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,s07_survives_moderate_cost_overlay_and_exact_runtime_parity_heavy_cost_and_session_pnl_still_unresolved_no_operating_claim,,,17481,7.18,3,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,review_cost_session_regime,review_attribution(검토 귀속),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344I_s07_forward_cost_stability_validation_review.md,base_net=186.67;moderate_net=134.67;moderate_pf=3.244874,heavy_pass=False;long_short=6/20,completed(완료),Tier A MT5 evidence reviewed(Tier A MT5 근거 검토); no selection(선정 없음).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,2026-06-01,completed_stage344I_s07_forward_cost_stability_validation_reviewed_positive_moderate_cost_no_selection,s07_survives_moderate_cost_overlay_and_exact_runtime_parity_heavy_cost_and_session_pnl_still_unresolved_no_operating_claim,stage344I_open_run344J_deal_level_cost_session_forward_replay_validation_design,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344I/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344I_s07_forward_cost_stability_validation_review.md,9,9,research_development_review_only_s07_forward_cost_stability_validation_positive_moderate_cost_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,review_attribution(검토 귀속),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344I_s07_forward_cost_stability_validation_review.md,missing_required,missing_required,missing_required(필수 누락),Tier B was outside this narrow review(Tier B는 이번 좁은 검토 밖).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,run344H_execute_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,2026-06-01,completed_stage344I_s07_forward_cost_stability_validation_reviewed_positive_moderate_cost_no_selection,s07_survives_moderate_cost_overlay_and_exact_runtime_parity_heavy_cost_and_session_pnl_still_unresolved_no_operating_claim,stage344I_open_run344J_deal_level_cost_session_forward_replay_validation_design,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344I/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344I_s07_forward_cost_stability_validation_review.md,9,9,research_development_review_only_s07_forward_cost_stability_validation_positive_moderate_cost_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.11,89.31,2.09,26,same_as_tier_a_until_tier_b_available,,,,7.18,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,review_attribution(검토 귀속),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344I_s07_forward_cost_stability_validation_review.md,base_net=186.67;moderate_net=134.67,heavy_pass=False;long_short=6/20,completed(완료),Combined view is same as Tier A until Tier B exists(Tier B 전에는 합산이 Tier A와 같음).,2026-06-01
