run_id,stage_id,stage_number,source_kind,source_path,status,judgment,external_verification_status,roles,mechanism_class,validation_net_profit,validation_profit_factor,validation_trades,oos_net_profit,oos_profit_factor,oos_trades,has_trade_segments,quarter_positive_rate,candidate_status,candidate_reason,claim_boundary
run01L_logreg_a_base_no_fallback_hold24_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Exit / Hold|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01O_logreg_a_base_no_fallback_hold9_session_late_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01O_logreg_a_base_no_fallback_hold9_session_late_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01M_logreg_a_base_no_fallback_hold9_session_early_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01M_logreg_a_base_no_fallback_hold9_session_early_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01P_logreg_a_base_no_fallback_hold9_session_mid_first_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01P_logreg_a_base_no_fallback_hold9_session_mid_first_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01Q_logreg_a_base_no_fallback_hold9_session_mid_second_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01Q_logreg_a_base_no_fallback_hold9_session_mid_second_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01R_logreg_a_base_fallback_bmacro_hold9_session_mid_second_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01R_logreg_a_base_fallback_bmacro_hold9_session_mid_second_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging|Negative Memory,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01S_logreg_a_base_no_fallback_hold9_session_mid_second_first_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01S_logreg_a_base_no_fallback_hold9_session_mid_second_first_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01T_logreg_a_base_no_fallback_hold9_session_mid_second_second_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01T_logreg_a_base_no_fallback_hold9_session_mid_second_second_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01U_logreg_a_base_no_fallback_hold9_session_mid_second_second_first_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01U_logreg_a_base_no_fallback_hold9_session_mid_second_second_first_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01V_logreg_a_base_no_fallback_hold9_session_mid_second_second_second_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01V_logreg_a_base_no_fallback_hold9_session_mid_second_second_second_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01W_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_190_210_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01W_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_190_210_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01X_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_195_215_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01X_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_195_215_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01Y_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_200_220_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01Y_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_200_220_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01Z_logreg_a_base_no_fallback_hold6_session_mid_second_overlap_200_220_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01Z_logreg_a_base_no_fallback_hold6_session_mid_second_overlap_200_220_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01AA_logreg_a_base_no_fallback_hold12_session_mid_second_overlap_200_220_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01AA_logreg_a_base_no_fallback_hold12_session_mid_second_overlap_200_220_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01AB_logreg_a_strict_margin025_no_fallback_hold9_session_mid_second_overlap_200_220_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01AB_logreg_a_strict_margin025_no_fallback_hold9_session_mid_second_overlap_200_220_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run01AC_logreg_a_strict_prob_no_fallback_hold9_session_mid_second_overlap_200_220_v1,10_alpha_scout__default_split_model_threshold_scan,10,run_registry,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01AC_logreg_a_strict_prob_no_fallback_hold9_session_mid_second_overlap_200_220_v1,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02A_lgbm_training_method_scout_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1,reviewed,inconclusive_training_method_scout_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02B_lgbm_rank_threshold_scout_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02B_lgbm_rank_threshold_scout_v1,reviewed,inconclusive_lgbm_rank_threshold_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02C_lgbm_long_only_direction_isolation_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02C_lgbm_long_only_direction_isolation_v1,reviewed,inconclusive_long_only_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02D_lgbm_short_only_direction_isolation_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02D_lgbm_short_only_direction_isolation_v1,reviewed,inconclusive_short_only_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02E_lgbm_extreme_confidence_rejection_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02E_lgbm_extreme_confidence_rejection_v1,reviewed,inconclusive_extreme_confidence_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02F_lgbm_calm_trend_context_gate_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02F_lgbm_calm_trend_context_gate_v1,reviewed,inconclusive_context_gate_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02G_lgbm_long_pullback_salvage_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02G_lgbm_long_pullback_salvage_v1,reviewed,inconclusive_long_pullback_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02H_lgbm_bull_trend_long_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02H_lgbm_bull_trend_long_v1,reviewed,inconclusive_bull_trend_long_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02I_lgbm_low_vol_extreme_confidence_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02I_lgbm_low_vol_extreme_confidence_v1,reviewed,inconclusive_low_vol_extreme_confidence_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02J_lgbm_balanced_midband_context_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02J_lgbm_balanced_midband_context_v1,reviewed,inconclusive_balanced_midband_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02K_lgbm_quiet_return_zscore_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02K_lgbm_quiet_return_zscore_v1,reviewed,inconclusive_quiet_return_zscore_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02L_lgbm_range_compression_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02L_lgbm_range_compression_v1,reviewed,inconclusive_range_compression_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02M_lgbm_high_vol_momentum_alignment_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02M_lgbm_high_vol_momentum_alignment_v1,reviewed,inconclusive_high_vol_momentum_alignment_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02N_lgbm_squeeze_breakout_probe_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02N_lgbm_squeeze_breakout_probe_v1,reviewed,inconclusive_squeeze_breakout_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02O_lgbm_bull_vortex_long_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02O_lgbm_bull_vortex_long_v1,reviewed,inconclusive_bull_vortex_long_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02P_lgbm_bear_vortex_short_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02P_lgbm_bear_vortex_short_v1,reviewed,inconclusive_bear_vortex_short_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging|Negative Memory,negative_memory,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02Q_lgbm_bear_vortex_short_density_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02Q_lgbm_bear_vortex_short_density_v1,reviewed,inconclusive_bear_vortex_short_density_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging|Negative Memory,negative_memory,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02R_lgbm_long_pullback_adx_repair_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02R_lgbm_long_pullback_adx_repair_v1,reviewed,inconclusive_long_pullback_adx_repair_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02S_lgbm_squeeze_density_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02S_lgbm_squeeze_density_v1,reviewed,inconclusive_squeeze_density_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
