run_id,input_path,exists,sha256,source_run_id,effect,claim_boundary
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/tester_set_manifest.csv,True,b0ca50b8884b5235f5e3c3aaabba467ad167024f07823101e1e5e16b380ecb3c,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/tester_ini_manifest.csv,True,b0334a2cfe1acdf724aaf046c9599ef484d796fa9534954da8628c35eca185d4,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/mt5_compile_result.json,True,809d5b6f6ba21d1822a33f462cada4f2b2ebd21cb44f949fb70ad97fcc0b9578,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/portable_ea_sync.json,True,c593b119fde27590eb7c759078edde7999f3b01adbd276879ce2814574d4f7c7,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/backtest_forensics_receipt.json,True,b87eecc16faaa087b82ebccf1e31cf2b0700e2969000cb17708838819d61eafa,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_parity_receipt.json,True,b02ef05b707c59d843ea35739509c2ecf58710c91d63e7650ae907a479965594,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/artifact_lineage_receipt.json,True,bbf9b7c9ef45e7a0e479e3e5af86682f57ca0a1b7038add5dc8ed94b837dc0a6,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BH/selected_proxy_candidate.json,True,bf3f923d882be24aff8a7b9d3e445dc306d9ab43b56d7e936824e71cb394618e,run364BH_to_BI_h19_proxy_chain,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BH/expected_tapes/selected_trade_tape.csv,True,0cf2101cd6914211c7d3f92af061b9cdfa13ac5cb067aadf11e2ab77110ce8cf,run364BH_to_BI_h19_proxy_chain,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_telemetry/run364BJ_h19_opp_margin_bh02_telemetry.csv,True,bafd977ab4e6a5060d84b04c22ed438653ef8f64f38d943dd5681cfff8bf2195,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_telemetry/run364BJ_h19_opp_margin_bh02_summary.csv,True,84b9869957b111bceb7961590c01c8f4bca0ce3bcb119b15cf95b549ff499fe2,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/final_decision.json,True,085d8b47f24c1b276cd1b62940278e00dc0adc1190d972c62cb1a9acc61b0768,run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stage_pipelines/stage364/review_h19_opposite_margin_runtime_probe_without_db.py,True,bd5ca3922f4a7b41c75326592497bb2a64cffa058b8e3ac6912d6fd34bd1661d,,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
