protocol_id,branch_id,branch_name,dimension,proxy_source,mt5_source,source_independence,usable_for_independent_forward_read,usable_for_diagnostic_consistency,reason
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
