row_id,stage_id,run_id,view,tier_scope,scoreboard,status,judgment,evidence_boundary,report_path,notes
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q02_tier_a_validation_is,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q02_tier_a_validation_is,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q02_tier_a_oos,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q02_tier_a_oos,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q02_tier_b_validation_is,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q02_tier_b_validation_is,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q02_tier_b_oos,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q02_tier_b_oos,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q03_tier_a_validation_is,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q03_tier_a_validation_is,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q03_tier_a_oos,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q03_tier_a_oos,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q03_tier_b_validation_is,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q03_tier_b_validation_is,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q03_tier_b_oos,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q03_tier_b_oos,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q04_tier_a_validation_is,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q04_tier_a_validation_is,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q04_tier_a_oos,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q04_tier_a_oos,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q04_tier_b_validation_is,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q04_tier_b_validation_is,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272C_time_risk_router_mt5_signal_replay_v1__mt5_q04_tier_b_oos,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272C_time_risk_router_mt5_signal_replay_v1,mt5_q04_tier_b_oos,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run272D_review_time_risk_router_mt5_probe_v1__q01_tier_a,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q01_tier_a,Tier A,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,reference_control_only,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,"base router is reference evidence only, not a candidate."
run272D_review_time_risk_router_mt5_probe_v1__q01_tier_b,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q01_tier_b,Tier B,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,reference_control_only,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,"base router is reference evidence only, not a candidate."
run272D_review_time_risk_router_mt5_probe_v1__q02_tier_a,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q02_tier_a,Tier A,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,watch_but_not_survivor_due_to_pf_or_dd,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,Net stayed positive but PF/drawdown quality is not strong enough.
run272D_review_time_risk_router_mt5_probe_v1__q02_tier_b,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q02_tier_b,Tier B,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,watch_but_not_survivor_due_to_pf_or_dd,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,Net stayed positive but PF/drawdown quality is not strong enough.
run272D_review_time_risk_router_mt5_probe_v1__q03_tier_a,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q03_tier_a,Tier A,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,watch_but_not_survivor_due_to_pf_or_dd,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,Net stayed positive but PF/drawdown quality is not strong enough.
run272D_review_time_risk_router_mt5_probe_v1__q03_tier_b,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q03_tier_b,Tier B,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,watch_but_not_survivor_due_to_pf_or_dd,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,Net stayed positive but PF/drawdown quality is not strong enough.
run272D_review_time_risk_router_mt5_probe_v1__q04_tier_a,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q04_tier_a,Tier A,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,pressure_survivor_for_stability_validation,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,"PF, net, expectancy, and trade count survived first runtime pressure."
run272D_review_time_risk_router_mt5_probe_v1__q04_tier_b,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272D_review_time_risk_router_mt5_probe_v1,mt5_probe_review_q04_tier_b,Tier B,runtime_probe_review,completed_time_risk_router_mt5_probe_review_no_candidate_selection,pressure_survivor_for_stability_validation,pressure_survivor_or_failure_memory_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/run272D_report.md,"PF, net, expectancy, and trade count survived first runtime pressure."
run272E_close_stage272_open_stage273_stability_validation_v1__stage_handoff,272_onnx_candidate_campaign__time_risk_router_pressure_probe,run272E_close_stage272_open_stage273_stability_validation_v1,stage_closeout_stage273_open,Tier A+B pressure survivor handoff,stage_handoff,completed_stage272_closeout_stage273_stability_validation_open_no_candidate_selection,stage272_pressure_survivor_handoff_stage273_opened_no_candidate_selection,stage_transition_no_candidate,stages/272_onnx_candidate_campaign__time_risk_router_pressure_probe/03_reviews/stage272_closeout_stage273_stability_validation_handoff.md,target_stage=273_onnx_candidate_campaign__time_risk_router_stability_validation;next_action=run273A_design_time_risk_router_stability_validation_packet.
