stage_id,run_id,parent_run_id,run_date,status,judgment,decision,next_run_id,primary_artifact,report_path,gate_passes,gate_total,claim_boundary,view,tier,metric_scope,candidate_model_id,net_profit,profit_factor,drawdown,recovery_factor,trade_count,result_status,sample_rows,feature_count,matched_rows,expectancy,attempt_count
342_session_long_firewall__early_long_filter_mt5_probe,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342D_session_long_firewall_reviewed_profit_quality_clue_trade_shape_blocked_no_selection,hard_early_long_firewall_improves_profit_quality_but_trade_count_and_long_short_balance_block_selection,stage342D_open_run342E_soft_session_long_firewall_pressure_package,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342D/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342D_f01_session_long_firewall_mt5_probe_review.md,9,9,research_development_review_only_f01_session_long_firewall_mt5_probe_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
342_session_long_firewall__early_long_filter_mt5_probe,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342D_session_long_firewall_reviewed_profit_quality_clue_trade_shape_blocked_no_selection,hard_early_long_firewall_improves_profit_quality_but_trade_count_and_long_short_balance_block_selection,stage342D_open_run342E_soft_session_long_firewall_pressure_package,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342D/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342D_f01_session_long_firewall_mt5_probe_review.md,9,9,research_development_review_only_f01_session_long_firewall_mt5_probe_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_e04_q09_blk_early_long,151.49,3.47,99.31,1.53,23.0,"positive_profit_quality_clue_selection_blocked(수익 품질 긍정 단서, 선정 차단)",,,29135.0,6.59,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342E_soft_session_long_firewall_mt5_probe_package_materialized_no_selection,soft_session_long_firewall_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342E_open_run342F_execute_soft_session_long_firewall_probe,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342E/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342E_soft_session_long_firewall_probe_package.md,10,10,research_development_soft_session_long_firewall_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,runtime_probe_package_only_no_new_kpi,logreg_balanced_c025_q01_q09_session_long_firewall_pack,,,,,,"mt5_probe_package_ready_runtime_execution_required(MT5 탐침 패키지 준비, 런타임 실행 필요)",5827.0,53.0,,,7.0
342_session_long_firewall__early_long_filter_mt5_probe,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342E_soft_session_long_firewall_mt5_probe_package_materialized_no_selection,soft_session_long_firewall_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342E_open_run342F_execute_soft_session_long_firewall_probe,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342E/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342E_soft_session_long_firewall_probe_package.md,10,10,research_development_soft_session_long_firewall_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
342_session_long_firewall__early_long_filter_mt5_probe,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342E_soft_session_long_firewall_mt5_probe_package_materialized_no_selection,soft_session_long_firewall_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342E_open_run342F_execute_soft_session_long_firewall_probe,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342E/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342E_soft_session_long_firewall_probe_package.md,10,10,research_development_soft_session_long_firewall_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_q01_q09_session_long_firewall_pack,,,,,,"mt5_probe_package_ready_runtime_execution_required(MT5 탐침 패키지 준비, 런타임 실행 필요)",5827.0,53.0,,,7.0
342_session_long_firewall__early_long_filter_mt5_probe,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,2026-06-01,completed_stage342F_soft_session_long_firewall_mt5_probe_executed_review_required_no_selection,mt5_soft_session_long_firewall_probe_outputs_available_review_required_no_selection,stage342F_open_run342G_review_soft_session_long_firewall_probe,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342F/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342F_soft_session_long_firewall_mt5_probe.md,9,9,research_development_soft_session_long_firewall_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe,,151.49,3.47,,1.53,23.0,mt5_soft_session_long_firewall_probe_outputs_available_review_required_no_selection,,,40789.0,,7.0
342_session_long_firewall__early_long_filter_mt5_probe,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,2026-06-01,completed_stage342F_soft_session_long_firewall_mt5_probe_executed_review_required_no_selection,mt5_soft_session_long_firewall_probe_outputs_available_review_required_no_selection,stage342F_open_run342G_review_soft_session_long_firewall_probe,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342F/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342F_soft_session_long_firewall_mt5_probe.md,9,9,research_development_soft_session_long_firewall_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
342_session_long_firewall__early_long_filter_mt5_probe,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,2026-06-01,completed_stage342F_soft_session_long_firewall_mt5_probe_executed_review_required_no_selection,mt5_soft_session_long_firewall_probe_outputs_available_review_required_no_selection,stage342F_open_run342G_review_soft_session_long_firewall_probe,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342F/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342F_soft_session_long_firewall_mt5_probe.md,9,9,research_development_soft_session_long_firewall_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,,151.49,3.47,,1.53,23.0,same_as_tier_a_until_tier_b_available,,,40789.0,,7.0
342_session_long_firewall__early_long_filter_mt5_probe,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342G_soft_firewall_reviewed_no_trade_shape_recovery_no_selection,soft_window_does_not_recover_trade_count_hard_firewall_profit_quality_clue_preserved_no_selection,stage342G_open_run342H_early_long_quality_margin_mix_package,run342H_materialize_early_long_quality_margin_mix_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342G/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342G_soft_session_long_firewall_mt5_probe_review.md,9,9,research_development_review_only_soft_session_long_firewall_mt5_probe_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe_review,logreg_balanced_c025_e04_q09_blk_early45,151.49,3.47,99.31,1.53,23.0,"negative_boundary_with_preserved_profit_clue_no_selection(수익 단서 보존 부정 경계, 선정 없음)",,,40789.0,6.59,7.0
342_session_long_firewall__early_long_filter_mt5_probe,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342G_soft_firewall_reviewed_no_trade_shape_recovery_no_selection,soft_window_does_not_recover_trade_count_hard_firewall_profit_quality_clue_preserved_no_selection,stage342G_open_run342H_early_long_quality_margin_mix_package,run342H_materialize_early_long_quality_margin_mix_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342G/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342G_soft_session_long_firewall_mt5_probe_review.md,9,9,research_development_review_only_soft_session_long_firewall_mt5_probe_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
342_session_long_firewall__early_long_filter_mt5_probe,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,run342F_execute_soft_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342G_soft_firewall_reviewed_no_trade_shape_recovery_no_selection,soft_window_does_not_recover_trade_count_hard_firewall_profit_quality_clue_preserved_no_selection,stage342G_open_run342H_early_long_quality_margin_mix_package,run342H_materialize_early_long_quality_margin_mix_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342G/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342G_soft_session_long_firewall_mt5_probe_review.md,9,9,research_development_review_only_soft_session_long_firewall_mt5_probe_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_e04_q09_blk_early45,151.49,3.47,99.31,1.53,23.0,"negative_boundary_with_preserved_profit_clue_no_selection(수익 단서 보존 부정 경계, 선정 없음)",,,40789.0,6.59,7.0
342_session_long_firewall__early_long_filter_mt5_probe,run342H_materialize_early_long_quality_margin_mix_mt5_probe_package_without_db_v1,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342H_early_long_quality_margin_mix_mt5_probe_package_materialized_no_selection,early_long_quality_margin_mix_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342H_open_run342I_execute_early_long_quality_margin_mix_probe,run342I_execute_early_long_quality_margin_mix_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342H/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342H_early_long_quality_margin_mix_probe_package.md,10,10,research_development_early_long_quality_margin_mix_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,runtime_probe_package_only_no_new_kpi,logreg_balanced_c025_q01_q09_session_long_firewall_pack,,,,,,"mt5_probe_package_ready_runtime_execution_required(MT5 탐침 패키지 준비, 런타임 실행 필요)",5827.0,53.0,,,8.0
342_session_long_firewall__early_long_filter_mt5_probe,run342H_materialize_early_long_quality_margin_mix_mt5_probe_package_without_db_v1,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342H_early_long_quality_margin_mix_mt5_probe_package_materialized_no_selection,early_long_quality_margin_mix_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342H_open_run342I_execute_early_long_quality_margin_mix_probe,run342I_execute_early_long_quality_margin_mix_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342H/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342H_early_long_quality_margin_mix_probe_package.md,10,10,research_development_early_long_quality_margin_mix_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
342_session_long_firewall__early_long_filter_mt5_probe,run342H_materialize_early_long_quality_margin_mix_mt5_probe_package_without_db_v1,run342G_review_soft_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342H_early_long_quality_margin_mix_mt5_probe_package_materialized_no_selection,early_long_quality_margin_mix_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342H_open_run342I_execute_early_long_quality_margin_mix_probe,run342I_execute_early_long_quality_margin_mix_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342H/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342H_early_long_quality_margin_mix_probe_package.md,10,10,research_development_early_long_quality_margin_mix_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_q01_q09_session_long_firewall_pack,,,,,,"mt5_probe_package_ready_runtime_execution_required(MT5 탐침 패키지 준비, 런타임 실행 필요)",5827,53,,,8
