scaffold_id,package_family,package_id,family_scaffold_artifact,source_package_artifact,source_review_artifact,required_input_identity,required_output_schema,preflight_checks,blocked_if,execution_ready,execution_status,model_training_allowed,mt5_execution_allowed,selection_allowed,forward_decision_allowed,runtime_authority_allowed,result_ingestion_status,next_review_required,forbidden,claim_boundary
run337J_03_001,core56,core56_source_inventory_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/core56_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/core56_asof_repair_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/core56_package_review.csv,source_inventory.csv;asof_join_contract.json;feature_handoff_snapshot.csv;proxy_expected_values.csv;fresh_mt5_probe_package.csv,core56_source_inventory.csv;core56_asof_join_audit.csv;feature_handoff_snapshot.csv;core56_proxy_expected_package.csv;core56_fresh_mt5_probe_package.csv,source_inventory;asof_join_audit;feature_handoff_snapshot;full_family_claim_block,full-family robustness;core56 KPI;Forward Passed;runtime authority;Goal Achieve,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_002,core56,core56_asof_join_contract_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/core56_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/core56_asof_repair_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/core56_package_review.csv,source_inventory.csv;asof_join_contract.json;feature_handoff_snapshot.csv;proxy_expected_values.csv;fresh_mt5_probe_package.csv,core56_source_inventory.csv;core56_asof_join_audit.csv;feature_handoff_snapshot.csv;core56_proxy_expected_package.csv;core56_fresh_mt5_probe_package.csv,source_inventory;asof_join_audit;feature_handoff_snapshot;full_family_claim_block,full-family robustness;core56 KPI;Forward Passed;runtime authority;Goal Achieve,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_003,core56,core56_feature_handoff_snapshot_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/core56_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/core56_asof_repair_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/core56_package_review.csv,source_inventory.csv;asof_join_contract.json;feature_handoff_snapshot.csv;proxy_expected_values.csv;fresh_mt5_probe_package.csv,core56_source_inventory.csv;core56_asof_join_audit.csv;feature_handoff_snapshot.csv;core56_proxy_expected_package.csv;core56_fresh_mt5_probe_package.csv,source_inventory;asof_join_audit;feature_handoff_snapshot;full_family_claim_block,full-family robustness;core56 KPI;Forward Passed;runtime authority;Goal Achieve,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_004,core56,core56_proxy_expected_generation_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/core56_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/core56_asof_repair_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/core56_package_review.csv,source_inventory.csv;asof_join_contract.json;feature_handoff_snapshot.csv;proxy_expected_values.csv;fresh_mt5_probe_package.csv,core56_source_inventory.csv;core56_asof_join_audit.csv;feature_handoff_snapshot.csv;core56_proxy_expected_package.csv;core56_fresh_mt5_probe_package.csv,source_inventory;asof_join_audit;feature_handoff_snapshot;full_family_claim_block,full-family robustness;core56 KPI;Forward Passed;runtime authority;Goal Achieve,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_005,core56,core56_fresh_mt5_probe_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/core56_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/core56_asof_repair_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/core56_package_review.csv,source_inventory.csv;asof_join_contract.json;feature_handoff_snapshot.csv;proxy_expected_values.csv;fresh_mt5_probe_package.csv,core56_source_inventory.csv;core56_asof_join_audit.csv;feature_handoff_snapshot.csv;core56_proxy_expected_package.csv;core56_fresh_mt5_probe_package.csv,source_inventory;asof_join_audit;feature_handoff_snapshot;full_family_claim_block,full-family robustness;core56 KPI;Forward Passed;runtime authority;Goal Achieve,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_001,cost_curve,cost_ladder_stress_gate_extraction_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/cost_direction_curve_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/cost_direction_curve_extraction_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/cost_direction_curve_package_review.csv,trade_ledger_parser;cost_ladder_builder;side_source_attributor;rolling_curve_pocket_scanner;lot_normalizer;regime_slice_joiner,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,cost_stress;spread_slippage;D_B_source;long_short;curve_pocket;lot_normalized;regime_slice,"cost flip, side/source collapse, curve pocket dominance, lot-only improvement, or regime concentration",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_002,cost_curve,direction_symmetry_gate_extraction_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/cost_direction_curve_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/cost_direction_curve_extraction_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/cost_direction_curve_package_review.csv,trade_ledger_parser;cost_ladder_builder;side_source_attributor;rolling_curve_pocket_scanner;lot_normalizer;regime_slice_joiner,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,cost_stress;spread_slippage;D_B_source;long_short;curve_pocket;lot_normalized;regime_slice,"cost flip, side/source collapse, curve pocket dominance, lot-only improvement, or regime concentration",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_003,cost_curve,curve_pocket_gate_extraction_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/cost_direction_curve_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/cost_direction_curve_extraction_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/cost_direction_curve_package_review.csv,trade_ledger_parser;cost_ladder_builder;side_source_attributor;rolling_curve_pocket_scanner;lot_normalizer;regime_slice_joiner,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,cost_stress;spread_slippage;D_B_source;long_short;curve_pocket;lot_normalized;regime_slice,"cost flip, side/source collapse, curve pocket dominance, lot-only improvement, or regime concentration",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_004,cost_curve,lot_normalized_gate_extraction_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/cost_direction_curve_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/cost_direction_curve_extraction_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/cost_direction_curve_package_review.csv,trade_ledger_parser;cost_ladder_builder;side_source_attributor;rolling_curve_pocket_scanner;lot_normalizer;regime_slice_joiner,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,cost_stress;spread_slippage;D_B_source;long_short;curve_pocket;lot_normalized;regime_slice,"cost flip, side/source collapse, curve pocket dominance, lot-only improvement, or regime concentration",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_005,cost_curve,regime_slice_gate_extraction_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/cost_direction_curve_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/cost_direction_curve_extraction_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/cost_direction_curve_package_review.csv,trade_ledger_parser;cost_ladder_builder;side_source_attributor;rolling_curve_pocket_scanner;lot_normalizer;regime_slice_joiner,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,cost_stress;spread_slippage;D_B_source;long_short;curve_pocket;lot_normalized;regime_slice,"cost flip, side/source collapse, curve pocket dominance, lot-only improvement, or regime concentration",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
