protocol_id,branch_id,branch_name,dimension,proxy_field,mt5_field,difference_field,tolerance_policy,usable_if,not_usable_if,claim_boundary
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,session_hour_regime,proxy_expected_session_hour_regime,mt5_runtime_session_hour_regime,proxy_minus_mt5_session_hour_regime,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,long_short_attribution,proxy_expected_long_short_attribution,mt5_runtime_long_short_attribution,proxy_minus_mt5_long_short_attribution,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,net_profit,proxy_expected_net_profit,mt5_runtime_net_profit,proxy_minus_mt5_net_profit,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,profit_factor,proxy_expected_profit_factor,mt5_runtime_profit_factor,proxy_minus_mt5_profit_factor,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,max_drawdown,proxy_expected_max_drawdown,mt5_runtime_max_drawdown,proxy_minus_mt5_max_drawdown,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,trades_per_day,proxy_expected_trades_per_day,mt5_runtime_trades_per_day,proxy_minus_mt5_trades_per_day,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,expectancy,proxy_expected_expectancy,mt5_runtime_expectancy,proxy_minus_mt5_expectancy,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,recovery_factor,proxy_expected_recovery_factor,mt5_runtime_recovery_factor,proxy_minus_mt5_recovery_factor,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,curve_pocket,proxy_expected_curve_pocket,mt5_runtime_curve_pocket,proxy_minus_mt5_curve_pocket,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,underwater_stretch,proxy_expected_underwater_stretch,mt5_runtime_underwater_stretch,proxy_minus_mt5_underwater_stretch,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,lot_normalized_result,proxy_expected_lot_normalized_result,mt5_runtime_lot_normalized_result,proxy_minus_mt5_lot_normalized_result,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,spread_slippage_stress,proxy_expected_spread_slippage_stress,mt5_runtime_spread_slippage_stress,proxy_minus_mt5_spread_slippage_stress,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,session_hour_regime,proxy_expected_session_hour_regime,mt5_runtime_session_hour_regime,proxy_minus_mt5_session_hour_regime,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,long_short_attribution,proxy_expected_long_short_attribution,mt5_runtime_long_short_attribution,proxy_minus_mt5_long_short_attribution,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,net_profit,proxy_expected_net_profit,mt5_runtime_net_profit,proxy_minus_mt5_net_profit,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,profit_factor,proxy_expected_profit_factor,mt5_runtime_profit_factor,proxy_minus_mt5_profit_factor,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,max_drawdown,proxy_expected_max_drawdown,mt5_runtime_max_drawdown,proxy_minus_mt5_max_drawdown,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,trades_per_day,proxy_expected_trades_per_day,mt5_runtime_trades_per_day,proxy_minus_mt5_trades_per_day,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,expectancy,proxy_expected_expectancy,mt5_runtime_expectancy,proxy_minus_mt5_expectancy,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,recovery_factor,proxy_expected_recovery_factor,mt5_runtime_recovery_factor,proxy_minus_mt5_recovery_factor,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,curve_pocket,proxy_expected_curve_pocket,mt5_runtime_curve_pocket,proxy_minus_mt5_curve_pocket,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,underwater_stretch,proxy_expected_underwater_stretch,mt5_runtime_underwater_stretch,proxy_minus_mt5_underwater_stretch,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,lot_normalized_result,proxy_expected_lot_normalized_result,mt5_runtime_lot_normalized_result,proxy_minus_mt5_lot_normalized_result,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,spread_slippage_stress,proxy_expected_spread_slippage_stress,mt5_runtime_spread_slippage_stress,proxy_minus_mt5_spread_slippage_stress,dimension_specific_or_explain_difference_with_logged_runtime_cost_fill_session_or_handoff_evidence,usable_only_after_proxy_expected_values_and_mt5_runtime_probe_results_exist_and_difference_is_explained_by_logged_identity_cost_fill_session_or_handoff_evidence,proxy_missing_or_mt5_missing_or_difference_unexplained_or_identity_drift_detected,research_development_only_stage335I_proxy_mt5_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
