row_id,stage_id,run_id,view,tier_scope,scoreboard,status,judgment,evidence_boundary,report_path,notes
run274C_materialize_post_q04_failure_scoring_handoff_inputs_v1__cp274B_month_regime_resilience_surface,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274C_materialize_post_q04_failure_scoring_handoff_inputs_v1,scoring_handoff_input_spec_cp274B_month_regime_resilience_surface,Tier A/B paired input boundary,structural_scout,completed_post_q04_failure_scoring_handoff_input_materialization_no_candidate_selection,complete,input_materialization_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274C_report.md,handoff_skeleton_hash=832258e2c77593de330e41f56ad9f3c250964bda1695d3fb8bb6b313f254bf4c
run274C_materialize_post_q04_failure_scoring_handoff_inputs_v1__cp274C_drawdown_recovery_context_router,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274C_materialize_post_q04_failure_scoring_handoff_inputs_v1,scoring_handoff_input_spec_cp274C_drawdown_recovery_context_router,Tier A/B paired input boundary,structural_scout,completed_post_q04_failure_scoring_handoff_input_materialization_no_candidate_selection,complete,input_materialization_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274C_report.md,handoff_skeleton_hash=7166f0d9f73d97b42edd59b9e453995cc9d4fd953b68c7176dcde9f0c4b5167d
run274C_materialize_post_q04_failure_scoring_handoff_inputs_v1__cp274D_q04_failure_boundary_control,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274C_materialize_post_q04_failure_scoring_handoff_inputs_v1,scoring_handoff_input_spec_cp274D_q04_failure_boundary_control,Tier A/B paired input boundary,structural_scout,completed_post_q04_failure_scoring_handoff_input_materialization_no_candidate_selection,complete,input_materialization_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274C_report.md,handoff_skeleton_hash=ff2cf5372d604c953f4296c3eef8c7ce66a6ef2f5cc48ff90a501355d7a477a7
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274A_session_loss_asymmetry_router__Tier_A_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A separate_cp274A_session_loss_asymmetry_router,Tier A separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24237942;score_table_hash=ad78706ab8d225e87768f05292b9a2887415931ca1b4ebdf86387245dce04f40
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274A_session_loss_asymmetry_router__Tier_B_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier B separate_cp274A_session_loss_asymmetry_router,Tier B separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24237942;score_table_hash=ad78706ab8d225e87768f05292b9a2887415931ca1b4ebdf86387245dce04f40
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274A_session_loss_asymmetry_router__Tier_AplusB_combined,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A+B combined_cp274A_session_loss_asymmetry_router,Tier A+B combined,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24237942;score_table_hash=ad78706ab8d225e87768f05292b9a2887415931ca1b4ebdf86387245dce04f40
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274B_month_regime_resilience_surface__Tier_A_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A separate_cp274B_month_regime_resilience_surface,Tier A separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.21702036;score_table_hash=ebfaa4c5fa62e3e519eeb5e7acd2168e04ec9ea2b314a2a8c93d498d77b8eaee
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274B_month_regime_resilience_surface__Tier_B_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier B separate_cp274B_month_regime_resilience_surface,Tier B separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.21702036;score_table_hash=ebfaa4c5fa62e3e519eeb5e7acd2168e04ec9ea2b314a2a8c93d498d77b8eaee
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274B_month_regime_resilience_surface__Tier_AplusB_combined,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A+B combined_cp274B_month_regime_resilience_surface,Tier A+B combined,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.21702036;score_table_hash=ebfaa4c5fa62e3e519eeb5e7acd2168e04ec9ea2b314a2a8c93d498d77b8eaee
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274C_drawdown_recovery_context_router__Tier_A_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A separate_cp274C_drawdown_recovery_context_router,Tier A separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24182208;score_table_hash=41ed9dee02a375807cfa6569cc83c5c6b805ecd136ab24dc1e25b4c0d2f0bd15
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274C_drawdown_recovery_context_router__Tier_B_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier B separate_cp274C_drawdown_recovery_context_router,Tier B separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24182208;score_table_hash=41ed9dee02a375807cfa6569cc83c5c6b805ecd136ab24dc1e25b4c0d2f0bd15
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274C_drawdown_recovery_context_router__Tier_AplusB_combined,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A+B combined_cp274C_drawdown_recovery_context_router,Tier A+B combined,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24182208;score_table_hash=41ed9dee02a375807cfa6569cc83c5c6b805ecd136ab24dc1e25b4c0d2f0bd15
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274D_q04_failure_boundary_control__Tier_A_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A separate_cp274D_q04_failure_boundary_control,Tier A separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24237942;score_table_hash=2b758916aa1e380be18940a8f9bafa684f921a7654a7bc0d3e86be3b9a964752
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274D_q04_failure_boundary_control__Tier_B_separate,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier B separate_cp274D_q04_failure_boundary_control,Tier B separate,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24237942;score_table_hash=2b758916aa1e380be18940a8f9bafa684f921a7654a7bc0d3e86be3b9a964752
run274D_execute_post_q04_failure_scoring_materialization_probe_v1__cp274D_q04_failure_boundary_control__Tier_AplusB_combined,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274D_execute_post_q04_failure_scoring_materialization_probe_v1,score_surface_Tier A+B combined_cp274D_q04_failure_boundary_control,Tier A+B combined,structural_scout,completed_post_q04_failure_score_surface_materialization_no_candidate_selection,score_surface_materialized_no_candidate_selection,score_surface_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274D_report.md,active_signal_rate=0.24237942;score_table_hash=2b758916aa1e380be18940a8f9bafa684f921a7654a7bc0d3e86be3b9a964752
run274E_screen_post_q04_failure_score_surfaces_v1__cp274A_session_loss_asymmetry_router,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274E_screen_post_q04_failure_score_surfaces_v1,score_surface_screen_cp274A_session_loss_asymmetry_router,Tier A+B structural screen,structural_scout,completed_post_q04_failure_score_surface_screen_no_survivor_no_candidate_selection,reject_duplicate_or_near_duplicate_signal_surface,screen_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274E_report.md,changed_signal_rate=0.0;new_active_count=0
run274E_screen_post_q04_failure_score_surfaces_v1__cp274B_month_regime_resilience_surface,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274E_screen_post_q04_failure_score_surfaces_v1,score_surface_screen_cp274B_month_regime_resilience_surface,Tier A+B structural screen,structural_scout,completed_post_q04_failure_score_surface_screen_no_survivor_no_candidate_selection,reject_filter_like_trade_reduction_surface,screen_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274E_report.md,changed_signal_rate=0.02535906;new_active_count=0
run274E_screen_post_q04_failure_score_surfaces_v1__cp274C_drawdown_recovery_context_router,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274E_screen_post_q04_failure_score_surfaces_v1,score_surface_screen_cp274C_drawdown_recovery_context_router,Tier A+B structural screen,structural_scout,completed_post_q04_failure_score_surface_screen_no_survivor_no_candidate_selection,reject_duplicate_or_near_duplicate_signal_surface,screen_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274E_report.md,changed_signal_rate=0.00055734;new_active_count=0
run274E_screen_post_q04_failure_score_surfaces_v1__cp274D_q04_failure_boundary_control,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274E_screen_post_q04_failure_score_surfaces_v1,score_surface_screen_cp274D_q04_failure_boundary_control,Tier A+B structural screen,structural_scout,completed_post_q04_failure_score_surface_screen_no_survivor_no_candidate_selection,support_control_reference,screen_only_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/run274E_report.md,changed_signal_rate=0.0;new_active_count=0
run274F_close_stage274_open_stage275_fresh_candidate_construction_v1__stage274_closeout,274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild,run274F_close_stage274_open_stage275_fresh_candidate_construction_v1,stage274_closeout_stage275_open,Tier A+B structural screen closeout,stage_transition,completed_stage274_closeout_stage275_fresh_candidate_construction_open_no_candidate_selection,stage274_filter_like_score_surface_failure_stage275_opened_no_candidate_selection,closeout_no_candidate_no_onnx,stages/274_onnx_candidate_campaign__post_q04_stability_failure_candidate_rebuild/03_reviews/stage274_closeout_stage275_handoff.md,failure_memory_rows=3;target_stage=275_onnx_candidate_campaign__fresh_candidate_construction_after_filter_like_rebuild_failure
