run_id,stage_id,source_run_id,attempt_name,split,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run02AM_lgbm_fwd18_inverse_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02Y_lgbm_fwd18_inverse_rank_threshold_v1,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-21.19,0.85,7,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AM_lgbm_fwd18_inverse_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AM_lgbm_fwd18_inverse_tier_balance_v1_tier_b_fallback_only_oos.htm
run02AM_lgbm_fwd18_inverse_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02Y_lgbm_fwd18_inverse_rank_threshold_v1,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,-81.59,0.76,19,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AM_lgbm_fwd18_inverse_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AM_lgbm_fwd18_inverse_tier_balance_v1_routed_oos.htm
run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,tier_a_only_validation_is,validation,Tier A,tier_only_total,completed,completed,completed,252.29,3.59,4,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1_tier_a_only_validation_is.htm
run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,66.29,1.74,3,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1_tier_b_fallback_only_validation_is.htm
run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,routed_validation_is,validation,Tier A+B,routed_total,completed,completed,completed,479.83,359.08,7,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1_routed_validation_is.htm
run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,0,0,0,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1_tier_a_only_oos.htm
run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,67.22,0,2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1_tier_b_fallback_only_oos.htm
run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,31.98,2.81,2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1_routed_oos.htm
run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,tier_a_only_validation_is,validation,Tier A,tier_only_total,completed,completed,completed,437.01,8.61,7,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1_tier_a_only_validation_is.htm
run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,22.85,1.26,3,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1_tier_b_fallback_only_validation_is.htm
run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,routed_validation_is,validation,Tier A+B,routed_total,completed,completed,completed,385.1,7.22,9,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1_routed_validation_is.htm
run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,241.53,0,2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1_tier_a_only_oos.htm
run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,141.82,0,3,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1_tier_b_fallback_only_oos.htm
run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,352.39,51.13,5,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1_routed_oos.htm
run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,tier_a_only_validation_is,validation,Tier A,tier_only_total,completed,completed,completed,396.8,17.09,8,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1_tier_a_only_validation_is.htm
run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,23.19,1.26,3,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1_tier_b_fallback_only_validation_is.htm
run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,routed_validation_is,validation,Tier A+B,routed_total,completed,completed,completed,376.38,13.38,10,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1_routed_validation_is.htm
run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,239.35,0,2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1_tier_a_only_oos.htm
run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,141.82,0,3,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1_tier_b_fallback_only_oos.htm
run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,294.49,9.17,5,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1/mt5/reports/Project_Obsidian_Prime_v2_run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1_routed_oos.htm
run03F_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,tier_a_only_validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-189.47,0.89,331,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03F_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03F_et_v11_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03F_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,0.48,1,104,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03F_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03F_et_v11_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03F_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,routed_validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-194.48,0.9,444,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03F_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03F_et_v11_tier_balance_mt5_v1_routed_validation_is.htm
run03F_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,399.59,1.44,240,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03F_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03F_et_v11_tier_balance_mt5_v1_tier_a_only_oos.htm
run03F_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,88.69,1.1,100,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03F_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03F_et_v11_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03F_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,546.79,1.47,368,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03F_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03F_et_v11_tier_balance_mt5_v1_routed_oos.htm
