review_id,blueprint_family,source_id,branch_id,subject,missing_fields,coverage_review,forbidden_shortcut_review,order_or_use_review,review_decision,next_required_scaffold,claim_boundary
defense_cost_curve_underwater_gate__regime_slice_gate__gate_review,gate,defense_cost_curve_underwater_gate__regime_slice_gate,defense_cost_curve_underwater_gate,regime_slice_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,regime_slice_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__lot_normalized_gate__gate_review,gate,defense_cost_curve_underwater_gate__lot_normalized_gate,defense_cost_curve_underwater_gate,lot_normalized_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,lot_normalized_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__cost_buffer_gate__gate_review,gate,defense_direction_symmetry_negative_control__cost_buffer_gate,defense_direction_symmetry_negative_control,cost_buffer_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,cost_buffer_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__curve_pocket_gate__gate_review,gate,defense_direction_symmetry_negative_control__curve_pocket_gate,defense_direction_symmetry_negative_control,curve_pocket_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,curve_pocket_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__underwater_stretch_gate__gate_review,gate,defense_direction_symmetry_negative_control__underwater_stretch_gate,defense_direction_symmetry_negative_control,underwater_stretch_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,underwater_stretch_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__direction_attribution_gate__gate_review,gate,defense_direction_symmetry_negative_control__direction_attribution_gate,defense_direction_symmetry_negative_control,direction_attribution_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,direction_attribution_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__regime_slice_gate__gate_review,gate,defense_direction_symmetry_negative_control__regime_slice_gate,defense_direction_symmetry_negative_control,regime_slice_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,regime_slice_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__lot_normalized_gate__gate_review,gate,defense_direction_symmetry_negative_control__lot_normalized_gate,defense_direction_symmetry_negative_control,lot_normalized_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,lot_normalized_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__cost_buffer_gate__gate_review,gate,offense_m48_plain_density_quality_seed__cost_buffer_gate,offense_m48_plain_density_quality_seed,cost_buffer_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,cost_buffer_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__curve_pocket_gate__gate_review,gate,offense_m48_plain_density_quality_seed__curve_pocket_gate,offense_m48_plain_density_quality_seed,curve_pocket_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,curve_pocket_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__underwater_stretch_gate__gate_review,gate,offense_m48_plain_density_quality_seed__underwater_stretch_gate,offense_m48_plain_density_quality_seed,underwater_stretch_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,underwater_stretch_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__direction_attribution_gate__gate_review,gate,offense_m48_plain_density_quality_seed__direction_attribution_gate,offense_m48_plain_density_quality_seed,direction_attribution_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,direction_attribution_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__regime_slice_gate__gate_review,gate,offense_m48_plain_density_quality_seed__regime_slice_gate,offense_m48_plain_density_quality_seed,regime_slice_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,regime_slice_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__lot_normalized_gate__gate_review,gate,offense_m48_plain_density_quality_seed__lot_normalized_gate,offense_m48_plain_density_quality_seed,lot_normalized_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,lot_normalized_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__cost_buffer_gate__gate_review,gate,offense_cost_buffer_feature_interaction_seed__cost_buffer_gate,offense_cost_buffer_feature_interaction_seed,cost_buffer_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,cost_buffer_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__curve_pocket_gate__gate_review,gate,offense_cost_buffer_feature_interaction_seed__curve_pocket_gate,offense_cost_buffer_feature_interaction_seed,curve_pocket_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,curve_pocket_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__underwater_stretch_gate__gate_review,gate,offense_cost_buffer_feature_interaction_seed__underwater_stretch_gate,offense_cost_buffer_feature_interaction_seed,underwater_stretch_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,underwater_stretch_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__direction_attribution_gate__gate_review,gate,offense_cost_buffer_feature_interaction_seed__direction_attribution_gate,offense_cost_buffer_feature_interaction_seed,direction_attribution_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,direction_attribution_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__regime_slice_gate__gate_review,gate,offense_cost_buffer_feature_interaction_seed__regime_slice_gate,offense_cost_buffer_feature_interaction_seed,regime_slice_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,regime_slice_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__lot_normalized_gate__gate_review,gate,offense_cost_buffer_feature_interaction_seed__lot_normalized_gate,offense_cost_buffer_feature_interaction_seed,lot_normalized_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,lot_normalized_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__cost_buffer_gate__gate_review,gate,runtime_parity_probe_bridge_contract__cost_buffer_gate,runtime_parity_probe_bridge_contract,cost_buffer_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,cost_buffer_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__curve_pocket_gate__gate_review,gate,runtime_parity_probe_bridge_contract__curve_pocket_gate,runtime_parity_probe_bridge_contract,curve_pocket_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,curve_pocket_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__underwater_stretch_gate__gate_review,gate,runtime_parity_probe_bridge_contract__underwater_stretch_gate,runtime_parity_probe_bridge_contract,underwater_stretch_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,underwater_stretch_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__direction_attribution_gate__gate_review,gate,runtime_parity_probe_bridge_contract__direction_attribution_gate,runtime_parity_probe_bridge_contract,direction_attribution_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,direction_attribution_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__regime_slice_gate__gate_review,gate,runtime_parity_probe_bridge_contract__regime_slice_gate,runtime_parity_probe_bridge_contract,regime_slice_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,regime_slice_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__lot_normalized_gate__gate_review,gate,runtime_parity_probe_bridge_contract__lot_normalized_gate,runtime_parity_probe_bridge_contract,lot_normalized_gate,,passed,passed,passed,accepted_gate_runner_scaffold_required,lot_normalized_gate_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__session__regime_review,regime,repair_proxy_exclusion_handoff_contract__session,repair_proxy_exclusion_handoff_contract,session,,passed,passed,passed,accepted_regime_attribution_scaffold_required,session_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__hour__regime_review,regime,repair_proxy_exclusion_handoff_contract__hour,repair_proxy_exclusion_handoff_contract,hour,,passed,passed,passed,accepted_regime_attribution_scaffold_required,hour_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__month__regime_review,regime,repair_proxy_exclusion_handoff_contract__month,repair_proxy_exclusion_handoff_contract,month,,passed,passed,passed,accepted_regime_attribution_scaffold_required,month_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__volatility__regime_review,regime,repair_proxy_exclusion_handoff_contract__volatility,repair_proxy_exclusion_handoff_contract,volatility,,passed,passed,passed,accepted_regime_attribution_scaffold_required,volatility_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__ADX__regime_review,regime,repair_proxy_exclusion_handoff_contract__ADX,repair_proxy_exclusion_handoff_contract,ADX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,ADX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__VIX__regime_review,regime,repair_proxy_exclusion_handoff_contract__VIX,repair_proxy_exclusion_handoff_contract,VIX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,VIX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__USD__regime_review,regime,repair_proxy_exclusion_handoff_contract__USD,repair_proxy_exclusion_handoff_contract,USD,,passed,passed,passed,accepted_regime_attribution_scaffold_required,USD_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_proxy_exclusion_handoff_contract__rate__regime_review,regime,repair_proxy_exclusion_handoff_contract__rate,repair_proxy_exclusion_handoff_contract,rate,,passed,passed,passed,accepted_regime_attribution_scaffold_required,rate_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__session__regime_review,regime,defense_cost_curve_underwater_gate__session,defense_cost_curve_underwater_gate,session,,passed,passed,passed,accepted_regime_attribution_scaffold_required,session_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__hour__regime_review,regime,defense_cost_curve_underwater_gate__hour,defense_cost_curve_underwater_gate,hour,,passed,passed,passed,accepted_regime_attribution_scaffold_required,hour_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__month__regime_review,regime,defense_cost_curve_underwater_gate__month,defense_cost_curve_underwater_gate,month,,passed,passed,passed,accepted_regime_attribution_scaffold_required,month_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__volatility__regime_review,regime,defense_cost_curve_underwater_gate__volatility,defense_cost_curve_underwater_gate,volatility,,passed,passed,passed,accepted_regime_attribution_scaffold_required,volatility_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__ADX__regime_review,regime,defense_cost_curve_underwater_gate__ADX,defense_cost_curve_underwater_gate,ADX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,ADX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__VIX__regime_review,regime,defense_cost_curve_underwater_gate__VIX,defense_cost_curve_underwater_gate,VIX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,VIX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__USD__regime_review,regime,defense_cost_curve_underwater_gate__USD,defense_cost_curve_underwater_gate,USD,,passed,passed,passed,accepted_regime_attribution_scaffold_required,USD_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_cost_curve_underwater_gate__rate__regime_review,regime,defense_cost_curve_underwater_gate__rate,defense_cost_curve_underwater_gate,rate,,passed,passed,passed,accepted_regime_attribution_scaffold_required,rate_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__session__regime_review,regime,defense_direction_symmetry_negative_control__session,defense_direction_symmetry_negative_control,session,,passed,passed,passed,accepted_regime_attribution_scaffold_required,session_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__hour__regime_review,regime,defense_direction_symmetry_negative_control__hour,defense_direction_symmetry_negative_control,hour,,passed,passed,passed,accepted_regime_attribution_scaffold_required,hour_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__month__regime_review,regime,defense_direction_symmetry_negative_control__month,defense_direction_symmetry_negative_control,month,,passed,passed,passed,accepted_regime_attribution_scaffold_required,month_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__volatility__regime_review,regime,defense_direction_symmetry_negative_control__volatility,defense_direction_symmetry_negative_control,volatility,,passed,passed,passed,accepted_regime_attribution_scaffold_required,volatility_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
