blueprint_id,branch_id,blueprint_family,blueprint_name,accepted_for_run336H_scaffold,future_scaffold_path,required_materialization,blocked_until,forbidden_use,review_decision,claim_boundary
runtime_parity_probe_bridge_contract__proxy_mt5_diff_table_builder,runtime_parity_probe_bridge_contract,proxy_mt5,proxy_mt5_diff_table_builder,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__proxy_mt5_diff_table_builder.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_negative_control_repair__branch_specific_canary_runner_matrix,cross_branch_negative_control_repair,negative_control,branch_specific_canary_runner_matrix,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__branch_specific_canary_runner_matrix.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_negative_control_repair__negative_control_binding_audit,cross_branch_negative_control_repair,negative_control,negative_control_binding_audit,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__negative_control_binding_audit.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_runtime_usability__proxy_expected_table_schema,cross_branch_runtime_usability,proxy_mt5,proxy_expected_table_schema,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__proxy_expected_table_schema.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_runtime_usability__fresh_mt5_runtime_probe_result_schema,cross_branch_runtime_usability,proxy_mt5,fresh_mt5_runtime_probe_result_schema,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__fresh_mt5_runtime_probe_result_schema.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_runtime_usability__difference_table_schema,cross_branch_runtime_usability,proxy_mt5,difference_table_schema,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__difference_table_schema.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_runtime_usability__usability_decision_template,cross_branch_runtime_usability,proxy_mt5,usability_decision_template,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__usability_decision_template.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_data_integrity__tier_pair_record_runner,cross_branch_data_integrity,tier_integrity,tier_pair_record_runner,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_data_integrity__tier_pair_record_runner.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_data_integrity__future_shift_join_canary_runner,cross_branch_data_integrity,negative_control,future_shift_join_canary_runner,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_data_integrity__future_shift_join_canary_runner.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cross_branch_data_integrity__threshold_lot_freeze_manifest_builder,cross_branch_data_integrity,tier_integrity,threshold_lot_freeze_manifest_builder,true,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_data_integrity__threshold_lot_freeze_manifest_builder.csv,schema_file;runner_precheck;review_receipt;artifact_registry_row,run336H_scaffold_materialized_and_reviewed,model_training;mt5_execution;candidate_selection;Forward_decision;runtime_authority,accepted_for_run336H_runner_scaffold,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
