plan_source,plan_id,branch_id,gate_or_slice_id,schema_name,required_measurement,bucket_policy,required_metrics,allowed_use,forbidden_use,future_runner_blueprint,future_output_table_name,execution_order,source_schema_sha256,predeclared_use,result_status,mt5_execution_status,claim_boundary
curve_pocket,offense_cost_buffer_feature_interaction_seed__curve_pocket_gate,offense_cost_buffer_feature_interaction_seed,curve_pocket_gate,curve_pocket,rolling5;rolling10;rolling20;rolling50 worst pocket,,,attribution_and_failure_memory_only,drop_forward_calendar_dates,curve_pocket_gate_runner,offense_cost_buffer_feature_interaction_seed__curve_pocket_gate_table,before_any_branch_comparison,f452b01495c14c36749ef9d74098fc3c0bea684b9a7b016be07e4d1c7617e003,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
curve_pocket,runtime_parity_probe_bridge_contract__curve_pocket_gate,runtime_parity_probe_bridge_contract,curve_pocket_gate,curve_pocket,rolling5;rolling10;rolling20;rolling50 worst pocket,,,attribution_and_failure_memory_only,drop_forward_calendar_dates,curve_pocket_gate_runner,runtime_parity_probe_bridge_contract__curve_pocket_gate_table,before_any_branch_comparison,f452b01495c14c36749ef9d74098fc3c0bea684b9a7b016be07e4d1c7617e003,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_stretch,repair_proxy_exclusion_handoff_contract__underwater_stretch_gate,repair_proxy_exclusion_handoff_contract,underwater_stretch_gate,underwater_stretch,max underwater stretch;recovery factor;drawdown duration,,,attribution_and_failure_memory_only,read_profit_without_drawdown_duration,underwater_stretch_gate_runner,repair_proxy_exclusion_handoff_contract__underwater_stretch_gate_table,before_any_branch_comparison,8053f1d6757982c85ad72284ed859fee250855ee9d567b94daf7a4d90f94e79e,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_stretch,defense_cost_curve_underwater_gate__underwater_stretch_gate,defense_cost_curve_underwater_gate,underwater_stretch_gate,underwater_stretch,max underwater stretch;recovery factor;drawdown duration,,,attribution_and_failure_memory_only,read_profit_without_drawdown_duration,underwater_stretch_gate_runner,defense_cost_curve_underwater_gate__underwater_stretch_gate_table,before_any_branch_comparison,8053f1d6757982c85ad72284ed859fee250855ee9d567b94daf7a4d90f94e79e,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_stretch,defense_direction_symmetry_negative_control__underwater_stretch_gate,defense_direction_symmetry_negative_control,underwater_stretch_gate,underwater_stretch,max underwater stretch;recovery factor;drawdown duration,,,attribution_and_failure_memory_only,read_profit_without_drawdown_duration,underwater_stretch_gate_runner,defense_direction_symmetry_negative_control__underwater_stretch_gate_table,before_any_branch_comparison,8053f1d6757982c85ad72284ed859fee250855ee9d567b94daf7a4d90f94e79e,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_stretch,offense_m48_plain_density_quality_seed__underwater_stretch_gate,offense_m48_plain_density_quality_seed,underwater_stretch_gate,underwater_stretch,max underwater stretch;recovery factor;drawdown duration,,,attribution_and_failure_memory_only,read_profit_without_drawdown_duration,underwater_stretch_gate_runner,offense_m48_plain_density_quality_seed__underwater_stretch_gate_table,before_any_branch_comparison,8053f1d6757982c85ad72284ed859fee250855ee9d567b94daf7a4d90f94e79e,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_stretch,offense_cost_buffer_feature_interaction_seed__underwater_stretch_gate,offense_cost_buffer_feature_interaction_seed,underwater_stretch_gate,underwater_stretch,max underwater stretch;recovery factor;drawdown duration,,,attribution_and_failure_memory_only,read_profit_without_drawdown_duration,underwater_stretch_gate_runner,offense_cost_buffer_feature_interaction_seed__underwater_stretch_gate_table,before_any_branch_comparison,8053f1d6757982c85ad72284ed859fee250855ee9d567b94daf7a4d90f94e79e,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_stretch,runtime_parity_probe_bridge_contract__underwater_stretch_gate,runtime_parity_probe_bridge_contract,underwater_stretch_gate,underwater_stretch,max underwater stretch;recovery factor;drawdown duration,,,attribution_and_failure_memory_only,read_profit_without_drawdown_duration,underwater_stretch_gate_runner,runtime_parity_probe_bridge_contract__underwater_stretch_gate_table,before_any_branch_comparison,8053f1d6757982c85ad72284ed859fee250855ee9d567b94daf7a4d90f94e79e,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction,repair_proxy_exclusion_handoff_contract__direction_attribution_gate,repair_proxy_exclusion_handoff_contract,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,repair_proxy_exclusion_handoff_contract__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction,defense_cost_curve_underwater_gate__direction_attribution_gate,defense_cost_curve_underwater_gate,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,defense_cost_curve_underwater_gate__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction,defense_direction_symmetry_negative_control__direction_attribution_gate,defense_direction_symmetry_negative_control,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,defense_direction_symmetry_negative_control__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction,offense_m48_plain_density_quality_seed__direction_attribution_gate,offense_m48_plain_density_quality_seed,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,offense_m48_plain_density_quality_seed__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction,offense_cost_buffer_feature_interaction_seed__direction_attribution_gate,offense_cost_buffer_feature_interaction_seed,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,offense_cost_buffer_feature_interaction_seed__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction,runtime_parity_probe_bridge_contract__direction_attribution_gate,runtime_parity_probe_bridge_contract,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,runtime_parity_probe_bridge_contract__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
long_short_attribution,repair_proxy_exclusion_handoff_contract__direction_attribution_gate,repair_proxy_exclusion_handoff_contract,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,repair_proxy_exclusion_handoff_contract__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
long_short_attribution,defense_cost_curve_underwater_gate__direction_attribution_gate,defense_cost_curve_underwater_gate,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,defense_cost_curve_underwater_gate__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
long_short_attribution,defense_direction_symmetry_negative_control__direction_attribution_gate,defense_direction_symmetry_negative_control,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,defense_direction_symmetry_negative_control__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
long_short_attribution,offense_m48_plain_density_quality_seed__direction_attribution_gate,offense_m48_plain_density_quality_seed,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,offense_m48_plain_density_quality_seed__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
long_short_attribution,offense_cost_buffer_feature_interaction_seed__direction_attribution_gate,offense_cost_buffer_feature_interaction_seed,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,offense_cost_buffer_feature_interaction_seed__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
long_short_attribution,runtime_parity_probe_bridge_contract__direction_attribution_gate,runtime_parity_probe_bridge_contract,direction_attribution_gate,direction_attribution,long count;short count;long PnL;short PnL;side DD;side expectancy,,,attribution_and_failure_memory_only,drop_losing_side_after_result,direction_attribution_gate_runner,runtime_parity_probe_bridge_contract__direction_attribution_gate_table,before_any_branch_comparison,83146415af4c1e9f5cda09d3c213e768f7ec9315003e1c1fa515896e6dbffb23,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized,repair_proxy_exclusion_handoff_contract__lot_normalized_gate,repair_proxy_exclusion_handoff_contract,lot_normalized_gate,lot_normalized,lot-normalized net;expectancy;DD;cost stress,,,attribution_and_failure_memory_only,lot_optimization,lot_normalized_gate_runner,repair_proxy_exclusion_handoff_contract__lot_normalized_gate_table,before_any_branch_comparison,ae7b77c7cae29a3e73bef250e1dff398c4294799d5f863b480ca5fe3924bf40b,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized,defense_cost_curve_underwater_gate__lot_normalized_gate,defense_cost_curve_underwater_gate,lot_normalized_gate,lot_normalized,lot-normalized net;expectancy;DD;cost stress,,,attribution_and_failure_memory_only,lot_optimization,lot_normalized_gate_runner,defense_cost_curve_underwater_gate__lot_normalized_gate_table,before_any_branch_comparison,ae7b77c7cae29a3e73bef250e1dff398c4294799d5f863b480ca5fe3924bf40b,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized,defense_direction_symmetry_negative_control__lot_normalized_gate,defense_direction_symmetry_negative_control,lot_normalized_gate,lot_normalized,lot-normalized net;expectancy;DD;cost stress,,,attribution_and_failure_memory_only,lot_optimization,lot_normalized_gate_runner,defense_direction_symmetry_negative_control__lot_normalized_gate_table,before_any_branch_comparison,ae7b77c7cae29a3e73bef250e1dff398c4294799d5f863b480ca5fe3924bf40b,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized,offense_m48_plain_density_quality_seed__lot_normalized_gate,offense_m48_plain_density_quality_seed,lot_normalized_gate,lot_normalized,lot-normalized net;expectancy;DD;cost stress,,,attribution_and_failure_memory_only,lot_optimization,lot_normalized_gate_runner,offense_m48_plain_density_quality_seed__lot_normalized_gate_table,before_any_branch_comparison,ae7b77c7cae29a3e73bef250e1dff398c4294799d5f863b480ca5fe3924bf40b,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
