timestamp,split,source_tier,route_role,first_hit_target,first_hit_bar,label_start_time,label_end_time,entry_price,bracket_return,long_first_state,short_first_state,first_hit_censor_reason
2022-09-01 18:15:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 18:15:00+00:00,2022-09-01 19:15:00+00:00,12080.1,0.0014191161240085953,adverse,favorable,target_favorable_first_hit
2022-09-01 18:20:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 18:20:00+00:00,2022-09-01 19:20:00+00:00,12058.6,0.0014253955013691522,adverse,favorable,target_favorable_first_hit
2022-09-01 18:25:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 18:25:00+00:00,2022-09-01 19:25:00+00:00,12043.6,0.0014332660489565525,adverse,favorable,target_favorable_first_hit
2022-09-01 18:30:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 18:30:00+00:00,2022-09-01 19:30:00+00:00,12024.22,0.0014237001882320644,favorable,adverse,target_favorable_first_hit
2022-09-01 18:35:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 18:35:00+00:00,2022-09-01 19:35:00+00:00,12063.22,0.0014557502426675712,favorable,adverse,target_favorable_first_hit
2022-09-01 18:40:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 18:40:00+00:00,2022-09-01 19:40:00+00:00,12059.1,0.001467228999462397,adverse,favorable,target_favorable_first_hit
2022-09-01 18:45:00+00:00,train,Tier A,tier_a_primary,1,4,2022-09-01 18:45:00+00:00,2022-09-01 19:45:00+00:00,12028.35,0.0014859388750777947,favorable,adverse,target_favorable_first_hit
2022-09-01 18:50:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-01 18:50:00+00:00,2022-09-01 19:50:00+00:00,12036.97,0.0014277686380072625,adverse,favorable,target_favorable_first_hit
2022-09-01 18:55:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 18:55:00+00:00,2022-09-01 19:55:00+00:00,12034.35,0.0013991324684951914,adverse,favorable,target_favorable_first_hit
2022-09-01 19:00:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 19:00:00+00:00,2022-09-01 20:00:00+00:00,12035.1,0.0013701111424199168,favorable,adverse,target_favorable_first_hit
2022-09-01 19:05:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 19:05:00+00:00,2022-09-01 20:05:00+00:00,12053.6,0.001355425105870597,adverse,favorable,target_favorable_first_hit
2022-09-01 19:10:00+00:00,train,Tier A,tier_a_primary,-1,3,2022-09-01 19:10:00+00:00,2022-09-01 20:10:00+00:00,12060.85,0.0013547568945362297,adverse,favorable,target_favorable_first_hit
2022-09-01 19:15:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 19:15:00+00:00,2022-09-01 20:15:00+00:00,12057.1,0.0013068633927403657,favorable,adverse,target_favorable_first_hit
2022-09-01 19:20:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 19:20:00+00:00,2022-09-01 20:20:00+00:00,12060.47,0.0012836018210888953,adverse,favorable,target_favorable_first_hit
2022-09-01 19:25:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 19:25:00+00:00,2022-09-01 20:25:00+00:00,12050.35,0.001253392366195313,favorable,adverse,target_favorable_first_hit
2022-09-01 19:30:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-01 19:30:00+00:00,2022-09-01 20:30:00+00:00,12054.85,0.0012603825617833943,adverse,favorable,target_favorable_first_hit
2022-09-01 19:35:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 19:35:00+00:00,2022-09-01 20:35:00+00:00,12061.1,0.0012259358920347775,adverse,favorable,target_favorable_first_hit
2022-09-01 19:40:00+00:00,train,Tier A,tier_a_primary,-1,4,2022-09-01 19:40:00+00:00,2022-09-01 20:40:00+00:00,12030.6,0.0012571796495682633,adverse,favorable,target_favorable_first_hit
2022-09-01 19:45:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-01 19:45:00+00:00,2022-09-01 20:45:00+00:00,12037.35,0.0012140494653394647,adverse,favorable,target_favorable_first_hit
2022-09-01 19:50:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 19:50:00+00:00,2022-09-01 20:50:00+00:00,12042.72,0.0011806551659110536,adverse,favorable,target_favorable_first_hit
2022-09-01 19:55:00+00:00,train,Tier A,tier_a_primary,1,2,2022-09-01 19:55:00+00:00,2022-09-01 20:55:00+00:00,12018.97,0.0011891938659356624,favorable,adverse,target_favorable_first_hit
2022-09-01 20:00:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 20:00:00+00:00,2022-09-01 21:00:00+00:00,12030.6,0.0011799227552651912,favorable,adverse,target_favorable_first_hit
2022-09-01 20:05:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 20:05:00+00:00,2022-09-01 21:05:00+00:00,12045.6,0.0011961975127424925,favorable,adverse,target_favorable_first_hit
2022-09-01 20:10:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 20:10:00+00:00,2022-09-01 21:10:00+00:00,12065.1,0.0011830368745168018,favorable,adverse,target_favorable_first_hit
2022-09-01 20:15:00+00:00,train,Tier A,tier_a_primary,1,2,2022-09-01 20:15:00+00:00,2022-09-01 21:15:00+00:00,12083.22,0.0011984887979504958,favorable,adverse,target_favorable_first_hit
2022-09-01 20:20:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 20:20:00+00:00,2022-09-01 21:20:00+00:00,12073.6,0.0011698981589548095,favorable,adverse,target_favorable_first_hit
2022-09-01 20:25:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 20:25:00+00:00,2022-09-01 21:25:00+00:00,12097.1,0.0011702832450298773,favorable,adverse,target_favorable_first_hit
2022-09-01 20:30:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-01 20:30:00+00:00,2022-09-01 21:30:00+00:00,12109.47,0.0011804747595874304,adverse,favorable,target_favorable_first_hit
2022-09-01 20:35:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 20:35:00+00:00,2022-09-01 21:35:00+00:00,12109.55,0.0011589879209290986,adverse,favorable,target_favorable_first_hit
2022-09-01 20:40:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-01 20:40:00+00:00,2022-09-01 21:40:00+00:00,12097.52,0.001150729907394691,adverse,favorable,target_favorable_first_hit
2022-09-01 20:45:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 20:45:00+00:00,2022-09-01 21:45:00+00:00,12087.4,0.0011141188915479976,adverse,favorable,target_favorable_first_hit
2022-09-01 20:50:00+00:00,train,Tier A,tier_a_primary,1,3,2022-09-01 20:50:00+00:00,2022-09-01 21:50:00+00:00,12075.4,0.0011051240512205917,favorable,adverse,target_favorable_first_hit
2022-09-01 20:55:00+00:00,train,Tier A,tier_a_primary,1,2,2022-09-01 20:55:00+00:00,2022-09-01 21:55:00+00:00,12070.9,0.0010784797319882272,favorable,adverse,target_favorable_first_hit
2022-09-01 21:00:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 21:00:00+00:00,2022-09-01 22:00:00+00:00,12076.15,0.0010518245929435253,favorable,adverse,target_favorable_first_hit
2022-09-01 21:05:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 21:05:00+00:00,2022-09-01 22:05:00+00:00,12099.9,0.0010904599058142277,adverse,favorable,target_favorable_first_hit
2022-09-01 21:10:00+00:00,train,Tier A,tier_a_primary,0,-1,2022-09-01 21:10:00+00:00,2022-09-01 22:10:00+00:00,12090.4,0.0010893024474112243,same_bar_tie,same_bar_tie,no_favorable_first_hit_or_adverse_first
2022-09-01 21:15:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 21:15:00+00:00,2022-09-01 22:15:00+00:00,12101.15,0.0011079898642455744,favorable,adverse,target_favorable_first_hit
2022-09-01 21:20:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 21:20:00+00:00,2022-09-01 22:20:00+00:00,12113.15,0.001082152622130455,favorable,adverse,target_favorable_first_hit
2022-09-01 21:25:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 21:25:00+00:00,2022-09-01 22:25:00+00:00,12150.65,0.0011423997423447546,favorable,adverse,target_favorable_first_hit
2022-09-01 21:30:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 21:30:00+00:00,2022-09-01 22:30:00+00:00,12165.9,0.001148272117623714,favorable,adverse,target_favorable_first_hit
2022-09-01 21:35:00+00:00,train,Tier A,tier_a_primary,0,-1,2022-09-01 21:35:00+00:00,2022-09-01 22:35:00+00:00,12191.15,0.0011635221940037215,same_bar_tie,same_bar_tie,no_favorable_first_hit_or_adverse_first
2022-09-01 21:40:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 21:40:00+00:00,2022-09-01 22:40:00+00:00,12186.77,0.0012085544528019478,adverse,favorable,target_favorable_first_hit
2022-09-01 21:45:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 21:45:00+00:00,2022-09-01 22:45:00+00:00,12174.9,0.0012007659668844056,favorable,adverse,target_favorable_first_hit
2022-09-01 21:50:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 21:50:00+00:00,2022-09-01 22:50:00+00:00,12167.9,0.0012133046895886957,favorable,adverse,target_favorable_first_hit
2022-09-01 21:55:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-01 21:55:00+00:00,2022-09-01 22:55:00+00:00,12192.6,0.001245186209723625,adverse,favorable,target_favorable_first_hit
2022-09-01 22:00:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-01 22:00:00+00:00,2022-09-01 23:00:00+00:00,12183.4,0.0012534341443138212,favorable,adverse,target_favorable_first_hit
2022-09-02 16:35:00+00:00,train,Tier B,tier_b_fallback,1,1,2022-09-02 16:35:00+00:00,2022-09-02 17:35:00+00:00,12311.45,0.001342752473006658,favorable,adverse,target_favorable_first_hit
2022-09-02 16:40:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 16:40:00+00:00,2022-09-02 17:40:00+00:00,12339.45,0.0013817094987625554,adverse,favorable,target_favorable_first_hit
2022-09-02 16:45:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 16:45:00+00:00,2022-09-02 17:45:00+00:00,12293.95,0.001481733209314131,favorable,adverse,target_favorable_first_hit
2022-09-02 16:50:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 16:50:00+00:00,2022-09-02 17:50:00+00:00,12326.5,0.0014847661933129889,favorable,adverse,target_favorable_first_hit
2022-09-02 16:55:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 16:55:00+00:00,2022-09-02 17:55:00+00:00,12332.95,0.0014831096449711761,adverse,favorable,target_favorable_first_hit
2022-09-02 17:00:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 17:00:00+00:00,2022-09-02 18:00:00+00:00,12299.57,0.001547800923507776,adverse,favorable,target_favorable_first_hit
2022-09-02 17:05:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 17:05:00+00:00,2022-09-02 18:05:00+00:00,12275.95,0.0015968198082777503,favorable,adverse,target_favorable_first_hit
2022-09-02 17:10:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 17:10:00+00:00,2022-09-02 18:10:00+00:00,12307.7,0.00162056353134869,favorable,adverse,target_favorable_first_hit
2022-09-02 17:15:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 17:15:00+00:00,2022-09-02 18:15:00+00:00,12353.95,0.0016891810940513332,favorable,adverse,target_favorable_first_hit
2022-09-02 17:20:00+00:00,train,Tier A,tier_a_primary,1,2,2022-09-02 17:20:00+00:00,2022-09-02 18:20:00+00:00,12368.2,0.0016596264203117043,favorable,adverse,target_favorable_first_hit
2022-09-02 17:25:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 17:25:00+00:00,2022-09-02 18:25:00+00:00,12366.2,0.0016284403778059884,favorable,adverse,target_favorable_first_hit
2022-09-02 17:30:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 17:30:00+00:00,2022-09-02 18:30:00+00:00,12397.7,0.0016255265607156705,favorable,adverse,target_favorable_first_hit
2022-09-02 17:35:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 17:35:00+00:00,2022-09-02 18:35:00+00:00,12423.2,0.0016187384980822172,favorable,adverse,target_favorable_first_hit
2022-09-02 17:40:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 17:40:00+00:00,2022-09-02 18:40:00+00:00,12441.65,0.0015837723063280883,adverse,favorable,target_favorable_first_hit
2022-09-02 17:45:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 17:45:00+00:00,2022-09-02 18:45:00+00:00,12436.7,0.0015383565829509072,adverse,favorable,target_favorable_first_hit
2022-09-02 17:50:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 17:50:00+00:00,2022-09-02 18:50:00+00:00,12424.95,0.0014958125694826032,adverse,favorable,target_favorable_first_hit
2022-09-02 17:55:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 17:55:00+00:00,2022-09-02 18:55:00+00:00,12385.0,0.0015550645898319228,adverse,favorable,target_favorable_first_hit
2022-09-02 18:00:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 18:00:00+00:00,2022-09-02 19:00:00+00:00,12389.0,0.0015521296212417045,favorable,adverse,target_favorable_first_hit
2022-09-02 18:05:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 18:05:00+00:00,2022-09-02 19:05:00+00:00,12410.75,0.0015321183410685105,adverse,favorable,target_favorable_first_hit
2022-09-02 18:10:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 18:10:00+00:00,2022-09-02 19:10:00+00:00,12390.25,0.0015304609148499607,favorable,adverse,target_favorable_first_hit
2022-09-02 18:15:00+00:00,train,Tier A,tier_a_primary,-1,6,2022-09-02 18:15:00+00:00,2022-09-02 19:15:00+00:00,12407.0,0.001508674904448275,adverse,favorable,target_favorable_first_hit
2022-09-02 18:20:00+00:00,train,Tier A,tier_a_primary,-1,3,2022-09-02 18:20:00+00:00,2022-09-02 19:20:00+00:00,12415.25,0.001491746533562987,adverse,favorable,target_favorable_first_hit
2022-09-02 18:25:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 18:25:00+00:00,2022-09-02 19:25:00+00:00,12414.12,0.001430161674492063,adverse,favorable,target_favorable_first_hit
2022-09-02 18:30:00+00:00,train,Tier A,tier_a_primary,-1,3,2022-09-02 18:30:00+00:00,2022-09-02 19:30:00+00:00,12406.87,0.001385779306802676,adverse,favorable,target_favorable_first_hit
2022-09-02 18:35:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 18:35:00+00:00,2022-09-02 19:35:00+00:00,12404.75,0.0013836081576377624,adverse,favorable,target_favorable_first_hit
2022-09-02 18:40:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 18:40:00+00:00,2022-09-02 19:40:00+00:00,12413.75,0.0013566355349469937,adverse,favorable,target_favorable_first_hit
2022-09-02 18:45:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 18:45:00+00:00,2022-09-02 19:45:00+00:00,12388.87,0.0014061333280349722,favorable,adverse,target_favorable_first_hit
2022-09-02 18:50:00+00:00,train,Tier A,tier_a_primary,-1,3,2022-09-02 18:50:00+00:00,2022-09-02 19:50:00+00:00,12414.0,0.001406693746641444,adverse,favorable,target_favorable_first_hit
2022-09-02 18:55:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 18:55:00+00:00,2022-09-02 19:55:00+00:00,12419.25,0.0013602302253785037,adverse,favorable,target_favorable_first_hit
2022-09-02 19:00:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 19:00:00+00:00,2022-09-02 20:00:00+00:00,12409.5,0.0013194644137495902,adverse,favorable,target_favorable_first_hit
2022-09-02 19:05:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:05:00+00:00,2022-09-02 20:05:00+00:00,12401.25,0.001298893314373492,adverse,favorable,target_favorable_first_hit
2022-09-02 19:10:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:10:00+00:00,2022-09-02 20:10:00+00:00,12393.87,0.0012662665975910858,adverse,favorable,target_favorable_first_hit
2022-09-02 19:15:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:15:00+00:00,2022-09-02 20:15:00+00:00,12380.2,0.0012415346638112285,adverse,favorable,target_favorable_first_hit
2022-09-02 19:20:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:20:00+00:00,2022-09-02 20:20:00+00:00,12351.95,0.001250906156096795,adverse,favorable,target_favorable_first_hit
2022-09-02 19:25:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:25:00+00:00,2022-09-02 20:25:00+00:00,12316.9,0.0013508134875104636,adverse,favorable,target_favorable_first_hit
2022-09-02 19:30:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:30:00+00:00,2022-09-02 20:30:00+00:00,12303.7,0.0013337413463814056,adverse,favorable,target_favorable_first_hit
2022-09-02 19:35:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:35:00+00:00,2022-09-02 20:35:00+00:00,12282.7,0.0013969322344410625,adverse,favorable,target_favorable_first_hit
2022-09-02 19:40:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:40:00+00:00,2022-09-02 20:40:00+00:00,12263.95,0.0014364622119813688,adverse,favorable,target_favorable_first_hit
2022-09-02 19:45:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 19:45:00+00:00,2022-09-02 20:45:00+00:00,12229.15,0.0014593416571162384,adverse,favorable,target_favorable_first_hit
2022-09-02 19:50:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 19:50:00+00:00,2022-09-02 20:50:00+00:00,12225.07,0.0014341261643080621,adverse,favorable,target_favorable_first_hit
2022-09-02 19:55:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 19:55:00+00:00,2022-09-02 20:55:00+00:00,12224.45,0.0014462281103503041,adverse,favorable,target_favorable_first_hit
2022-09-02 20:00:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 20:00:00+00:00,2022-09-02 21:00:00+00:00,12227.95,0.0014320818460204214,adverse,favorable,target_favorable_first_hit
2022-09-02 20:05:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 20:05:00+00:00,2022-09-02 21:05:00+00:00,12193.75,0.0015393280076222934,adverse,favorable,target_favorable_first_hit
2022-09-02 20:10:00+00:00,train,Tier A,tier_a_primary,1,2,2022-09-02 20:10:00+00:00,2022-09-02 21:10:00+00:00,12179.95,0.001540660558661749,favorable,adverse,target_favorable_first_hit
2022-09-02 20:15:00+00:00,train,Tier A,tier_a_primary,0,-1,2022-09-02 20:15:00+00:00,2022-09-02 21:15:00+00:00,12192.2,0.0015134364452084536,same_bar_tie,same_bar_tie,no_favorable_first_hit_or_adverse_first
2022-09-02 20:20:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 20:20:00+00:00,2022-09-02 21:20:00+00:00,12198.2,0.0015527909384211464,adverse,favorable,target_favorable_first_hit
2022-09-02 20:25:00+00:00,train,Tier A,tier_a_primary,-1,3,2022-09-02 20:25:00+00:00,2022-09-02 21:25:00+00:00,12135.7,0.0016589119194340889,adverse,favorable,target_favorable_first_hit
2022-09-02 20:30:00+00:00,train,Tier A,tier_a_primary,1,3,2022-09-02 20:30:00+00:00,2022-09-02 21:30:00+00:00,12130.7,0.0015998326399633185,favorable,adverse,target_favorable_first_hit
2022-09-02 20:35:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 20:35:00+00:00,2022-09-02 21:35:00+00:00,12125.4,0.0015684057462201071,favorable,adverse,target_favorable_first_hit
2022-09-02 20:40:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 20:40:00+00:00,2022-09-02 21:40:00+00:00,12129.07,0.0015644416593234756,favorable,adverse,target_favorable_first_hit
2022-09-02 20:45:00+00:00,train,Tier A,tier_a_primary,0,-1,2022-09-02 20:45:00+00:00,2022-09-02 21:45:00+00:00,12141.7,0.0015417816259631306,same_bar_tie,same_bar_tie,no_favorable_first_hit_or_adverse_first
2022-09-02 20:50:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 20:50:00+00:00,2022-09-02 21:50:00+00:00,12106.2,0.0016208226191834266,adverse,favorable,target_favorable_first_hit
2022-09-02 20:55:00+00:00,train,Tier A,tier_a_primary,-1,3,2022-09-02 20:55:00+00:00,2022-09-02 21:55:00+00:00,12094.7,0.0015941814223998537,adverse,favorable,target_favorable_first_hit
2022-09-02 21:00:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 21:00:00+00:00,2022-09-02 22:00:00+00:00,12078.45,0.0015400356179674436,favorable,adverse,target_favorable_first_hit
2022-09-02 21:05:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 21:05:00+00:00,2022-09-02 22:05:00+00:00,12093.7,0.0015037561571485582,adverse,favorable,target_favorable_first_hit
2022-09-02 21:10:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 21:10:00+00:00,2022-09-02 22:10:00+00:00,12104.95,0.0015147384788453905,adverse,favorable,target_favorable_first_hit
2022-09-02 21:15:00+00:00,train,Tier A,tier_a_primary,1,3,2022-09-02 21:15:00+00:00,2022-09-02 22:15:00+00:00,12097.7,0.0014877582789285281,favorable,adverse,target_favorable_first_hit
2022-09-02 21:20:00+00:00,train,Tier A,tier_a_primary,1,2,2022-09-02 21:20:00+00:00,2022-09-02 22:20:00+00:00,12099.95,0.001462402144502179,favorable,adverse,target_favorable_first_hit
2022-09-02 21:25:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 21:25:00+00:00,2022-09-02 22:25:00+00:00,12102.2,0.0014161232319165958,favorable,adverse,target_favorable_first_hit
2022-09-02 21:30:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 21:30:00+00:00,2022-09-02 22:30:00+00:00,12137.45,0.0014445061440059236,adverse,favorable,target_favorable_first_hit
2022-09-02 21:35:00+00:00,train,Tier A,tier_a_primary,1,1,2022-09-02 21:35:00+00:00,2022-09-02 22:35:00+00:00,12118.45,0.0014269066990943878,favorable,adverse,target_favorable_first_hit
2022-09-02 21:40:00+00:00,train,Tier A,tier_a_primary,-1,3,2022-09-02 21:40:00+00:00,2022-09-02 22:40:00+00:00,12137.45,0.0014224402648137036,adverse,favorable,target_favorable_first_hit
2022-09-02 21:45:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 21:45:00+00:00,2022-09-02 22:45:00+00:00,12143.2,0.0013921952497363051,adverse,favorable,target_favorable_first_hit
2022-09-02 21:50:00+00:00,train,Tier A,tier_a_primary,-1,2,2022-09-02 21:50:00+00:00,2022-09-02 22:50:00+00:00,12124.7,0.0013732985822839062,adverse,favorable,target_favorable_first_hit
2022-09-02 21:55:00+00:00,train,Tier A,tier_a_primary,-1,1,2022-09-02 21:55:00+00:00,2022-09-02 22:55:00+00:00,12115.82,0.0013280206921087666,adverse,favorable,target_favorable_first_hit
