row_id,stage_id,run_id,view,tier_scope,scoreboard,status,judgment,evidence_boundary,report_path,notes
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q02_tier_b_oos,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q02_tier_b_oos,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q03_tier_a_validation_is,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q03_tier_a_validation_is,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q03_tier_a_oos,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q03_tier_a_oos,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q03_tier_b_validation_is,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q03_tier_b_validation_is,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q03_tier_b_oos,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q03_tier_b_oos,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q04_tier_a_validation_is,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q04_tier_a_validation_is,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q04_tier_a_oos,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q04_tier_a_oos,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q04_tier_b_validation_is,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q04_tier_b_validation_is,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q04_tier_b_oos,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q04_tier_b_oos,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q05_tier_a_validation_is,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q05_tier_a_validation_is,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q05_tier_a_oos,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q05_tier_a_oos,Tier A,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q05_tier_b_validation_is,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q05_tier_b_validation_is,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270C_aggressive_probe_mt5_signal_replay_v1__mt5_q05_tier_b_oos,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270C_aggressive_probe_mt5_signal_replay_v1,mt5_q05_tier_b_oos,Tier B,runtime_probe,completed,runtime_probe_completed_inconclusive_no_candidate_selection,runtime_probe_no_candidate_selection,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270C_report.md,external_verification_status=completed;selected_candidate=none;onnx_readiness=not_claimed.
run270D_aggressive_probe_balance_timeslice_trade_quality_review_v1__balance_timeslice_trade_quality_review,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270D_aggressive_probe_balance_timeslice_trade_quality_review_v1,balance_timeslice_trade_quality_review,Tier A separate plus Tier B mirror boundary,trade_shape_curve_time_slice_review,completed_aggressive_probe_balance_timeslice_trade_quality_review_no_survivor_selection,valid_negative_active_aggressive_probe_no_candidate_selection,diagnostic_review_no_candidate_selection_no_onnx,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/run270D_report.md,trade_records=7628;active_failures=4;survivors=0;next_action=run270E_stage270_closeout_and_stage271_fresh_thesis_handoff.
run270E_stage270_closeout_stage271_fresh_thesis_handoff_v1__stage270_closeout,270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe,run270E_stage270_closeout_stage271_fresh_thesis_handoff_v1,stage270_closeout,Tier A separate plus Tier B mirror boundary,stage_closeout_failure_memory,completed_stage270_closeout_stage271_open_no_candidate_selection,stage270_valid_negative_closed_stage271_opened_fresh_thesis,stage_closeout_no_candidate_no_onnx,stages/270_onnx_candidate_campaign__aggressive_nonfilter_upside_probe/03_reviews/stage270_closeout_stage271_fresh_thesis_handoff.md,active_probe_survivors=0;next_action=run271A_design_fresh_edge_rebuild_queue.
