branch_name,attempt_name,axis,bucket,direction,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,longest_underwater_trades,slice_use,claim_boundary
cost_curve_drawdown_interaction_guard,c56_bal_rf,month,2026-04,short,14,-80.7,0.235361000569,-5.76428571429,0.285714285714,94.61,14,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,month,2026-04,long,13,33.08,1.81517989157,2.54461538462,0.461538461538,22.76,6,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,month,2026-05,long,29,53.92,1.64397468052,1.85931034483,0.689655172414,55.87,14,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,month,2026-05,short,19,-4.85,0.956541218638,-0.255263157895,0.473684210526,53.63,7,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,volatility,vol_high,short,27,-39.82,0.744776310729,-1.47481481481,0.444444444444,75.99,27,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,volatility,vol_mid,long,5,-17.43,0.366181818182,-3.486,0.2,27.5,5,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,volatility,vol_low,long,2,-2.02,0.756919374248,-1.01,0.5,8.31,2,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,volatility,vol_high,long,35,106.45,2.20282485876,3.04142857143,0.685714285714,55.87,14,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,volatility,vol_mid,short,6,-45.73,0.25179973822,-7.62166666667,0.166666666667,45.73,6,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,adx,adx_gt25,short,13,-31.2,0.62786259542,-2.4,0.307692307692,46.87,13,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,adx,adx_gt25,long,21,-9.35,0.860718009832,-0.445238095238,0.52380952381,31.64,10,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,adx,adx_lt20,long,12,96.06,6.97016780609,8.005,0.75,8.14,2,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,adx,adx_lt20,short,10,13.35,1.37363560034,1.335,0.6,22.67,5,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,adx,adx_20_25,short,10,-67.7,0.306139182126,-6.77,0.3,67.7,10,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,adx,adx_20_25,long,9,0.29,1.00705767827,0.0322222222222,0.666666666667,31.58,6,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,vix,vix_z_gt_plus1,short,16,-55.63,0.540019844551,-3.476875,0.375,81.5,16,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,vix,vix_z_lt_minus1,long,20,30.63,1.35496581296,1.5315,0.55,50.57,7,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,vix,vix_z_neutral,short,11,-12.28,0.812261122153,-1.11636363636,0.454545454545,27.62,5,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,vix,vix_z_gt_plus1,long,5,-7.42,0.734525939177,-1.484,0.4,19.36,3,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,vix,vix_z_neutral,long,17,63.79,7.33465739821,3.75235294118,0.764705882353,5.3,2,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,vix,vix_z_lt_minus1,short,6,-17.64,0.427086716466,-2.94,0.333333333333,30.79,5,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,usd,usdx_z_neutral,short,13,23.26,1.52446448703,1.78923076923,0.538461538462,24.92,5,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,usd,usdx_z_lt_minus1,long,18,52.19,1.88457627119,2.89944444444,0.611111111111,34.82,7,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,usd,usdx_z_neutral,long,22,35.41,1.57279197671,1.60954545455,0.636363636364,32.27,7,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,usd,usdx_z_gt_plus1,short,17,-79.54,0.445791527313,-4.67882352941,0.352941176471,79.54,17,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,usd,usdx_z_lt_minus1,short,3,-29.27,0,-9.75666666667,0,29.27,3,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,usd,usdx_z_gt_plus1,long,2,-0.6,0.828080229226,-0.3,0.5,3.49,2,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,rate,us10yr_z_lt_minus1,short,21,-146.95,0.234994013223,-6.99761904762,0.238095238095,146.95,21,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,rate,us10yr_z_neutral,long,24,33.11,1.39496600262,1.37958333333,0.541666666667,34.92,7,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,rate,us10yr_z_gt_plus1,long,11,31.38,1.85690879301,2.85272727273,0.636363636364,22.09,5,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,rate,us10yr_z_neutral,short,10,44.32,2.76926147705,4.432,0.6,17.75,4,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,rate,us10yr_z_lt_minus1,long,7,22.51,6.83160621762,3.21571428571,0.857142857143,3.86,2,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_drawdown_interaction_guard,c56_bal_rf,rate,us10yr_z_gt_plus1,short,2,17.08,,8.54,1,0,0,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,direction,short,short,33,-85.55,0.606014552823,-2.59242424242,0.393939393939,94.61,33,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,direction,long,long,42,87,1.69986324511,2.07142857143,0.619047619048,55.87,14,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,session,session_13_20,short,25,-79.03,0.55180627233,-3.1612,0.36,95.36,25,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,session,session_13_20,long,38,85.74,1.7495410438,2.25631578947,0.631578947368,55.87,13,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,session,session_21_23,short,8,-6.52,0.840235236462,-0.815,0.5,26.01,3,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,session,session_21_23,long,4,1.26,1.12701612903,0.315,0.5,9.92,3,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,17,short,9,-34.74,0.499639925104,-3.86,0.333333333333,60.23,9,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,16,long,3,-29.33,0,-9.77666666667,0,29.33,3,diagnostic_attribution_only_no_regime_filter,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
