source_artifact,plan_id,branch_id,gate_id,review_subject,measurement_review,execution_order_review,forbidden_shortcut_review,result_pending_review,review_decision,next_required_action,claim_boundary
curve_pocket_schema.csv,offense_cost_buffer_feature_interaction_seed__curve_pocket_gate,offense_cost_buffer_feature_interaction_seed,curve_pocket_gate,curve_pocket,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
curve_pocket_schema.csv,runtime_parity_probe_bridge_contract__curve_pocket_gate,runtime_parity_probe_bridge_contract,curve_pocket_gate,curve_pocket,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_schema.csv,repair_proxy_exclusion_handoff_contract__underwater_stretch_gate,repair_proxy_exclusion_handoff_contract,underwater_stretch_gate,underwater,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_schema.csv,defense_cost_curve_underwater_gate__underwater_stretch_gate,defense_cost_curve_underwater_gate,underwater_stretch_gate,underwater,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_schema.csv,defense_direction_symmetry_negative_control__underwater_stretch_gate,defense_direction_symmetry_negative_control,underwater_stretch_gate,underwater,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_schema.csv,offense_m48_plain_density_quality_seed__underwater_stretch_gate,offense_m48_plain_density_quality_seed,underwater_stretch_gate,underwater,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_schema.csv,offense_cost_buffer_feature_interaction_seed__underwater_stretch_gate,offense_cost_buffer_feature_interaction_seed,underwater_stretch_gate,underwater,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
underwater_schema.csv,runtime_parity_probe_bridge_contract__underwater_stretch_gate,runtime_parity_probe_bridge_contract,underwater_stretch_gate,underwater,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction_schema.csv,repair_proxy_exclusion_handoff_contract__direction_attribution_gate,repair_proxy_exclusion_handoff_contract,direction_attribution_gate,direction_attribution,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction_schema.csv,defense_cost_curve_underwater_gate__direction_attribution_gate,defense_cost_curve_underwater_gate,direction_attribution_gate,direction_attribution,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction_schema.csv,defense_direction_symmetry_negative_control__direction_attribution_gate,defense_direction_symmetry_negative_control,direction_attribution_gate,direction_attribution,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction_schema.csv,offense_m48_plain_density_quality_seed__direction_attribution_gate,offense_m48_plain_density_quality_seed,direction_attribution_gate,direction_attribution,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction_schema.csv,offense_cost_buffer_feature_interaction_seed__direction_attribution_gate,offense_cost_buffer_feature_interaction_seed,direction_attribution_gate,direction_attribution,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
direction_schema.csv,runtime_parity_probe_bridge_contract__direction_attribution_gate,runtime_parity_probe_bridge_contract,direction_attribution_gate,direction_attribution,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized_schema.csv,repair_proxy_exclusion_handoff_contract__lot_normalized_gate,repair_proxy_exclusion_handoff_contract,lot_normalized_gate,lot_normalized,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized_schema.csv,defense_cost_curve_underwater_gate__lot_normalized_gate,defense_cost_curve_underwater_gate,lot_normalized_gate,lot_normalized,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized_schema.csv,defense_direction_symmetry_negative_control__lot_normalized_gate,defense_direction_symmetry_negative_control,lot_normalized_gate,lot_normalized,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized_schema.csv,offense_m48_plain_density_quality_seed__lot_normalized_gate,offense_m48_plain_density_quality_seed,lot_normalized_gate,lot_normalized,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized_schema.csv,offense_cost_buffer_feature_interaction_seed__lot_normalized_gate,offense_cost_buffer_feature_interaction_seed,lot_normalized_gate,lot_normalized,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized_schema.csv,runtime_parity_probe_bridge_contract__lot_normalized_gate,runtime_parity_probe_bridge_contract,lot_normalized_gate,lot_normalized,passed,passed,passed,passed,accepted_cost_curve_gate_scaffold,run336J_materialize_proxy_expected_fresh_mt5_probe_inputs_v1,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
