artifact_id,artifact_type,path,file_exists_review,hash_review,registry_run_binding_review,review_decision,claim_boundary
run336H_materialize_constraint_bound_runner_scaffolds_v1__future_shift_canary_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/future_shift_canary_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__long_short_attribution_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/long_short_attribution_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__lot_normalized_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/lot_normalized_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__model_validation_receipt,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/model_validation_receipt.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__negative_control_scaffold_matrix,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/negative_control_scaffold_matrix.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_cost_buffer_feature_interaction_seed__after_result_feature_pick_canary_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__after_result_feature_pick_canary_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_cost_buffer_feature_interaction_seed__cost_survival_validator,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__cost_survival_validator.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_cost_buffer_feature_interaction_seed__interaction_family_matrix_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__interaction_family_matrix_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_cost_buffer_feature_interaction_seed__regime_slice_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__regime_slice_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_m48_plain_density_quality_seed__copy_runtime_result_canary_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__copy_runtime_result_canary_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_m48_plain_density_quality_seed__feature_family_seed_card_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__feature_family_seed_card_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_m48_plain_density_quality_seed__m48_clue_promotion_canary_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__m48_clue_promotion_canary_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__offense_m48_plain_density_quality_seed__trade_density_target_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__trade_density_target_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__output_registry_binding_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/output_registry_binding_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__performance_attribution_receipt,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/performance_attribution_receipt.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__proxy_expected_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_expected_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
