stage_id,run_id,variant_id,idea_id,hypothesis_ko,model_key,feature_selector,feature_count,threshold_quantile,threshold,min_margin,direction_mode,model_params_json,model_classes,train_accuracy,train_balanced_accuracy,train_macro_f1,train_log_loss,train_rows,train_signal_count,train_coverage,train_hit_rate,train_short_count,train_long_count,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_log_loss,validation_rows,validation_signal_count,validation_coverage,validation_hit_rate,validation_short_count,validation_long_count,oos_accuracy,oos_balanced_accuracy,oos_macro_f1,oos_log_loss,oos_rows,oos_signal_count,oos_coverage,oos_hit_rate,oos_short_count,oos_long_count,package_score,candidate_for_mt5_probe,judgment
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v06_entropy_leaf20_q90,IDEA-ST12-ET-BATCH20-V06,엔트로피 분할 기준이 비대칭 라벨 구조를 더 잘 본다.,entropy_leaf20,all58,58,0.9,0.43720529024430616,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""entropy"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 16134}","short,flat,long",0.6904387105605366,0.6922023470808449,0.6921038605671499,0.9548230207781879,29222,3356,0.11484497980973239,0.8885578069129917,2089,1267,0.43000812677773265,0.4220097408715287,0.4204798638020621,1.054060379074601,9844,985,0.10006095083299472,0.3766497461928934,462,523,0.4520042194092827,0.4449150709978191,0.44633753121206315,1.0501633575354827,7584,755,0.09955168776371308,0.4556291390728477,424,331,2.299281988675532,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v05_half_features_leaf20_q90,IDEA-ST12-ET-BATCH20-V05,절반 피처 샘플링이 방향 신호 다양성을 만든다.,half_features_leaf20,all58,58,0.9,0.47157765791126893,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 15268}","short,flat,long",0.8040175210457874,0.8043621511516007,0.8040167466916553,0.8425487483612105,29222,6243,0.21364040791184724,0.9703668108281275,3459,2784,0.43346200731409995,0.4240722299055431,0.4227003924500621,1.054501087083732,9844,985,0.10006095083299472,0.3756345177664975,368,617,0.44593881856540085,0.4374787519225083,0.4375702721552277,1.047568073745097,7584,797,0.10508966244725738,0.465495608531995,369,428,2.28447654944132,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v14_base_margin005_q90,IDEA-ST12-ET-BATCH20-V14,0.05 마진 요구가 강한 예측만 남긴다.,base_leaf20,all58,58,0.9,0.43488737776742775,0.05,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,3459,0.11836972144274861,0.8898525585429314,2203,1256,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,922,0.09366111336854938,0.3752711496746204,438,484,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,751,0.09902426160337553,0.46604527296937415,432,319,2.2597189600374366,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v03_smooth_leaf40_q90,IDEA-ST12-ET-BATCH20-V03,잎 40의 부드러운 구조가 잡음을 줄인다.,smooth_leaf40,all58,58,0.9,0.4215331823974689,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 40, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 12211}","short,flat,long",0.5721374307028951,0.575695425355364,0.5724343740063028,1.0155624376808283,29222,2595,0.08880295667647663,0.7325626204238921,1767,828,0.4379317350670459,0.43107781811076196,0.4283000792395555,1.0558195515733364,9844,985,0.10006095083299472,0.36243654822335025,577,408,0.45279535864978904,0.44636173250009786,0.44731697285191396,1.0520869706567204,7584,757,0.09981540084388185,0.4372523117569353,484,273,2.2234046061993915,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v07_balanced_subsample_leaf20_q90,IDEA-ST12-ET-BATCH20-V07,부트스트랩 균형 가중치가 클래스 불균형을 완화한다.,balanced_subsample_leaf20,all58,58,0.9,0.42899114709459224,0.0,both,"{""bootstrap"": true, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 15670}","short,flat,long",0.6129628362192868,0.6156001412862998,0.6141265955509208,0.9975201891927432,29222,2678,0.09164328245842174,0.7908887229275579,1733,945,0.43346200731409995,0.4257860621436366,0.4237436548889719,1.0546088133227791,9844,985,0.10006095083299472,0.366497461928934,524,461,0.4509493670886076,0.4441103031674504,0.4454938664149044,1.0509168337861647,7584,742,0.09783755274261603,0.46226415094339623,440,302,2.190779469694136,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v18_core42_features_q90,IDEA-ST12-ET-BATCH20-V18,핵심 42개 피처만으로도 단독 Stage12 신호가 유지된다.,core42_features,core42,42,0.9,0.4436126177032695,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 21245}","short,flat,long",0.675929094517829,0.67749606832158,0.6772705140549812,0.9545464145898332,29222,3243,0.11097803025118062,0.8859081097748998,2013,1230,0.44087769199512394,0.4332061496393936,0.4317822321851768,1.0539333715287318,9844,985,0.10006095083299472,0.36751269035532996,456,529,0.44369725738396626,0.4363881472532028,0.4375221880991291,1.0488106348749167,7584,747,0.09849683544303797,0.46720214190093706,406,341,2.1895368619377713,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v16_base_long_only_q90,IDEA-ST12-ET-BATCH20-V16,롱 방향만 남기면 비대칭 수익 신호가 보인다.,base_leaf20,all58,58,0.9,0.43488737776742775,0.0,long_only,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,1303,0.04458969269728287,0.9079048349961627,0,1303,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,521,0.05292563998374644,0.4049904030710173,0,521,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,334,0.04404008438818566,0.48502994011976047,0,334,2.166200605597409,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v15_base_short_only_q90,IDEA-ST12-ET-BATCH20-V15,숏 방향만 남기면 비대칭 수익 신호가 보인다.,base_leaf20,all58,58,0.9,0.43488737776742775,0.0,short_only,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,2252,0.07706522483060707,0.8716696269982238,2252,0,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,464,0.047135310849248276,0.3620689655172414,464,0,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,436,0.05748945147679325,0.463302752293578,436,0,1.9785036072859852,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v20_base_inverse_q90,IDEA-ST12-ET-BATCH20-V20,확률 방향을 반대로 쓰면 구조적 역방향성이 드러난다.,base_leaf20,all58,58,0.9,0.43488737776742775,0.0,inverse,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,3555,0.12165491752788994,0.06132208157524613,1303,2252,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,985,0.10006095083299472,0.43248730964467,521,464,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,770,0.1015295358649789,0.3090909090909091,334,436,1.8011925173902363,False,mixed_unstable_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v12_base_leaf20_q95,IDEA-ST12-ET-BATCH20-V12,더 높은 임계값이 신호 품질을 선별한다.,base_leaf20,all58,58,0.95,0.45712211974351225,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,1886,0.06454041475600575,0.9050901378579003,1170,716,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,493,0.05008126777732629,0.3265720081135903,242,251,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,392,0.05168776371308017,0.4387755102040816,277,115,1.7319835449653271,False,inconclusive_standalone_structural_scout
