artifact_id,path,file_exists_review,hash_review,run_binding_review,review_status,claim_boundary
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_probe_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_probe_runner_scaffold.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/package_index_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/package_index_runner_scaffold.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/preflight_checklist.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/preflight_checklist.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/blocked_execution_command.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/blocked_execution_command.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_boundary_receipt.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_boundary_receipt.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/run337K_runner_scaffold_review_queue.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/run337K_runner_scaffold_review_queue.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/required_gate_coverage_audit.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/required_gate_coverage_audit.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/result_judgment.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/result_judgment.csv,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/experiment_design_receipt.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/experiment_design_receipt.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/data_integrity_receipt.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/data_integrity_receipt.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_parity_receipt.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_parity_receipt.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/artifact_lineage_receipt.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/artifact_lineage_receipt.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/result_judgment_receipt.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/result_judgment_receipt.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/final_runner_scaffold_materialization_decision.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/final_runner_scaffold_materialization_decision.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337J_materialize_runner_scaffolds.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337J_materialize_runner_scaffolds.md,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::docs/decisions/2026-05-27_stage337J_materialize_runner_scaffolds.md,docs/decisions/2026-05-27_stage337J_materialize_runner_scaffolds.md,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/04_selected/selection_status.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/04_selected/selection_status.md,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/00_spec/stage_brief.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/00_spec/stage_brief.md,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/01_inputs/input_refs.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/01_inputs/input_refs.md,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::docs/workspace/workspace_state.yaml,docs/workspace/workspace_state.yaml,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::docs/context/current_working_state.md,docs/context/current_working_state.md,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::docs/workspace/changelog.md,docs/workspace/changelog.md,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_materialize_runner_scaffolds_v1::stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/run_manifest.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/run_manifest.json,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
