queue_order,queue_id,candidate_id,candidate_alias,test_id,feature_family,queue_lane,required_inputs,required_action,runtime_checks,stop_rule,queue_status,claim_boundary
11,run267V_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,abl_ma_trend,moving_average_trend,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
12,run267V_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,abl_trend_strength_direction,trend_strength_direction,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
13,run267V_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,rep_trend_strength_adx,trend_strength(추세 강도),upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
14,run267V_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,rep_volatility_atr,volatility_risk(변동성 위험),upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
15,run267V_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,abl_volatility_bandwidth,volatility_bandwidth,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
16,run267V_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,abl_trend_strength_direction,trend_strength_direction,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
17,run267V_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,abl_session_timing,session_timing,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
18,run267V_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,rep_trend_strength_adx,trend_strength(추세 강도),upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
19,run267V_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,rep_volatility_atr,volatility_risk(변동성 위험),upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
20,run267V_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,abl_price_return_range,price_return_range,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
21,run267V_21_s258_stc_abl_volatility_bandwidth,s258_short_tight_control,s258_stc,abl_volatility_bandwidth,volatility_bandwidth,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
22,run267V_22_s258_stc_abl_trend_strength_direction,s258_short_tight_control,s258_stc,abl_trend_strength_direction,trend_strength_direction,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
23,run267V_23_s258_stc_abl_session_timing,s258_short_tight_control,s258_stc,abl_session_timing,session_timing,upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
24,run267V_24_s258_stc_rep_trend_strength_adx,s258_short_tight_control,s258_stc,rep_trend_strength_adx,trend_strength(추세 강도),upstream_raw_feature_surface_rebuild,stages/267_adapter_research__baseline_candidate_racing_protocol/01_inputs/baseline_candidate_pool.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/p0_materialized_variant_manifest.csv;stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/orthogonal_stability_signature_matrix.csv,rebuild_feature_files_from_upstream_market_features_then_drop_or_replace_requested_family,feature_order(피처 순서);model_hash(모델 해시);set_ini_identity(설정/초기화 정체성);trade_list(거래 목록);balance_equity_curve(잔액/평가금 곡선);time_slice_KPI(시간 구간 핵심 성과 지표),do_not_start_MT5_if_variant_still_has_proxy_adapter_variant_boundary,queued_for_run267V_design_materialization_not_executed,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
