source_path,exists,sha256,row_count_or_keys,review_status,allowed_use,forbidden_use,claim_boundary
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/offense_branch_thesis_package_spec.csv,true,41cb3d73de05662e3e9287fc361658d7cf534939c041ea57cc3da66aecf85a0d,4,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_package_spec.csv,true,463812fb8f0cc407c75095301901cd0fa17be6dca519414d601f7c6f0eb63b1c,6,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_contract.json,true,2bb3c3ca31e5234d987c6c78f786580deb996df6e3ff835b7271ea97ec168f7d,asof_rule;claim_boundary;contract_id;execution_allowed;invalid_if;required_columns;slice_families;source_schema,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/runtime_probe_package_spec.csv,true,921e66ec26a145143450284b224ac0d4b7ad744ebe9dea8b3a6d6367551fb948,5,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/runtime_probe_package_contract.json,true,3f696d6b3ec88797228408d3b6706c168dd1276fefb327d735b2aeeba60e97ec,claim_boundary;contract_id;execution_allowed;mt5_execution_allowed;required_comparison_outputs;required_file_identity;required_runtime_outputs;required_stress_outputs;runtime_authority;source_blueprint,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/claim_guard_blocker_package_spec.csv,true,f2cb03aee88810074815a02a63749aaf4cb96c9ee79e4a1726d60a4b26e54967,11,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/package_blocker_matrix.csv,true,f2cb03aee88810074815a02a63749aaf4cb96c9ee79e4a1726d60a4b26e54967,11,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/package_manifest_index.csv,true,4877891888e824ae47b8757bbb669d5e46b78adc5e476b715ca53b248bb184b1,8,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/package_acceptance_matrix.csv,true,14211fda3feeaec3abd7209a7793eef32137a478ff507f7d3f2e090fdb2a4ac1,8,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/required_gate_coverage_audit.csv,true,e85f2e5c05b5d73c1902b0957cdab605b80b51ccfb11e2b85fe595a484de62c7,14,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/final_reviewed_execution_packages_decision.json,true,8cf98da8856a05ce4d807ec020f82524463b2c97bacbd274e3fcacb5a3d560f0,claim_boundary;decision;failed_gates;forward_failed;forward_passed;goal_achieve;judgment;metrics;model_training;mt5_execution;next_action;parent_run_id;run_id;runtime_authority;selected_candidate;stage_id;status,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/run_manifest.json,true,aad8831667e9c48bf3f85d876e936e714f8c9d989468f93c19a104771cffa88a,claim_boundary;created_at_utc;decision;external_verification_status;next_action;outputs;parent_run_id;producer;run_id;run_number;source_inputs;stage_id;status,accepted_for_review,run337I package review and run337J runner scaffold queue only,"model training, MT5 execution, candidate selection, Forward Passed, runtime authority, Goal Achieve",research_development_only_stage337I_package_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
