queue_id,candidate_id,candidate_alias,test_id,shared_contract,feature_count,feature_order_hash,model_backend,model_materialization_type,materialization_boundary,short_threshold,long_threshold,min_margin,max_hold_bars,close_on_flat_signal,reverse_on_opposite_signal,close_only_on_opposite_signal,known_difference,runtime_claim_boundary
run267N_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,abl_ma_trend,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,2fec533a0761d674ddfe69e75ba3a3f72ba4a74574ebda2c911f04ef53f11a52,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,abl_trend_strength_direction,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,4ac2d42a4e5704b6a11e909e70dcbc9fdecba0e7cc03c6ff1f1bc4fdbbdcd8b1,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,rep_trend_strength_adx,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,caa17801b03611d106d3368b17e56ce7ac564966a6111392d678ac7baf24fb87,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,rep_volatility_atr,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,f01012d2b2134139e80d0f648af5095e22b9a7280f85715249d0117a00d8eb3a,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,abl_volatility_bandwidth,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,b4f1c63cbd59d0f917c15e861d47ed3dfb6a0cd5ed2eb79cbe1d18705ec447ab,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,abl_trend_strength_direction,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,e36a8545d0e9b2d1ada5cf72a5b6f36af21c503e16dc5874f8e130d1cc104d8e,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,abl_session_timing,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,642c3d0ad2a939a04d4b76fabc2ff42203ebbb58d358723192e4e2465078e646,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,rep_trend_strength_adx,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,d08b521ddf5c559a22d74cf894521be99be9927443cd227ea3e01d958a7edfa2,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,rep_volatility_atr,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,edc24374603e4ad480588bfe82748f95d7e9b94e47e743424713a8835f4462c9,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,abl_price_return_range,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,a80698cfab6658b09b72d4317f071cd6f314ba16041b34311e7efc0320730955,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_21_s258_stc_abl_volatility_bandwidth,s258_short_tight_control,s258_stc,abl_volatility_bandwidth,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,b3cb484278a8d5b7338aa7d44875e4d66097e4acb402687916253b92ce56249d,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_22_s258_stc_abl_trend_strength_direction,s258_short_tight_control,s258_stc,abl_trend_strength_direction,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,edaad1fce73f1037aa6040ae21efb246a5c2fe01469fcf128f3dafc86cb79b14,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_23_s258_stc_abl_session_timing,s258_short_tight_control,s258_stc,abl_session_timing,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,bc541c00a8fb1b7890d6d424a1a45ca5de3e6ba713de3e53a2dea52a7000a8c6,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
run267N_24_s258_stc_rep_trend_strength_adx,s258_short_tight_control,s258_stc,rep_trend_strength_adx,US100 M5;2024 historical stress window;MT5 RuntimeProbeEA;score_table_csv;attempt set/ini identity,4,5d421ec88f39524368b2d69cf10c7dc53ff42e245b23e8d5ed62dc127eaee892,ebm_table,context_proxy_score_table_extension_v1,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",0.54,0.52,0,3,false,true,false,"direct gate/rank variants change runtime surface; all other P0 rows are context proxy adapters, not true internal feature ablations",research_only_execution_pending_no_selected_candidate_no_onnx
