bar_time_server,timestamp_utc,row_index,p_short,p_flat,p_long
2026.04.14 12:55:00,2026-04-14T12:55:00Z,61,0,1,0
2026.04.14 13:05:00,2026-04-14T13:05:00Z,62,0,1,0
2026.04.14 13:10:00,2026-04-14T13:10:00Z,63,0,1,0
2026.04.14 13:15:00,2026-04-14T13:15:00Z,64,0,1,0
2026.04.14 13:20:00,2026-04-14T13:20:00Z,65,0,1,0
2026.04.14 13:25:00,2026-04-14T13:25:00Z,66,0,1,0
2026.04.14 13:30:00,2026-04-14T13:30:00Z,67,0,1,0
2026.04.14 13:35:00,2026-04-14T13:35:00Z,68,0,1,0
2026.04.14 13:40:00,2026-04-14T13:40:00Z,69,0,1,0
2026.04.14 13:45:00,2026-04-14T13:45:00Z,70,0,1,0
2026.04.14 13:50:00,2026-04-14T13:50:00Z,71,0,1,0
2026.04.14 13:55:00,2026-04-14T13:55:00Z,72,0,1,0
2026.04.14 14:00:00,2026-04-14T14:00:00Z,73,0,1,0
2026.04.14 14:05:00,2026-04-14T14:05:00Z,74,0,1,0
2026.04.14 14:10:00,2026-04-14T14:10:00Z,75,0,1,0
2026.04.14 14:15:00,2026-04-14T14:15:00Z,76,0,1,0
2026.04.14 14:20:00,2026-04-14T14:20:00Z,77,0,1,0
2026.04.14 14:25:00,2026-04-14T14:25:00Z,78,0,1,0
2026.04.14 14:35:00,2026-04-14T14:35:00Z,79,0.2281124741,0.3517300785,0.4201574326
2026.04.14 14:40:00,2026-04-14T14:40:00Z,80,0,1,0
2026.04.14 14:45:00,2026-04-14T14:45:00Z,81,0,1,0
2026.04.14 14:55:00,2026-04-14T14:55:00Z,82,0.2109419405,0.365062952,0.4239950776
2026.04.14 15:00:00,2026-04-14T15:00:00Z,83,0.1734683216,0.4872040451,0.339327693
2026.04.14 15:05:00,2026-04-14T15:05:00Z,84,0.1892636567,0.3937009871,0.4170353115
2026.04.14 15:10:00,2026-04-14T15:10:00Z,85,0.1801187098,0.3892624676,0.4306188226
2026.04.14 15:15:00,2026-04-14T15:15:00Z,86,0.1997020096,0.4228820503,0.3774159849
2026.04.14 15:20:00,2026-04-14T15:20:00Z,87,0.1966908425,0.4064977467,0.3968113363
2026.04.14 15:25:00,2026-04-14T15:25:00Z,88,0.2433931231,0.4008107781,0.3557960987
2026.04.14 15:30:00,2026-04-14T15:30:00Z,89,0.2054688036,0.4280644953,0.3664666712
2026.04.14 15:35:00,2026-04-14T15:35:00Z,90,0.2464686632,0.3829006255,0.3706307113
2026.04.14 15:40:00,2026-04-14T15:40:00Z,91,0,1,0
2026.04.14 15:45:00,2026-04-14T15:45:00Z,92,0,1,0
2026.04.14 15:50:00,2026-04-14T15:50:00Z,93,0,1,0
2026.04.14 15:55:00,2026-04-14T15:55:00Z,94,0.2134386748,0.3704989552,0.4160623848
2026.04.14 16:00:00,2026-04-14T16:00:00Z,95,0.2039519101,0.3742544949,0.4217935801
2026.04.14 16:05:00,2026-04-14T16:05:00Z,96,0.2098142952,0.3657559454,0.4244297445
2026.04.14 16:10:00,2026-04-14T16:10:00Z,97,0,1,0
2026.04.14 16:15:00,2026-04-14T16:15:00Z,98,0.2062749118,0.3722252846,0.4214998484
2026.04.14 16:20:00,2026-04-14T16:20:00Z,99,0.2054565102,0.3757022619,0.4188412726
2026.04.14 16:25:00,2026-04-14T16:25:00Z,100,0.2111491561,0.3743176758,0.4145331383
2026.04.14 16:30:00,2026-04-14T16:30:00Z,101,0.2236811072,0.3963126838,0.3800061643
2026.04.14 16:35:00,2026-04-14T16:35:00Z,102,0.3752249181,0.2800120413,0.3447631001
2026.04.14 16:40:00,2026-04-14T16:40:00Z,103,0.3752044737,0.2522610724,0.3725344837
2026.04.14 16:45:00,2026-04-14T16:45:00Z,104,0.3363015056,0.2688907683,0.3948077559
2026.04.14 16:50:00,2026-04-14T16:50:00Z,105,0.3395286202,0.2822054327,0.3782659769
2026.04.14 16:55:00,2026-04-14T16:55:00Z,106,0.307254076,0.2839577198,0.4087882042
2026.04.14 17:00:00,2026-04-14T17:00:00Z,107,0.3270035088,0.297743082,0.3752534688
2026.04.14 17:05:00,2026-04-14T17:05:00Z,108,0.2399199754,0.4134288132,0.3466512263
2026.04.14 17:10:00,2026-04-14T17:10:00Z,109,0.2244335711,0.4213257432,0.3542407155
2026.04.14 17:20:00,2026-04-14T17:20:00Z,110,0.203631863,0.4019682705,0.394399941
2026.04.14 17:25:00,2026-04-14T17:25:00Z,111,0.2020664513,0.4230886698,0.3748449087
2026.04.14 17:30:00,2026-04-14T17:30:00Z,112,0.1928946376,0.4286748469,0.3784304857
2026.04.14 17:35:00,2026-04-14T17:35:00Z,113,0.1930983663,0.414494276,0.3924073279
2026.04.14 17:40:00,2026-04-14T17:40:00Z,114,0.1997701526,0.4133982658,0.3868316114
2026.04.14 17:50:00,2026-04-14T17:50:00Z,115,0.1931812316,0.4220291376,0.3847896755
2026.04.14 17:55:00,2026-04-14T17:55:00Z,116,0.2005217671,0.432956934,0.3665212989
2026.04.14 18:00:00,2026-04-14T18:00:00Z,117,0.2159393728,0.4248287976,0.3592318594
2026.04.14 18:05:00,2026-04-14T18:05:00Z,118,0.2525303364,0.4110133052,0.3364563584
2026.04.14 18:10:00,2026-04-14T18:10:00Z,119,0.2511909604,0.4296488166,0.319160223
2026.04.14 18:15:00,2026-04-14T18:15:00Z,120,0.2443348914,0.4453205764,0.310344547
2026.04.14 18:20:00,2026-04-14T18:20:00Z,121,0.2367394567,0.4341143668,0.3291462064
2026.04.14 18:25:00,2026-04-14T18:25:00Z,122,0.229903847,0.4297498167,0.3403463662
2026.04.14 18:30:00,2026-04-14T18:30:00Z,123,0.2256527096,0.4398617148,0.3344856203
2026.04.14 18:35:00,2026-04-14T18:35:00Z,124,0.2069102228,0.4650904834,0.3279992938
2026.04.14 18:40:00,2026-04-14T18:40:00Z,125,0.205771625,0.4697241783,0.3245042264
2026.04.14 18:45:00,2026-04-14T18:45:00Z,126,0.2023368329,0.4861093462,0.3115538359
2026.04.14 18:50:00,2026-04-14T18:50:00Z,127,0.2041997463,0.4901773036,0.3056229949
2026.04.14 18:55:00,2026-04-14T18:55:00Z,128,0.1933756322,0.4969807565,0.3096435964
2026.04.14 19:00:00,2026-04-14T19:00:00Z,129,0.2149129212,0.4495188296,0.335568279
2026.04.14 19:05:00,2026-04-14T19:05:00Z,130,0.2082875669,0.4753847122,0.3163277209
2026.04.14 19:10:00,2026-04-14T19:10:00Z,131,0.2086062729,0.4692120254,0.3221817315
2026.04.14 19:15:00,2026-04-14T19:15:00Z,132,0.1909981668,0.4825297594,0.3264720738
2026.04.14 19:20:00,2026-04-14T19:20:00Z,133,0.1883092821,0.4970922172,0.3145985007
2026.04.14 19:25:00,2026-04-14T19:25:00Z,134,0.1770151109,0.5119934678,0.3109914958
2026.04.14 19:30:00,2026-04-14T19:30:00Z,135,0.1699192673,0.5101112127,0.3199695051
2026.04.14 19:35:00,2026-04-14T19:35:00Z,136,0.1926192492,0.4864395857,0.3209412098
2026.04.14 19:40:00,2026-04-14T19:40:00Z,137,0.1809004247,0.4922281504,0.3268713951
2026.04.14 19:55:00,2026-04-14T19:55:00Z,138,0.1967824847,0.4889387488,0.3142788112
2026.04.14 20:00:00,2026-04-14T20:00:00Z,139,0.1997744888,0.4981137514,0.3021117747
2026.04.14 20:05:00,2026-04-14T20:05:00Z,140,0.1993893832,0.4876318574,0.3129787147
2026.04.14 20:10:00,2026-04-14T20:10:00Z,141,0.1894466281,0.4972741306,0.3132792413
2026.04.14 20:15:00,2026-04-14T20:15:00Z,142,0.1832193434,0.5169893503,0.2997912765
2026.04.14 20:20:00,2026-04-14T20:20:00Z,143,0.1876745969,0.5216521621,0.2906732857
2026.04.14 20:25:00,2026-04-14T20:25:00Z,144,0.1779970229,0.5221752524,0.2998277843
2026.04.14 20:30:00,2026-04-14T20:30:00Z,145,0.1975955069,0.5022292733,0.3001751602
2026.04.14 20:40:00,2026-04-14T20:40:00Z,146,0.1880176216,0.5083301663,0.3036522567
2026.04.14 20:45:00,2026-04-14T20:45:00Z,147,0.1704019606,0.515142858,0.314455241
2026.04.14 20:55:00,2026-04-14T20:55:00Z,148,0.1737394929,0.5559195876,0.2703409493
2026.04.14 21:00:00,2026-04-14T21:00:00Z,149,0.1713500619,0.5367420316,0.2919079363
2026.04.14 21:05:00,2026-04-14T21:05:00Z,150,0.1663658768,0.5473934412,0.2862407267
2026.04.14 21:15:00,2026-04-14T21:15:00Z,151,0.1814012527,0.5717331171,0.2468656003
2026.04.14 21:20:00,2026-04-14T21:20:00Z,152,0.2013473958,0.6177616715,0.1808909029
2026.04.14 21:25:00,2026-04-14T21:25:00Z,153,0.216898948,0.5986610651,0.1844400465
2026.04.14 21:30:00,2026-04-14T21:30:00Z,154,0.2026914954,0.59012568,0.2071828395
2026.04.14 21:35:00,2026-04-14T21:35:00Z,155,0.2001369596,0.53486377,0.2649992406
2026.04.14 21:40:00,2026-04-14T21:40:00Z,156,0.1848557889,0.5205045938,0.2946395874
2026.04.14 21:45:00,2026-04-14T21:45:00Z,157,0.1879418939,0.5862374902,0.2258205861
2026.04.14 22:00:00,2026-04-14T22:00:00Z,158,0.1700689197,0.5370907784,0.2928403616
2026.04.14 22:05:00,2026-04-14T22:05:00Z,159,0.1524681449,0.5904124975,0.2571193874
2026.04.14 22:10:00,2026-04-14T22:10:00Z,160,0.1465552747,0.5820316076,0.2714131773
2026.04.14 22:15:00,2026-04-14T22:15:00Z,161,0.1382311583,0.6127281189,0.2490407676
2026.04.14 22:25:00,2026-04-14T22:25:00Z,162,0.1288341582,0.6326901317,0.2384756655
2026.04.14 22:30:00,2026-04-14T22:30:00Z,163,0.1244927496,0.6164540648,0.2590531707
2026.04.14 22:35:00,2026-04-14T22:35:00Z,164,0.1293430477,0.6554064155,0.2152505517
2026.04.14 22:40:00,2026-04-14T22:40:00Z,165,0.1160532609,0.694144845,0.1898018569
2026.04.14 22:45:00,2026-04-14T22:45:00Z,166,0.1349042952,0.6508836746,0.2142120302
2026.04.14 22:55:00,2026-04-14T22:55:00Z,167,0.1420210749,0.6804821491,0.1774968207
2026.04.14 23:00:00,2026-04-14T23:00:00Z,168,0.1263894141,0.6848246455,0.1887859702
2026.04.14 23:05:00,2026-04-14T23:05:00Z,169,0.1443377733,0.6384066939,0.2172555327
2026.04.14 23:35:00,2026-04-14T23:35:00Z,170,0.1312268823,0.6308653355,0.2379078418
2026.04.15 00:00:00,2026-04-15T00:00:00Z,171,0.1212975159,0.6369023323,0.2418001741
2026.04.15 03:05:00,2026-04-15T03:05:00Z,172,0.09770084172,0.7292283177,0.1730708182
2026.04.15 03:10:00,2026-04-15T03:10:00Z,173,0.09226020426,0.7265403867,0.1811994016
2026.04.15 03:15:00,2026-04-15T03:15:00Z,174,0.09255120903,0.741214335,0.1662344187
2026.04.15 03:25:00,2026-04-15T03:25:00Z,175,0.08739232272,0.7321228981,0.1804848015
2026.04.15 03:35:00,2026-04-15T03:35:00Z,176,0.09017694741,0.7536233664,0.1561997086
2026.04.15 03:55:00,2026-04-15T03:55:00Z,177,0.08680704236,0.7473384142,0.1658545136
2026.04.15 04:00:00,2026-04-15T04:00:00Z,178,0.08506994694,0.7252700329,0.1896600127
2026.04.15 04:10:00,2026-04-15T04:10:00Z,179,0.07358106226,0.7884743214,0.1379446536
2026.04.15 04:15:00,2026-04-15T04:15:00Z,180,0.07206308097,0.7954024673,0.1325344443
2026.04.15 04:20:00,2026-04-15T04:20:00Z,181,0.07199586928,0.7816330194,0.146371156
2026.04.15 04:25:00,2026-04-15T04:25:00Z,182,0.08116331697,0.786960125,0.131876573
2026.04.15 04:30:00,2026-04-15T04:30:00Z,183,0.08143157512,0.7723909616,0.1461775154
2026.04.15 04:35:00,2026-04-15T04:35:00Z,184,0.08140330762,0.8066923022,0.1119044125
2026.04.15 04:45:00,2026-04-15T04:45:00Z,185,0.0845842734,0.7816413045,0.1337743998
2026.04.15 04:55:00,2026-04-15T04:55:00Z,186,0.07643137872,0.7907006741,0.1328679621
2026.04.15 05:00:00,2026-04-15T05:00:00Z,187,0.07054963708,0.8060962558,0.1233541295
2026.04.15 05:15:00,2026-04-15T05:15:00Z,188,0.08497064561,0.8054149747,0.1096143574
2026.04.15 05:25:00,2026-04-15T05:25:00Z,189,0.09274663031,0.783921361,0.123332046
2026.04.15 05:30:00,2026-04-15T05:30:00Z,190,0.08608236164,0.7999256253,0.1139920428
2026.04.15 05:35:00,2026-04-15T05:35:00Z,191,0.0870398432,0.8313199878,0.08164019883
2026.04.15 05:40:00,2026-04-15T05:40:00Z,192,0.105616495,0.7890739441,0.1053095609
2026.04.15 06:05:00,2026-04-15T06:05:00Z,193,0.1043709964,0.769743979,0.1258850545
2026.04.15 06:20:00,2026-04-15T06:20:00Z,194,0.09913241863,0.777515173,0.1233524457
2026.04.15 06:25:00,2026-04-15T06:25:00Z,195,0.103529416,0.7670692801,0.1294013858
2026.04.15 06:35:00,2026-04-15T06:35:00Z,196,0.08597976714,0.7963997722,0.1176204905
2026.04.15 06:40:00,2026-04-15T06:40:00Z,197,0.0607682243,0.8426648974,0.09656688571
2026.04.15 07:10:00,2026-04-15T07:10:00Z,198,0,1,0
2026.04.15 07:35:00,2026-04-15T07:35:00Z,199,0,1,0
2026.04.15 07:55:00,2026-04-15T07:55:00Z,200,0,1,0
2026.04.15 08:05:00,2026-04-15T08:05:00Z,201,0,1,0
2026.04.15 08:10:00,2026-04-15T08:10:00Z,202,0,1,0
2026.04.15 08:20:00,2026-04-15T08:20:00Z,203,0,1,0
2026.04.15 08:25:00,2026-04-15T08:25:00Z,204,0,1,0
2026.04.15 08:30:00,2026-04-15T08:30:00Z,205,0,1,0
2026.04.15 08:35:00,2026-04-15T08:35:00Z,206,0,1,0
2026.04.15 08:40:00,2026-04-15T08:40:00Z,207,0,1,0
2026.04.15 08:45:00,2026-04-15T08:45:00Z,208,0,1,0
2026.04.15 09:05:00,2026-04-15T09:05:00Z,209,0,1,0
2026.04.15 09:15:00,2026-04-15T09:15:00Z,210,0,1,0
2026.04.15 09:20:00,2026-04-15T09:20:00Z,211,0,1,0
2026.04.15 09:35:00,2026-04-15T09:35:00Z,212,0,1,0
2026.04.15 09:50:00,2026-04-15T09:50:00Z,213,0,1,0
2026.04.15 10:00:00,2026-04-15T10:00:00Z,214,0,1,0
2026.04.15 10:10:00,2026-04-15T10:10:00Z,215,0,1,0
2026.04.15 10:15:00,2026-04-15T10:15:00Z,216,0,1,0
2026.04.15 10:20:00,2026-04-15T10:20:00Z,217,0,1,0
2026.04.15 10:25:00,2026-04-15T10:25:00Z,218,0,1,0
2026.04.15 10:35:00,2026-04-15T10:35:00Z,219,0,1,0
2026.04.15 10:40:00,2026-04-15T10:40:00Z,220,0,1,0
2026.04.15 10:45:00,2026-04-15T10:45:00Z,221,0,1,0
2026.04.15 10:50:00,2026-04-15T10:50:00Z,222,0,1,0
2026.04.15 10:55:00,2026-04-15T10:55:00Z,223,0,1,0
2026.04.15 11:00:00,2026-04-15T11:00:00Z,224,0,1,0
2026.04.15 11:05:00,2026-04-15T11:05:00Z,225,0,1,0
2026.04.15 11:10:00,2026-04-15T11:10:00Z,226,0,1,0
2026.04.15 11:15:00,2026-04-15T11:15:00Z,227,0,1,0
2026.04.15 11:20:00,2026-04-15T11:20:00Z,228,0,1,0
2026.04.15 11:25:00,2026-04-15T11:25:00Z,229,0,1,0
2026.04.15 11:30:00,2026-04-15T11:30:00Z,230,0,1,0
2026.04.15 11:35:00,2026-04-15T11:35:00Z,231,0,1,0
2026.04.15 11:55:00,2026-04-15T11:55:00Z,232,0,1,0
2026.04.15 12:05:00,2026-04-15T12:05:00Z,233,0,1,0
2026.04.15 12:10:00,2026-04-15T12:10:00Z,234,0,1,0
2026.04.15 12:15:00,2026-04-15T12:15:00Z,235,0.3064412773,0.3469077051,0.3466510475
2026.04.15 12:20:00,2026-04-15T12:20:00Z,236,0,1,0
2026.04.15 12:25:00,2026-04-15T12:25:00Z,237,0,1,0
2026.04.15 12:30:00,2026-04-15T12:30:00Z,238,0,1,0
2026.04.15 12:35:00,2026-04-15T12:35:00Z,239,0,1,0
2026.04.15 12:40:00,2026-04-15T12:40:00Z,240,0,1,0
2026.04.15 12:45:00,2026-04-15T12:45:00Z,241,0,1,0
2026.04.15 12:50:00,2026-04-15T12:50:00Z,242,0,1,0
2026.04.15 13:05:00,2026-04-15T13:05:00Z,243,0,1,0
2026.04.15 13:10:00,2026-04-15T13:10:00Z,244,0,1,0
2026.04.15 13:15:00,2026-04-15T13:15:00Z,245,0,1,0
2026.04.15 13:20:00,2026-04-15T13:20:00Z,246,0.2906166911,0.3388739824,0.3705093265
2026.04.15 13:25:00,2026-04-15T13:25:00Z,247,0.3182822466,0.3412750661,0.3404426575
2026.04.15 13:30:00,2026-04-15T13:30:00Z,248,0.3206442297,0.3046015799,0.3747541904
2026.04.15 13:35:00,2026-04-15T13:35:00Z,249,0.3099794388,0.3568620086,0.3331586123
2026.04.15 13:40:00,2026-04-15T13:40:00Z,250,0,1,0
2026.04.15 13:45:00,2026-04-15T13:45:00Z,251,0.245258674,0.3477897644,0.4069515765
2026.04.15 13:50:00,2026-04-15T13:50:00Z,252,0,1,0
2026.04.15 13:55:00,2026-04-15T13:55:00Z,253,0,1,0
2026.04.15 14:00:00,2026-04-15T14:00:00Z,254,0,1,0
2026.04.15 14:05:00,2026-04-15T14:05:00Z,255,0,1,0
2026.04.15 14:10:00,2026-04-15T14:10:00Z,256,0.2347000986,0.3588820994,0.4064178169
2026.04.15 14:15:00,2026-04-15T14:15:00Z,257,0.2269591838,0.363573581,0.4094672501
2026.04.15 14:20:00,2026-04-15T14:20:00Z,258,0.26276052,0.3541382253,0.3831013143
2026.04.15 14:25:00,2026-04-15T14:25:00Z,259,0.2423271388,0.3542390168,0.4034338892
2026.04.15 14:30:00,2026-04-15T14:30:00Z,260,0.2704061568,0.3646535575,0.3649403155
2026.04.15 14:35:00,2026-04-15T14:35:00Z,261,0.249633342,0.3874247968,0.3629418015
2026.04.15 14:45:00,2026-04-15T14:45:00Z,262,0.2541978955,0.3555688858,0.3902331889
2026.04.15 14:50:00,2026-04-15T14:50:00Z,263,0.2448484004,0.3967926502,0.3583589494
2026.04.15 14:55:00,2026-04-15T14:55:00Z,264,0,1,0
2026.04.15 15:00:00,2026-04-15T15:00:00Z,265,0,1,0
2026.04.15 15:05:00,2026-04-15T15:05:00Z,266,0.2556916773,0.3446356952,0.3996726274
2026.04.15 15:10:00,2026-04-15T15:10:00Z,267,0.2602366209,0.347274214,0.3924891949
2026.04.15 15:15:00,2026-04-15T15:15:00Z,268,0,1,0
2026.04.15 15:20:00,2026-04-15T15:20:00Z,269,0,1,0
2026.04.15 15:25:00,2026-04-15T15:25:00Z,270,0,1,0
2026.04.15 15:30:00,2026-04-15T15:30:00Z,271,0,1,0
2026.04.15 15:35:00,2026-04-15T15:35:00Z,272,0,1,0
2026.04.15 15:40:00,2026-04-15T15:40:00Z,273,0.2490639538,0.3505316079,0.4004044533
2026.04.15 15:45:00,2026-04-15T15:45:00Z,274,0.2492419332,0.3483209014,0.4024371207
2026.04.15 15:50:00,2026-04-15T15:50:00Z,275,0.2402803749,0.347373873,0.4123457372
2026.04.15 15:55:00,2026-04-15T15:55:00Z,276,0.235215649,0.3477815688,0.4170028269
2026.04.15 16:00:00,2026-04-15T16:00:00Z,277,0,1,0
2026.04.15 16:05:00,2026-04-15T16:05:00Z,278,0,1,0
2026.04.15 16:10:00,2026-04-15T16:10:00Z,279,0,1,0
2026.04.15 16:15:00,2026-04-15T16:15:00Z,280,0,1,0
2026.04.15 16:20:00,2026-04-15T16:20:00Z,281,0.2216567993,0.3629003167,0.4154429436
2026.04.15 16:25:00,2026-04-15T16:25:00Z,282,0.2127269804,0.3584298193,0.4288431704
2026.04.15 16:30:00,2026-04-15T16:30:00Z,283,0.2319769859,0.389144659,0.3788782656
2026.04.15 16:35:00,2026-04-15T16:35:00Z,284,0.3021205068,0.2833835483,0.414495945
2026.04.15 16:40:00,2026-04-15T16:40:00Z,285,0.2790655494,0.2809515297,0.4399829805
2026.04.15 16:45:00,2026-04-15T16:45:00Z,286,0.3935340643,0.2205575854,0.3859083354
2026.04.15 16:50:00,2026-04-15T16:50:00Z,287,0.3414179087,0.2389213741,0.4196607172
2026.04.15 16:55:00,2026-04-15T16:55:00Z,288,0.3614337146,0.2595898807,0.3789764047
2026.04.15 17:00:00,2026-04-15T17:00:00Z,289,0.3102992177,0.2620547116,0.4276461303
2026.04.15 17:05:00,2026-04-15T17:05:00Z,290,0.2763163149,0.3597189188,0.3639647663
2026.04.15 17:10:00,2026-04-15T17:10:00Z,291,0.2495244145,0.3882698119,0.3622058034
2026.04.15 17:15:00,2026-04-15T17:15:00Z,292,0.242927894,0.4065903723,0.3504817486
2026.04.15 17:20:00,2026-04-15T17:20:00Z,293,0.2531694174,0.3725422919,0.3742882907
2026.04.15 17:25:00,2026-04-15T17:25:00Z,294,0.2487778664,0.3640188873,0.3872032762
2026.04.15 17:30:00,2026-04-15T17:30:00Z,295,0.2232580483,0.3952842355,0.381457746
2026.04.15 17:35:00,2026-04-15T17:35:00Z,296,0.2449610382,0.3905302584,0.3645087183
2026.04.15 17:40:00,2026-04-15T17:40:00Z,297,0.2990041077,0.3648171723,0.33617872
2026.04.15 17:45:00,2026-04-15T17:45:00Z,298,0.2491275221,0.4014853239,0.3493871391
2026.04.15 17:50:00,2026-04-15T17:50:00Z,299,0.2393743694,0.4074667394,0.353158921
2026.04.15 17:55:00,2026-04-15T17:55:00Z,300,0.2280415297,0.4391710162,0.3327874839
2026.04.15 18:00:00,2026-04-15T18:00:00Z,301,0.2292654812,0.4210014045,0.3497331738
2026.04.15 18:05:00,2026-04-15T18:05:00Z,302,0.2269812673,0.4297534227,0.3432653248
2026.04.15 18:10:00,2026-04-15T18:10:00Z,303,0.245138064,0.4105209112,0.3443410397
2026.04.15 18:15:00,2026-04-15T18:15:00Z,304,0.2270741314,0.4215388596,0.3513870239
2026.04.15 18:20:00,2026-04-15T18:20:00Z,305,0.2192155272,0.4465258718,0.3342586756
2026.04.15 18:25:00,2026-04-15T18:25:00Z,306,0.2205138355,0.4436620176,0.3358241618
2026.04.15 18:35:00,2026-04-15T18:35:00Z,307,0.2522158921,0.4221852422,0.3255988955
2026.04.15 18:40:00,2026-04-15T18:40:00Z,308,0.2220087498,0.4519532323,0.3260380626
2026.04.15 18:45:00,2026-04-15T18:45:00Z,309,0.236654833,0.4302172661,0.3331279457
2026.04.15 18:50:00,2026-04-15T18:50:00Z,310,0.229957059,0.4586784244,0.3113645315
2026.04.15 18:55:00,2026-04-15T18:55:00Z,311,0.2406886518,0.4679582715,0.2913530767
2026.04.15 19:00:00,2026-04-15T19:00:00Z,312,0.2433935851,0.4663248956,0.2902815044
