protocol_id,branch_id,branch_name,metric_id,metric_family,required_runtime_source,extraction_method,comparison_dimensions_from_run335F,branch_specific_acceptance_rule,no_retune_rule,lookahead_guard,selection_eligible,claim_boundary
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,direction_attribution,long_short_attribution,trade_ledger_side_field,group_parsed_trade_ledger_by_long_short_and_combined_total,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No side drop, side flip, or side-specific threshold retune.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,headline_kpi,profitability_and_risk,MT5 report summary plus parsed trade ledger,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No threshold, lot, or side change after KPI is seen.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,curve_pocket,curve_quality,trade_ledger_or_structured_equity_curve,order_closed_trades_then_compute_predeclared_rolling_curve_and_underwater_windows,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No direct forward pocket exclusion.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,underwater_stretch,drawdown_path,trade_ledger_or_structured_equity_curve,order_closed_trades_then_compute_predeclared_rolling_curve_and_underwater_windows,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No stopping after favorable recovery only.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,curve_pocket,curve_quality,trade_ledger_or_structured_equity_curve,order_closed_trades_then_compute_predeclared_rolling_curve_and_underwater_windows,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No direct forward pocket exclusion.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,headline_kpi,profitability_and_risk,MT5 report summary plus parsed trade ledger,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No threshold, lot, or side change after KPI is seen.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,session_hour_regime,regime_attribution,trade_ledger_plus_runtime_telemetry_plus_feature_matrix,join_trade_entry_time_to_telemetry_and_predeclared_feature_regime_bins,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No calendar or regime exclusion after seeing results.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,direction_attribution,long_short_attribution,trade_ledger_side_field,group_parsed_trade_ledger_by_long_short_and_combined_total,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No side drop, side flip, or side-specific threshold retune.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,headline_kpi,profitability_and_risk,MT5 report summary plus parsed trade ledger,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No threshold, lot, or side change after KPI is seen.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,runtime_identity,runtime_parity,run335L_parity_summary_and_run335K_handoff_manifest,reuse_run335L_row_level_parity_and_handoff_hashes,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No silent handoff, threshold, or feature-order change.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,headline_kpi,profitability_and_risk,MT5 report summary plus parsed trade ledger,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No threshold, lot, or side change after KPI is seen.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,subject_boundary,negative_control,run335D_payloads_run335F_protocols_run335K_runtime_identity,compare_branch_subject_to_report_model_set_identity_and_reject_mismatches,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No positive inference from mismatched subject.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,runtime_identity,runtime_parity,run335L_parity_summary_and_run335K_handoff_manifest,reuse_run335L_row_level_parity_and_handoff_hashes,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No silent handoff, threshold, or feature-order change.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
