scaffold_id,blueprint_id,branch_id,lane,blueprint_family,blueprint_name,scaffold_path,schema_artifacts,source_review_artifact,source_review_sha256,future_artifact_hint,materialization_status,executable,model_training_allowed,mt5_execution_allowed,selection_allowed,forward_decision_allowed,runtime_authority_allowed,next_review_required,forbidden,claim_boundary
run336H_011,offense_m48_plain_density_quality_seed__feature_family_seed_card_builder,offense_m48_plain_density_quality_seed,offense,offense_feature,feature_family_seed_card_builder,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__feature_family_seed_card_builder.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/feature_family_seed_card_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/trade_density_target_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/blueprint_field_contract_review.csv,8940b007927d7e8b8fc1a0bf0ef021da4883cebdc84b78fdc2f882bfa40577f1,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__feature_family_seed_card_builder.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_012,offense_m48_plain_density_quality_seed__trade_density_target_runner,offense_m48_plain_density_quality_seed,offense,offense_feature,trade_density_target_runner,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__trade_density_target_runner.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/feature_family_seed_card_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/trade_density_target_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/blueprint_field_contract_review.csv,8940b007927d7e8b8fc1a0bf0ef021da4883cebdc84b78fdc2f882bfa40577f1,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__trade_density_target_runner.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_013,offense_m48_plain_density_quality_seed__m48_clue_promotion_canary_runner,offense_m48_plain_density_quality_seed,offense,negative_control,m48_clue_promotion_canary_runner,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__m48_clue_promotion_canary_runner.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/negative_control_scaffold_matrix.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/canary_expected_failure_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/negative_control_blueprint_review.csv,c1b6018712bebc9179793c8838df883a0c39ad6dc14b2a51a2d3272e5eecff23,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__m48_clue_promotion_canary_runner.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_014,offense_m48_plain_density_quality_seed__copy_runtime_result_canary_runner,offense_m48_plain_density_quality_seed,offense,negative_control,copy_runtime_result_canary_runner,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__copy_runtime_result_canary_runner.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/negative_control_scaffold_matrix.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/canary_expected_failure_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/negative_control_blueprint_review.csv,c1b6018712bebc9179793c8838df883a0c39ad6dc14b2a51a2d3272e5eecff23,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_m48_plain_density_quality_seed__copy_runtime_result_canary_runner.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_015,offense_cost_buffer_feature_interaction_seed__interaction_family_matrix_builder,offense_cost_buffer_feature_interaction_seed,offense,offense_feature,interaction_family_matrix_builder,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__interaction_family_matrix_builder.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/feature_family_seed_card_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/trade_density_target_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/blueprint_field_contract_review.csv,8940b007927d7e8b8fc1a0bf0ef021da4883cebdc84b78fdc2f882bfa40577f1,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__interaction_family_matrix_builder.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_016,offense_cost_buffer_feature_interaction_seed__regime_slice_runner,offense_cost_buffer_feature_interaction_seed,offense,regime,regime_slice_runner,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__regime_slice_runner.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/regime_slice_schema_matrix.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/gate_regime_tier_blueprint_review.csv,b87e6d085bb3115baf0662cb838b562e0a40629349d8c96ee81d0d140a861c26,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__regime_slice_runner.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_017,offense_cost_buffer_feature_interaction_seed__cost_survival_validator,offense_cost_buffer_feature_interaction_seed,offense,cost_curve,cost_survival_validator,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__cost_survival_validator.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cost_stress_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/curve_pocket_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/underwater_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/lot_normalized_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/gate_regime_tier_blueprint_review.csv,b87e6d085bb3115baf0662cb838b562e0a40629349d8c96ee81d0d140a861c26,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__cost_survival_validator.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_018,offense_cost_buffer_feature_interaction_seed__after_result_feature_pick_canary_runner,offense_cost_buffer_feature_interaction_seed,offense,negative_control,after_result_feature_pick_canary_runner,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__after_result_feature_pick_canary_runner.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/negative_control_scaffold_matrix.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/canary_expected_failure_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/negative_control_blueprint_review.csv,c1b6018712bebc9179793c8838df883a0c39ad6dc14b2a51a2d3272e5eecff23,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/offense_cost_buffer_feature_interaction_seed__after_result_feature_pick_canary_runner.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_019,runtime_parity_probe_bridge_contract__runtime_handoff_manifest_builder,runtime_parity_probe_bridge_contract,runtime,runtime_identity,runtime_handoff_manifest_builder,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__runtime_handoff_manifest_builder.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_identity_manifest_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/row_level_parity_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/external_verification_log_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/runtime_identity_blueprint_review.csv,0b9431e1a1f6b84f4789c5028de43b577efa2420ab764df62e1e91d75df2513f,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__runtime_handoff_manifest_builder.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_020,runtime_parity_probe_bridge_contract__row_level_parity_schema_builder,runtime_parity_probe_bridge_contract,runtime,runtime_identity,row_level_parity_schema_builder,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__row_level_parity_schema_builder.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_identity_manifest_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/row_level_parity_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/external_verification_log_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/runtime_identity_blueprint_review.csv,0b9431e1a1f6b84f4789c5028de43b577efa2420ab764df62e1e91d75df2513f,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__row_level_parity_schema_builder.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_021,runtime_parity_probe_bridge_contract__tester_telemetry_manifest_validator,runtime_parity_probe_bridge_contract,runtime,runtime_identity,tester_telemetry_manifest_validator,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__tester_telemetry_manifest_validator.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_identity_manifest_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/row_level_parity_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/external_verification_log_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/runtime_identity_blueprint_review.csv,0b9431e1a1f6b84f4789c5028de43b577efa2420ab764df62e1e91d75df2513f,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__tester_telemetry_manifest_validator.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_022,runtime_parity_probe_bridge_contract__proxy_mt5_diff_table_builder,runtime_parity_probe_bridge_contract,runtime,proxy_mt5,proxy_mt5_diff_table_builder,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__proxy_mt5_diff_table_builder.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_expected_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/fresh_mt5_result_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_mt5_difference_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/usability_decision_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/proxy_mt5_blueprint_review.csv,6a87e52418ba332e7f56ad54f1908f2ff15a317c9f382a12b084cc8c6943de18,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__proxy_mt5_diff_table_builder.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_023,cross_branch_negative_control_repair__branch_specific_canary_runner_matrix,cross_branch_negative_control_repair,repair,negative_control,branch_specific_canary_runner_matrix,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__branch_specific_canary_runner_matrix.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/negative_control_scaffold_matrix.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/canary_expected_failure_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/negative_control_blueprint_review.csv,c1b6018712bebc9179793c8838df883a0c39ad6dc14b2a51a2d3272e5eecff23,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__branch_specific_canary_runner_matrix.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_024,cross_branch_negative_control_repair__negative_control_binding_audit,cross_branch_negative_control_repair,repair,negative_control,negative_control_binding_audit,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__negative_control_binding_audit.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/negative_control_scaffold_matrix.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/canary_expected_failure_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/negative_control_blueprint_review.csv,c1b6018712bebc9179793c8838df883a0c39ad6dc14b2a51a2d3272e5eecff23,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__negative_control_binding_audit.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_025,cross_branch_runtime_usability__proxy_expected_table_schema,cross_branch_runtime_usability,runtime,proxy_mt5,proxy_expected_table_schema,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__proxy_expected_table_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_expected_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/fresh_mt5_result_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_mt5_difference_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/usability_decision_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/proxy_mt5_blueprint_review.csv,6a87e52418ba332e7f56ad54f1908f2ff15a317c9f382a12b084cc8c6943de18,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__proxy_expected_table_schema.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_026,cross_branch_runtime_usability__fresh_mt5_runtime_probe_result_schema,cross_branch_runtime_usability,runtime,proxy_mt5,fresh_mt5_runtime_probe_result_schema,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__fresh_mt5_runtime_probe_result_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_expected_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/fresh_mt5_result_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_mt5_difference_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/usability_decision_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/proxy_mt5_blueprint_review.csv,6a87e52418ba332e7f56ad54f1908f2ff15a317c9f382a12b084cc8c6943de18,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__fresh_mt5_runtime_probe_result_schema.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_027,cross_branch_runtime_usability__difference_table_schema,cross_branch_runtime_usability,runtime,proxy_mt5,difference_table_schema,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__difference_table_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_expected_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/fresh_mt5_result_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_mt5_difference_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/usability_decision_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/proxy_mt5_blueprint_review.csv,6a87e52418ba332e7f56ad54f1908f2ff15a317c9f382a12b084cc8c6943de18,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__difference_table_schema.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_028,cross_branch_runtime_usability__usability_decision_template,cross_branch_runtime_usability,runtime,proxy_mt5,usability_decision_template,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__usability_decision_template.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_expected_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/fresh_mt5_result_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_mt5_difference_schema.csv;stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/usability_decision_schema.csv,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336G/proxy_mt5_blueprint_review.csv,6a87e52418ba332e7f56ad54f1908f2ff15a317c9f382a12b084cc8c6943de18,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__usability_decision_template.csv,materialized_schema_scaffold_no_execution,false,false,false,false,false,false,run336I_review_constraint_bound_runner_scaffolds_v1,model_training;mt5_execution;threshold_retuning;lot_optimization;candidate_selection;Forward_decision;runtime_authority;deployment;operating_promotion;Goal_Achieve,research_development_only_stage336H_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
